idno,cntry,prtvede1,prtvede2,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,lrscale,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
35428,DE,5,5,,,,,6,3,3,1,5,2,4,3,1,3,5,1,2,3,3,3,3,3,1,2,2,3,
35439,DE,66,66,,,,,0,2,4,2,2,2,2,3,2,2,2,3,2,2,2,5,2,2,2,2,6,2,
35466,DE,1,1,,,,,5,2,5,2,2,2,5,2,1,2,2,2,2,2,2,5,3,3,1,2,3,3,
35467,DE,66,66,,,,,5,1,3,3,4,1,4,5,2,4,5,3,1,3,1,2,3,5,1,1,2,5,
35487,DE,1,6,,,,,5,3,5,2,4,1,4,3,2,2,2,3,2,4,1,4,4,4,2,3,3,2,
35534,DE,1,1,,,,,7,7,7,7,7,3,7,7,3,7,7,7,7,7,5,7,2,7,2,3,7,7,
35561,DE,2,2,,,,,5,3,5,2,3,1,3,3,2,2,2,4,1,4,1,5,2,3,2,2,2,4,
35578,DE,1,1,,,,,5,3,4,2,3,2,3,2,1,2,2,2,2,2,2,5,2,2,2,2,2,3,
35664,DE,4,2,,,,,5,2,5,1,3,2,4,2,2,1,2,2,2,3,2,4,1,3,1,2,2,1,
35672,DE,1,1,,,,,3,2,6,2,5,2,2,5,2,2,4,1,1,6,8,5,1,5,1,1,2,5,
35725,DE,1,1,,,,,7,4,3,4,3,4,4,5,4,5,3,2,4,3,2,5,2,3,2,3,3,5,
35732,DE,1,6,,,,,5,2,6,2,5,1,2,2,2,2,3,2,2,3,1,5,2,3,1,2,4,2,
35746,DE,66,66,,,,,6,1,5,1,5,3,3,2,1,4,3,1,1,3,2,2,2,5,1,1,4,3,
35759,DE,66,66,,,,,7,1,3,1,1,1,2,6,2,3,2,1,1,1,1,3,2,5,1,1,2,2,
35762,DE,2,5,,,,,4,1,5,3,4,4,6,4,3,3,5,2,3,2,5,6,5,2,2,2,4,6,
35764,DE,66,66,,,,,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,2,5,2,
35800,DE,1,1,,,,,0,3,3,1,2,2,3,2,2,1,2,4,1,2,1,4,2,3,1,2,3,3,
35802,DE,2,4,,,,,2,2,6,2,4,1,5,3,1,1,3,1,2,3,2,6,1,3,2,1,3,8,
35821,DE,1,2,,,,,3,2,5,2,4,4,2,6,2,4,4,2,3,3,4,4,5,5,2,2,4,4,
35829,DE,77,2,,,,,3,1,6,1,6,3,4,4,1,3,4,1,1,6,6,3,4,6,1,1,4,3,
35833,DE,1,1,,,,,5,1,2,2,2,2,5,3,3,5,1,2,2,3,4,6,4,2,1,3,3,3,
35844,DE,2,2,,,,,3,2,6,1,4,3,4,5,2,4,3,2,2,4,4,5,5,5,2,2,4,3,
35861,DE,66,66,,,,,1,3,4,5,5,2,3,5,2,3,6,4,2,1,2,3,5,5,1,1,1,5,
35884,DE,1,1,,,,,8,2,4,3,4,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,
35888,DE,6,6,,,,,5,1,3,1,6,1,1,4,6,1,3,1,1,1,1,6,6,2,1,3,5,5,
35903,DE,5,5,,,,,5,1,5,1,3,4,3,4,1,3,2,1,2,1,2,4,3,3,1,1,3,3,
35954,DE,2,1,,,,,5,2,5,1,4,4,2,4,2,2,2,2,3,4,4,4,3,5,2,2,2,2,
35974,DE,66,66,,,,,9,7,6,1,6,1,6,4,3,1,3,2,1,8,5,6,4,3,1,3,5,4,
35997,DE,66,66,,,,,5,1,4,3,4,1,3,2,2,3,4,1,1,2,2,5,2,2,1,2,3,3,
36006,DE,1,4,,,,,0,2,5,2,3,2,2,5,3,4,2,1,2,2,2,4,3,2,2,1,3,2,
36030,DE,2,4,,,,,2,4,2,2,2,1,2,2,2,5,1,1,2,1,2,2,3,2,1,1,2,2,
36051,DE,2,2,,,,,6,2,3,1,3,1,3,5,1,1,3,1,3,3,2,4,3,4,1,1,5,4,
36070,DE,2,1,,,,,5,4,4,2,4,3,3,3,2,3,3,4,2,4,3,5,3,4,2,2,2,5,
36081,DE,2,2,,,,,5,3,5,2,3,2,2,2,2,2,2,2,2,2,2,4,3,4,2,1,2,2,
36099,DE,66,66,,,,,3,2,2,1,4,3,2,4,4,3,1,1,1,3,2,3,2,3,1,2,6,2,
36118,DE,1,5,,,,,8,3,3,2,2,1,2,2,2,1,3,1,2,1,1,4,1,2,1,1,3,2,
36127,DE,4,4,,,,,3,2,2,2,3,2,2,5,2,5,2,2,3,2,2,3,5,2,2,2,2,2,
36166,DE,3,3,,,,,1,2,5,1,2,5,2,4,1,3,1,2,1,3,6,3,3,3,1,2,2,2,
36174,DE,2,2,,,,,5,2,5,2,4,3,3,2,2,4,2,2,3,3,1,5,4,3,2,1,4,2,
36194,DE,1,4,,,,,6,1,4,2,3,2,2,5,2,3,1,2,2,4,3,5,3,3,1,1,3,2,
36285,DE,1,5,,,,,5,2,5,3,5,4,5,2,2,2,2,2,2,5,2,5,4,4,2,2,2,2,
36304,DE,66,66,,,,,5,3,5,3,3,1,2,3,1,6,3,1,2,2,2,3,4,2,3,1,3,2,
36305,DE,4,2,,,,,6,2,4,1,2,3,1,6,3,3,2,1,2,2,1,2,4,2,1,1,4,2,
36318,DE,2,2,,,,,3,2,5,2,2,3,5,5,2,2,2,1,4,5,2,5,2,3,2,2,5,4,
36320,DE,1,6,,,,,4,2,5,2,2,2,2,5,2,2,2,2,2,2,2,3,3,1,1,1,2,1,
36356,DE,66,66,,,,,5,1,2,2,3,4,5,2,2,2,2,5,2,5,2,2,2,3,1,2,1,2,
36381,DE,1,1,,,,,4,1,3,4,3,1,1,2,3,6,1,1,4,4,1,6,6,6,2,1,1,3,
36387,DE,5,5,,,,,5,2,5,5,5,2,1,5,2,2,1,2,1,5,2,5,2,2,2,2,5,5,
36389,DE,88,9,,,,,3,3,5,2,5,3,4,2,2,2,3,2,3,4,2,4,2,3,1,1,3,5,
36396,DE,1,1,,,,,5,2,6,6,6,1,2,5,1,3,2,1,2,5,2,5,4,5,1,1,3,1,
36421,DE,1,1,,,,,5,2,5,1,5,1,4,2,1,2,2,4,1,1,2,4,2,2,2,2,2,3,
36480,DE,4,4,,,,,5,2,4,3,4,2,3,2,2,2,2,2,1,2,1,5,1,3,1,1,2,2,
36484,DE,66,66,,,,,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
36527,DE,1,1,,,,,88,2,5,4,5,2,2,2,2,2,2,2,2,5,2,5,1,6,2,6,2,6,
36571,DE,66,66,,,,,3,1,1,2,5,4,5,6,2,1,3,1,2,5,2,5,5,3,1,1,6,3,
36598,DE,9,3,,,,,3,2,4,2,4,1,2,2,2,2,2,2,2,5,2,5,5,4,1,3,5,4,
36611,DE,66,66,,,,,88,4,5,3,5,1,2,2,2,2,3,3,3,5,2,3,2,2,2,2,3,3,
36615,DE,1,2,,,,,6,3,5,2,6,6,4,4,2,2,5,2,5,3,4,6,3,3,2,3,5,3,
36653,DE,4,4,,,,,3,3,3,1,3,2,5,3,1,2,2,3,2,3,3,6,2,3,2,1,3,2,
36683,DE,1,1,,,,,4,4,5,1,5,1,5,2,2,2,4,2,1,4,2,6,2,4,1,1,5,5,
36686,DE,2,2,,,,,5,2,6,1,3,3,3,2,2,2,2,2,2,3,1,3,2,6,1,2,2,3,
36697,DE,66,66,,,,,8,3,3,7,7,7,7,7,2,4,2,1,1,2,2,4,2,2,1,4,2,1,
36711,DE,66,66,,,,,7,2,3,4,3,3,5,5,4,4,3,4,2,4,3,5,2,3,2,3,2,4,
36718,DE,66,66,,,,,4,2,3,2,3,5,2,5,2,6,1,2,2,3,4,2,5,3,1,3,2,1,
36766,DE,4,2,,,,,4,3,5,2,3,3,1,5,3,3,1,1,2,3,4,2,5,4,2,1,5,1,
36773,DE,2,2,,,,,5,2,5,2,2,2,1,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,
36787,DE,66,66,,,,,5,1,3,1,1,2,2,5,3,1,1,1,1,2,3,2,3,1,1,1,3,4,
36826,DE,1,5,,,,,5,2,6,2,3,3,2,3,2,4,2,1,2,2,2,3,4,2,1,4,3,3,
36836,DE,2,2,,,,,5,2,5,3,5,3,3,5,3,3,3,3,2,5,3,6,3,2,3,5,3,5,
36852,DE,66,66,,,,,5,3,3,2,2,2,2,2,2,3,1,2,1,2,3,2,1,1,1,1,1,1,
36887,DE,1,2,,,,,5,2,4,2,5,1,3,3,2,2,1,2,5,2,1,3,3,2,1,2,4,4,
36901,DE,66,66,,,,,2,2,6,4,1,3,2,6,1,2,4,1,4,2,4,3,2,2,2,2,4,5,
36942,DE,1,1,,,,,5,1,5,1,3,5,2,4,2,5,2,3,2,5,1,5,5,5,1,1,5,2,
36952,DE,66,66,,,,,2,1,4,1,3,4,3,6,1,1,3,1,2,2,3,3,4,4,1,1,5,2,
36962,DE,2,4,,,,,4,3,4,2,3,4,2,4,3,5,1,2,4,3,3,2,4,3,1,1,4,1,
37024,DE,66,66,,,,,1,2,4,2,6,5,3,3,3,3,5,1,3,5,2,3,4,4,2,2,5,5,
37033,DE,6,6,,,,,5,2,6,2,6,3,1,2,1,1,2,3,3,2,1,2,2,5,2,2,2,2,
37047,DE,4,4,,,,,2,3,5,2,3,2,4,2,2,2,2,2,2,2,2,5,3,2,2,2,3,5,
37067,DE,77,77,,,,,5,1,4,1,4,2,1,2,1,3,1,1,1,1,1,2,2,2,1,1,1,1,
37095,DE,6,6,,,,,8,5,6,3,6,2,4,3,1,2,1,2,2,2,1,6,2,3,1,2,3,3,
37123,DE,2,4,,,,,4,2,5,3,5,2,3,2,2,3,3,2,2,3,2,5,2,3,2,1,2,4,
37155,DE,66,66,,,,,7,5,6,5,4,1,5,4,2,4,1,1,3,4,1,6,5,3,1,1,3,3,
37200,DE,2,2,,,,,5,5,6,2,5,3,5,5,2,2,3,2,3,5,2,6,3,5,2,2,3,2,
37203,DE,88,4,,,,,4,3,5,2,4,1,4,4,2,4,4,1,1,4,1,5,3,1,1,1,3,5,
37228,DE,4,4,,,,,2,2,5,1,5,3,2,6,1,3,2,1,2,4,2,3,3,4,1,1,6,1,
37276,DE,88,88,,,,,2,5,5,2,3,1,5,3,2,2,3,2,3,5,4,6,1,2,2,3,1,3,
37288,DE,66,66,,,,,5,2,3,1,3,2,2,2,3,3,1,2,2,3,2,3,3,3,1,1,3,2,
37354,DE,9,3,,,,,0,4,3,2,3,1,5,3,2,2,2,1,3,3,2,5,4,2,2,2,3,1,
37379,DE,1,1,,,,,8,2,5,3,5,2,6,2,4,1,4,2,3,5,2,6,2,5,1,3,2,5,
37392,DE,2,4,,,,,2,3,5,2,4,1,4,3,3,2,3,4,2,3,4,5,2,3,2,1,2,4,
37400,DE,3,3,,,,,0,3,4,1,5,3,6,4,1,4,1,2,3,4,4,5,3,3,1,2,2,2,
37402,DE,1,1,,,,,8,3,3,3,5,2,5,2,2,5,3,2,2,5,1,6,1,3,2,2,2,2,
37430,DE,4,2,,,,,5,2,5,1,5,1,3,5,1,2,2,1,1,2,2,3,1,3,1,1,1,3,
37461,DE,66,66,,,,,5,2,4,2,5,5,5,5,3,3,4,2,2,4,2,5,2,1,1,2,2,6,
37471,DE,1,1,,,,,0,3,5,1,5,2,2,3,2,1,5,2,1,5,1,6,5,5,1,1,2,3,
37491,DE,5,1,,,,,5,2,5,3,3,6,2,5,3,5,1,1,2,4,4,2,5,2,1,2,4,2,
37500,DE,2,2,,,,,5,2,5,2,5,3,2,5,5,5,2,1,2,2,2,5,2,1,1,2,1,1,
37525,DE,4,4,,,,,3,3,4,1,5,3,5,5,2,3,4,2,3,4,2,4,3,4,2,2,4,5,
37526,DE,1,1,,,,,5,3,3,2,4,2,3,4,2,3,2,2,2,4,2,5,2,3,2,2,4,4,
37539,DE,88,88,,,,,2,2,5,2,5,2,2,2,1,2,2,2,2,4,2,2,2,4,1,1,5,2,
37544,DE,4,4,,,,,5,3,4,2,3,2,3,4,4,4,3,3,2,2,2,5,4,3,2,2,3,4,
37545,DE,1,1,,,,,4,2,5,2,4,2,3,4,2,4,2,3,2,3,1,4,4,3,1,1,3,4,
37561,DE,1,1,,,,,5,2,6,3,4,1,2,2,2,2,1,1,1,2,1,2,2,3,2,1,1,1,
37569,DE,66,66,,,,,5,2,1,8,3,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,
37587,DE,2,2,,,,,5,2,5,2,5,2,3,3,2,1,1,2,2,5,2,6,2,6,1,2,2,2,
37592,DE,2,2,,,,,4,2,5,2,5,2,2,2,2,2,2,4,2,2,2,5,2,3,2,2,2,4,
37602,DE,1,1,,,,,7,2,4,2,5,2,3,4,3,3,3,2,2,3,3,5,3,3,1,2,2,4,
37621,DE,1,1,,,,,88,1,3,2,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,
37647,DE,2,88,,,,,3,3,3,1,1,1,1,5,4,1,1,1,1,2,1,5,2,5,1,1,1,1,
37648,DE,66,66,,,,,4,3,5,1,5,2,4,4,2,1,1,2,2,3,1,6,3,4,3,1,1,2,
37650,DE,5,5,,,,,4,3,5,5,5,2,3,5,3,2,3,2,1,5,1,6,3,5,2,2,2,3,
37653,DE,1,1,,,,,3,5,5,1,5,4,5,5,3,4,3,2,2,5,3,6,4,3,1,2,2,5,
37655,DE,2,2,,,,,3,4,4,2,4,3,5,2,2,3,2,3,3,4,3,6,2,4,2,1,5,4,
37676,DE,77,77,,,,,5,2,5,2,5,3,2,4,2,2,2,2,2,3,2,5,4,4,2,2,3,3,
37745,DE,2,2,,,,,3,2,5,2,5,2,2,5,2,2,2,1,2,3,5,3,3,5,1,3,3,2,
37750,DE,66,66,,,,,5,2,5,2,5,1,3,5,3,4,2,2,3,3,6,5,4,5,3,3,5,5,
37760,DE,9,9,,,,,5,4,3,4,4,1,4,4,3,2,2,3,2,5,3,6,2,3,2,3,3,4,
37783,DE,2,2,,,,,88,2,6,4,5,2,4,2,2,2,2,2,2,5,1,6,4,4,2,2,3,4,
37819,DE,2,2,,,,,7,3,6,3,6,3,4,5,2,2,1,1,3,2,1,5,3,5,1,3,1,4,
37829,DE,2,2,,,,,10,6,3,2,6,1,5,4,2,5,1,1,1,5,1,5,3,1,1,1,3,4,
37832,DE,9,4,,,,,4,3,5,1,5,2,4,5,1,5,3,1,4,3,1,6,4,4,1,1,5,4,
37841,DE,1,1,,,,,3,1,4,1,1,3,2,5,1,3,1,1,1,1,2,2,5,3,1,3,3,1,
37844,DE,1,4,,,,,5,2,5,1,5,6,5,5,2,2,2,2,1,3,2,5,5,3,1,2,2,5,
37847,DE,66,66,,,,,5,1,2,1,3,3,4,4,2,2,1,2,1,3,2,4,4,6,1,1,2,1,
37871,DE,1,2,,,,,5,2,5,2,4,2,4,4,2,1,1,1,1,1,1,5,5,3,2,1,1,1,
37921,DE,2,4,,,,,2,2,5,1,3,3,4,4,5,4,1,3,3,4,4,5,3,3,2,1,6,2,
37973,DE,88,6,,,,,5,5,6,3,5,2,5,4,2,2,3,3,2,6,2,6,3,5,2,2,3,3,
37981,DE,2,2,,,,,3,2,6,1,4,5,2,6,1,4,4,5,2,2,5,6,6,6,1,1,3,4,
37985,DE,1,5,,,,,6,3,4,4,3,4,5,5,3,2,2,2,1,3,4,5,4,3,1,2,2,4,
37996,DE,1,1,,,,,5,1,3,2,3,5,1,5,1,3,4,1,3,3,5,1,5,2,1,1,5,4,
38013,DE,66,66,,,,,6,5,4,5,3,2,2,3,3,1,2,1,5,3,4,3,3,4,3,4,6,2,
38058,DE,88,88,,,,,4,2,6,4,3,2,2,5,3,2,2,1,4,4,3,4,2,4,2,2,5,3,
38120,DE,4,3,,,,,0,2,4,1,5,3,2,7,1,3,2,1,2,4,1,6,2,8,1,1,3,4,
38125,DE,2,2,,,,,2,2,6,2,4,3,4,3,2,3,3,4,2,4,2,5,3,5,1,2,5,4,
38154,DE,1,1,,,,,3,2,5,1,4,2,1,2,2,2,3,3,3,3,2,5,2,5,2,1,1,3,
38198,DE,66,66,,,,,4,4,5,3,5,3,5,4,4,3,4,4,3,5,3,5,3,4,3,2,3,5,
38211,DE,88,3,,,,,0,5,6,2,6,2,2,3,2,1,4,1,1,3,1,2,2,5,1,1,2,4,
38264,DE,88,4,,,,,4,5,5,3,2,1,5,5,2,5,1,2,2,3,2,5,5,5,1,2,2,1,
38275,DE,1,1,,,,,8,4,5,2,5,2,5,3,2,2,2,2,5,4,2,5,5,5,2,2,4,5,
38281,DE,77,77,,,,,77,3,5,5,3,4,3,2,2,4,2,3,2,2,1,4,4,2,1,2,2,3,
38299,DE,1,1,,,,,8,2,5,2,5,3,3,3,2,2,4,2,2,5,4,6,3,3,2,2,3,5,
38303,DE,6,6,,,,,8,2,5,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,3,1,1,
38344,DE,88,1,,,,,5,3,5,2,2,2,4,1,4,3,4,2,1,2,2,5,2,2,2,2,3,4,
38349,DE,6,1,,,,,5,1,5,3,5,4,2,2,2,5,3,2,1,2,1,5,2,5,2,2,4,3,
38370,DE,66,66,,,,,6,2,4,2,1,2,3,3,1,2,1,1,2,1,1,4,3,3,2,1,6,4,
38388,DE,1,2,,,,,0,1,3,1,6,1,5,3,2,1,2,1,2,2,1,6,1,4,1,1,4,1,
38392,DE,77,77,,,,,5,2,5,2,4,2,2,2,3,1,2,4,2,2,2,3,3,3,1,2,1,2,
38396,DE,2,2,,,,,0,3,3,2,2,3,2,2,2,2,1,3,3,2,3,3,3,3,1,2,2,1,
38416,DE,6,6,,,,,5,4,2,5,4,4,4,3,3,3,5,5,5,4,3,4,4,5,6,2,6,4,
38418,DE,1,1,,,,,6,2,3,3,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,1,1,1,
38451,DE,1,1,,,,,7,5,6,2,5,2,5,2,2,2,5,2,2,4,2,6,1,5,2,3,1,5,
38474,DE,5,5,,,,,6,4,4,5,5,2,4,2,2,2,2,2,3,4,2,5,2,3,2,3,2,2,
38493,DE,66,66,,,,,5,3,5,1,3,4,2,3,1,3,2,3,1,4,3,4,3,4,1,3,3,2,
38512,DE,2,2,,,,,5,3,3,5,3,1,1,5,4,5,1,1,3,1,2,5,4,3,1,3,5,1,
38525,DE,1,5,,,,,5,2,5,3,3,1,2,4,2,2,1,2,2,3,2,5,2,3,1,3,1,1,
38557,DE,4,4,,,,,3,4,5,3,5,3,4,5,2,2,3,2,2,3,4,5,4,4,2,2,4,4,
38559,DE,66,66,,,,,1,2,4,2,5,3,4,5,2,3,2,2,3,4,4,4,3,5,3,2,5,4,
38607,DE,1,1,,,,,5,1,3,2,5,2,2,3,1,3,3,1,1,2,3,5,3,3,1,2,2,3,
38614,DE,4,3,,,,,3,2,4,2,2,2,3,5,2,3,2,1,2,2,3,5,4,2,2,2,4,3,
38623,DE,1,1,,,,,5,3,6,2,5,4,6,5,3,2,3,2,3,5,3,5,3,5,2,3,3,5,
38638,DE,5,5,,,,,0,1,5,1,4,5,3,3,1,1,4,1,1,4,4,5,2,3,1,2,2,3,
38650,DE,66,66,,,,,4,2,1,4,2,1,3,1,3,3,1,1,3,1,1,3,2,1,1,3,2,2,
38684,DE,88,9,,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
38711,DE,66,66,,,,,88,1,8,2,5,1,1,1,4,1,5,2,2,2,1,6,1,2,2,2,4,6,
38741,DE,1,1,,,,,8,1,5,5,5,2,5,1,2,2,1,1,2,4,1,3,4,2,1,2,1,1,
38743,DE,2,2,,,,,88,3,2,2,3,2,3,3,2,2,2,2,2,4,2,6,4,5,3,5,4,4,
38759,DE,1,1,,,,,7,1,6,8,3,2,2,3,2,5,2,2,1,2,8,4,3,8,1,1,1,4,
38765,DE,2,4,,,,,5,2,5,2,3,2,1,3,2,3,2,1,1,3,1,3,3,3,1,1,1,3,
38766,DE,2,2,,,,,6,2,5,1,3,3,1,3,2,4,2,3,2,4,1,3,4,4,1,2,2,2,
38769,DE,1,2,,,,,5,4,5,3,2,2,4,2,3,3,2,4,2,5,2,5,4,4,2,2,4,3,
38775,DE,1,6,,,,,6,3,3,2,2,1,5,3,2,4,2,1,2,2,2,1,2,3,2,1,1,2,
38851,DE,2,2,,,,,2,1,3,1,4,5,1,3,1,3,2,2,1,3,5,2,5,4,1,1,2,3,
38856,DE,4,4,,,,,4,1,5,2,4,3,4,4,2,2,2,2,3,4,4,5,2,5,1,2,3,5,
38874,DE,3,88,,,,,2,1,6,2,5,5,1,4,1,1,4,1,2,2,2,2,6,5,1,2,5,4,
38914,DE,1,1,,,,,4,4,5,2,2,2,3,8,2,2,3,2,2,2,2,6,3,3,3,2,2,5,
38988,DE,5,5,,,,,4,1,4,1,1,1,2,1,1,2,4,1,1,1,1,2,2,2,1,1,1,2,
38998,DE,88,88,,,,,5,3,5,2,5,3,4,4,2,3,5,3,3,3,2,5,3,4,2,3,3,5,
39000,DE,1,1,,,,,3,2,5,2,3,2,4,4,2,3,3,2,3,1,3,4,3,3,1,3,4,2,
39102,DE,1,1,,,,,6,2,4,1,3,2,1,1,2,2,1,1,1,2,1,2,2,3,2,1,1,2,
39132,DE,2,2,,,,,5,2,6,3,6,4,2,2,2,2,1,1,1,4,2,5,4,6,2,2,2,1,
39138,DE,66,66,,,,,5,1,5,1,4,4,2,4,1,1,3,1,3,2,1,5,4,5,2,3,2,4,
39143,DE,4,4,,,,,3,5,6,1,5,2,5,5,1,2,3,5,2,6,4,6,5,5,2,2,4,6,
39152,DE,88,88,,,,,3,4,3,2,4,1,5,5,2,3,2,5,2,2,2,5,4,2,2,3,5,4,
39165,DE,4,4,,,,,3,2,5,2,2,3,2,6,2,2,3,1,2,3,4,4,4,4,2,3,4,4,
39185,DE,2,3,,,,,3,4,6,1,3,3,5,5,2,2,1,2,1,4,3,5,4,5,1,2,3,2,
39206,DE,3,2,,,,,5,5,5,2,5,1,5,3,2,2,2,2,2,5,1,6,5,5,1,2,5,5,
39208,DE,66,66,,,,,4,4,3,2,2,2,4,5,2,2,2,2,2,2,3,5,2,3,2,1,2,2,
39265,DE,66,66,,,,,4,3,4,1,3,3,3,2,2,1,2,1,3,3,2,2,1,2,2,1,3,3,
39298,DE,66,66,,,,,8,1,4,4,2,3,1,2,2,5,2,1,1,1,2,2,1,1,1,2,1,2,
39387,DE,66,66,,,,,2,5,5,3,3,3,3,2,2,2,2,2,2,3,3,4,1,1,3,2,2,2,
39402,DE,66,66,,,,,3,1,3,1,5,5,3,3,2,5,1,1,2,2,2,4,5,4,1,1,2,1,
39404,DE,2,2,,,,,5,2,5,2,5,5,2,1,1,1,2,1,1,3,2,5,3,5,1,2,1,2,
39415,DE,3,3,,,,,8,5,5,2,5,1,5,2,2,2,2,5,1,4,1,6,6,6,3,5,4,6,
39435,DE,66,66,,,,,8,1,3,3,2,3,1,6,3,2,1,1,1,1,3,1,1,4,1,5,6,2,
39465,DE,66,66,,,,,4,1,4,1,5,2,1,5,1,5,2,1,1,4,1,3,5,4,1,1,1,2,
39489,DE,1,4,,,,,1,3,5,1,2,2,2,5,3,3,2,2,2,2,1,6,3,3,1,1,3,3,
39521,DE,2,2,,,,,3,4,4,1,5,2,5,2,4,2,2,2,2,4,2,5,5,5,2,2,2,2,
39534,DE,1,1,,,,,7,3,5,2,5,2,4,5,2,1,3,1,1,6,2,6,5,2,1,1,1,3,
39535,DE,1,1,,,,,7,4,3,3,5,4,5,2,2,3,2,4,2,4,2,4,2,2,1,3,2,5,
39550,DE,1,1,,,,,5,3,5,3,4,5,5,4,3,2,3,5,2,4,3,6,2,5,2,2,3,6,
39581,DE,1,1,,,,,6,2,2,3,3,4,5,5,2,3,4,1,2,2,2,5,1,2,1,2,1,5,
39584,DE,1,1,,,,,6,2,6,2,4,3,2,2,1,3,3,1,2,3,3,4,3,2,2,3,4,5,
39592,DE,1,1,,,,,5,1,1,1,1,1,3,1,2,6,1,1,1,2,1,4,5,1,1,2,2,1,
39624,DE,4,4,,,,,4,3,4,2,4,5,1,3,2,2,2,1,2,4,2,2,2,3,1,1,5,2,
39635,DE,66,66,,,,,88,3,6,2,4,2,2,3,1,2,2,2,2,2,8,6,2,5,1,3,5,3,
39681,DE,5,5,,,,,4,1,4,2,2,3,4,4,1,2,3,3,3,3,3,4,2,1,2,2,1,3,
39683,DE,1,88,,,,,7,1,5,2,4,2,3,3,3,1,3,3,1,4,1,4,1,4,1,3,1,4,
39690,DE,1,1,,,,,6,2,5,3,1,5,2,2,1,2,1,1,2,2,3,2,1,2,5,1,4,5,
39806,DE,1,4,,,,,4,2,5,2,5,4,3,5,2,2,4,2,4,5,5,2,5,5,2,2,3,4,
39813,DE,2,2,,,,,0,2,5,1,6,1,4,2,2,3,4,2,4,5,1,6,2,2,2,1,3,3,
39819,DE,1,1,,,,,2,3,5,2,4,4,4,3,2,2,2,2,1,3,4,5,3,4,3,3,4,3,
39875,DE,1,2,,,,,77,1,1,1,2,1,1,1,1,3,1,2,1,2,1,3,1,1,2,1,3,2,
39884,DE,1,1,,,,,8,2,5,3,4,4,3,5,2,2,2,2,1,4,2,3,4,4,2,2,3,2,
39924,DE,9,9,,,,,5,2,4,4,2,2,3,3,1,1,2,2,1,2,2,3,3,2,1,1,3,2,
39941,DE,4,4,,,,,3,3,5,1,4,5,4,3,2,2,3,1,1,3,3,5,4,5,1,1,6,4,
39961,DE,2,3,,,,,3,1,5,2,3,5,1,3,1,3,4,2,2,3,2,2,5,3,1,2,2,2,
39990,DE,3,2,,,,,2,2,4,2,2,1,3,1,2,2,2,3,3,2,2,5,2,5,2,2,3,3,
40004,DE,2,1,,,,,5,2,3,2,5,2,2,5,5,2,2,2,2,3,3,5,5,5,2,2,2,2,
40027,DE,6,6,,,,,5,1,5,3,5,2,2,5,3,5,2,2,2,5,2,5,5,5,2,2,5,2,
40053,DE,1,1,,,,,5,1,5,3,4,5,2,3,1,5,3,1,1,3,3,3,5,4,1,3,5,5,
40058,DE,1,1,,,,,5,2,4,1,4,2,4,3,2,2,2,2,1,2,1,5,1,2,2,2,4,4,
40098,DE,4,4,,,,,3,3,3,2,3,4,2,4,1,2,2,2,3,2,4,3,4,3,2,3,3,3,
40103,DE,2,5,,,,,4,1,3,1,4,5,2,5,2,2,1,2,2,2,1,1,2,1,1,1,4,3,
40209,DE,4,4,,,,,6,3,3,2,3,2,4,5,4,3,3,4,4,3,3,5,3,4,3,3,5,5,
40217,DE,6,3,,,,,6,1,4,1,3,4,1,4,3,2,2,1,3,3,3,1,4,2,2,1,3,4,
40236,DE,1,1,,,,,7,2,3,2,2,1,3,2,1,2,2,1,2,3,1,4,2,1,1,2,1,3,
40237,DE,1,88,,,,,5,2,6,3,5,5,3,5,2,2,5,5,2,3,2,5,4,3,2,3,4,4,
40266,DE,66,66,,,,,4,2,3,2,1,2,4,5,4,6,3,1,4,1,2,4,5,3,1,1,2,4,
40293,DE,2,2,,,,,1,3,4,2,5,2,3,5,1,4,2,4,1,5,2,6,4,5,1,1,2,1,
40295,DE,6,6,,,,,5,1,5,2,3,2,2,2,2,2,3,1,2,2,2,5,2,3,2,1,3,3,
40305,DE,1,1,,,,,5,2,4,4,3,2,2,3,3,1,4,2,2,5,1,5,3,4,2,2,4,6,
40310,DE,66,66,,,,,88,3,1,1,1,1,1,3,2,3,1,6,1,1,4,2,3,2,1,1,1,1,
40352,DE,88,1,,,,,3,2,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,
40365,DE,77,77,,,,,5,5,5,1,4,1,2,5,1,3,5,1,1,5,3,3,5,4,1,1,5,3,
