idno,cntry,prtvede1,prtvede2,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,lrscale,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
39849,AT,,,,,,,8,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,
39857,AT,,,,,,,3,3,5,1,5,2,5,5,2,2,2,2,1,4,2,6,6,6,1,1,6,4,
39908,AT,,,,,,,5,4,3,4,3,1,3,3,4,5,3,1,3,3,1,3,2,1,1,3,2,2,
39928,AT,,,,,,,6,3,5,2,4,2,3,3,2,4,2,1,2,4,2,3,3,3,2,2,4,3,
39957,AT,,,,,,,88,4,5,2,4,1,3,4,3,5,6,1,1,5,2,6,1,2,2,1,1,3,
39996,AT,,,,,,,5,2,4,2,2,2,3,3,2,4,3,2,2,2,2,4,2,1,1,1,1,2,
40003,AT,,,,,,,3,2,6,1,5,4,4,3,3,4,3,3,2,5,4,2,3,3,3,4,3,2,
40014,AT,,,,,,,4,4,6,1,4,1,3,4,3,1,2,1,2,5,1,4,1,2,1,1,1,3,
40041,AT,,,,,,,5,3,3,2,2,1,6,1,3,2,2,3,3,4,3,6,2,3,2,2,2,4,
40046,AT,,,,,,,6,3,4,2,3,2,4,4,2,4,2,3,3,4,3,5,3,3,2,2,4,3,
40065,AT,,,,,,,5,4,4,3,4,4,4,5,4,3,3,4,4,4,4,3,3,4,4,4,3,3,
40066,AT,,,,,,,5,4,5,2,2,2,4,3,2,4,3,2,2,4,2,5,2,2,1,1,1,2,
40087,AT,,,,,,,8,3,6,2,2,2,4,4,4,2,3,2,2,4,2,6,3,3,2,2,2,3,
40116,AT,,,,,,,5,3,5,1,2,1,3,5,2,2,2,1,1,3,2,3,2,1,1,1,2,3,
40123,AT,,,,,,,77,3,3,4,3,3,3,3,4,4,2,3,4,2,1,3,4,1,1,2,3,1,
40126,AT,,,,,,,5,2,3,3,3,3,2,4,2,3,2,2,4,3,3,4,3,3,2,2,4,3,
40145,AT,,,,,,,6,3,5,1,2,2,4,1,1,2,3,2,2,4,1,5,2,5,2,3,2,6,
40168,AT,,,,,,,6,2,6,3,3,4,2,2,2,5,3,2,2,5,3,2,3,5,3,3,3,2,
40176,AT,,,,,,,7,2,4,4,3,3,4,2,3,3,5,5,3,3,6,6,1,3,1,1,4,4,
40224,AT,,,,,,,3,3,4,3,4,5,5,6,2,4,3,3,3,3,5,3,3,7,2,2,5,5,
40225,AT,,,,,,,5,4,3,2,3,2,4,3,3,3,4,3,3,2,2,4,3,3,2,2,2,3,
40269,AT,,,,,,,5,1,4,1,1,1,1,2,3,1,2,1,1,1,1,3,1,2,1,1,3,1,
40275,AT,,,,,,,4,2,5,1,3,1,5,2,2,1,3,2,1,3,2,5,1,2,1,2,1,3,
40312,AT,,,,,,,2,3,4,1,2,3,4,5,2,5,2,2,2,2,3,4,3,4,1,1,4,3,
40313,AT,,,,,,,5,3,5,1,3,1,2,4,1,1,5,1,1,3,1,4,3,2,1,1,2,4,
40342,AT,,,,,,,6,1,3,1,2,3,2,5,1,4,2,2,2,2,2,3,3,3,2,1,5,2,
40353,AT,,,,,,,6,1,4,1,2,2,2,2,3,4,2,4,2,3,3,3,2,3,1,2,1,1,
40364,AT,,,,,,,10,5,5,2,4,1,5,4,2,1,3,3,1,4,1,6,2,2,2,1,2,2,
40366,AT,,,,,,,8,3,5,1,2,1,4,3,1,4,3,2,2,3,1,4,2,2,2,1,3,3,
40383,AT,,,,,,,3,1,2,3,3,2,2,2,2,4,1,1,2,2,1,1,1,2,1,2,3,1,
40405,AT,,,,,,,3,2,6,1,3,3,2,5,2,3,1,2,1,3,1,4,3,3,1,1,2,2,
40406,AT,,,,,,,5,2,4,2,2,1,2,2,2,5,2,2,3,2,1,6,2,4,2,2,4,2,
40418,AT,,,,,,,8,2,5,2,6,2,2,6,2,6,2,1,2,6,1,5,2,5,1,3,2,1,
40428,AT,,,,,,,7,2,4,2,1,2,5,3,2,3,3,1,3,1,1,4,2,2,2,3,2,4,
40433,AT,,,,,,,5,2,6,2,2,1,5,2,1,2,2,1,2,2,1,4,1,2,1,4,1,1,
40437,AT,,,,,,,77,5,5,2,5,1,6,4,3,4,2,1,1,3,1,6,3,4,1,2,1,3,
40450,AT,,,,,,,4,4,4,3,3,2,4,3,3,3,3,1,2,2,3,4,3,3,2,2,3,3,
40453,AT,,,,,,,5,4,3,4,2,2,4,4,8,3,2,3,3,3,2,3,8,3,2,1,4,2,
40470,AT,,,,,,,9,3,4,2,1,2,3,1,2,4,2,3,2,1,2,2,1,2,2,2,2,3,
40485,AT,,,,,,,7,4,4,3,2,2,6,3,3,2,5,1,3,6,3,5,1,3,2,2,3,3,
40491,AT,,,,,,,77,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,
40492,AT,,,,,,,5,4,4,2,2,1,4,2,2,2,3,4,1,2,2,6,2,2,2,2,2,2,
40521,AT,,,,,,,3,5,4,2,4,1,3,3,3,1,1,1,2,4,3,6,1,1,2,1,2,3,
40554,AT,,,,,,,4,3,3,8,5,4,4,8,4,4,3,2,3,3,2,4,3,4,2,2,4,3,
40567,AT,,,,,,,5,5,5,2,4,2,6,3,3,2,4,4,3,5,2,6,1,3,2,3,2,4,
40569,AT,,,,,,,3,1,6,1,1,1,2,1,1,1,4,1,1,1,1,5,1,1,1,1,3,5,
40574,AT,,,,,,,5,1,3,1,3,1,4,1,2,1,3,2,1,2,1,5,1,5,1,4,2,5,
40605,AT,,,,,,,6,3,4,3,2,1,2,1,2,3,4,2,1,3,2,3,2,1,2,2,2,1,
40606,AT,,,,,,,7,2,2,2,2,1,3,3,2,3,3,2,2,3,1,4,2,2,2,2,2,3,
40616,AT,,,,,,,7,2,6,3,2,3,3,6,1,5,2,2,2,5,3,5,5,5,1,3,6,2,
40619,AT,,,,,,,2,1,6,2,2,1,4,3,3,1,1,1,1,1,1,6,4,2,1,1,1,1,
40622,AT,,,,,,,3,3,3,2,2,2,4,4,3,3,4,3,3,2,3,3,4,4,4,4,3,3,
40636,AT,,,,,,,7,1,5,3,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,2,2,
40638,AT,,,,,,,7,5,5,3,3,1,5,2,3,2,3,3,7,7,2,4,1,2,2,2,2,2,
40663,AT,,,,,,,6,6,4,3,2,2,4,5,2,1,4,3,1,1,2,5,2,4,2,3,2,4,
40707,AT,,,,,,,6,1,4,1,1,1,1,4,1,5,5,1,1,1,1,5,2,3,1,1,1,2,
40734,AT,,,,,,,5,1,5,1,3,5,4,5,1,3,3,1,2,2,4,3,1,1,1,1,5,4,
40738,AT,,,,,,,6,2,4,2,2,2,3,3,2,3,3,2,2,3,2,4,2,1,1,1,1,4,
40756,AT,,,,,,,3,6,4,1,2,2,4,4,4,4,3,1,3,2,2,6,4,3,3,2,1,2,
40785,AT,,,,,,,5,3,5,2,3,2,5,3,3,4,3,2,2,3,2,5,2,2,1,1,1,3,
40793,AT,,,,,,,77,2,3,2,3,3,2,3,2,6,3,3,3,2,2,5,2,6,2,1,2,2,
40833,AT,,,,,,,7,4,5,4,4,3,5,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,
40835,AT,,,,,,,5,1,2,5,1,1,2,4,3,2,2,1,2,1,2,3,2,2,2,3,4,4,
40879,AT,,,,,,,3,3,4,2,3,1,3,3,2,3,3,3,2,3,1,5,1,1,2,3,1,3,
40929,AT,,,,,,,5,3,5,2,2,2,3,6,3,3,3,3,2,4,2,5,1,5,2,1,1,3,
40950,AT,,,,,,,5,3,4,3,3,3,3,4,3,4,2,2,3,3,3,3,3,3,2,3,4,2,
40990,AT,,,,,,,10,2,5,1,2,4,2,2,2,5,2,2,1,3,3,3,2,3,2,3,1,2,
40993,AT,,,,,,,5,2,4,2,2,2,3,3,2,4,3,2,2,1,2,3,2,1,1,1,1,2,
41065,AT,,,,,,,7,4,4,5,2,1,1,4,2,4,1,1,1,4,1,2,1,1,1,1,5,1,
41081,AT,,,,,,,5,4,4,1,3,1,3,2,3,3,3,3,2,3,2,5,1,1,1,2,1,4,
41084,AT,,,,,,,5,2,5,1,3,1,1,1,1,1,2,1,2,4,1,6,1,3,1,1,1,2,
41112,AT,,,,,,,3,3,3,3,2,3,2,4,3,4,2,1,3,3,3,2,5,3,2,3,4,2,
41131,AT,,,,,,,5,1,3,2,3,2,2,1,2,5,2,1,1,1,1,6,1,1,2,2,3,6,
41143,AT,,,,,,,4,2,2,2,1,2,4,4,1,2,3,1,2,3,2,6,3,2,1,2,2,3,
41154,AT,,,,,,,6,1,3,3,2,2,1,1,3,5,2,1,3,2,1,4,3,2,2,2,4,5,
41167,AT,,,,,,,1,1,3,1,2,2,2,3,1,6,2,2,3,2,1,4,2,1,1,3,6,1,
41171,AT,,,,,,,5,2,5,2,2,2,4,6,1,2,2,1,1,2,2,2,2,4,1,1,4,2,
41209,AT,,,,,,,5,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,
41232,AT,,,,,,,5,2,2,1,1,1,2,1,1,3,2,1,4,4,2,6,2,2,1,1,1,6,
41247,AT,,,,,,,8,2,3,1,1,1,3,1,2,6,3,3,3,1,1,5,2,5,2,3,2,3,
41258,AT,,,,,,,5,3,2,1,3,1,4,3,4,4,1,2,2,4,1,3,2,2,1,2,2,1,
41261,AT,,,,,,,5,8,3,3,2,2,3,3,2,2,2,2,2,3,4,5,1,3,3,1,2,2,
41310,AT,,,,,,,77,2,6,2,3,2,6,2,2,2,5,5,2,5,2,6,5,6,1,2,1,5,
41321,AT,,,,,,,2,2,5,2,3,4,3,5,3,4,3,2,3,4,4,4,4,8,2,2,3,2,
41327,AT,,,,,,,77,5,6,2,2,2,5,5,2,3,1,1,1,5,2,4,1,2,2,2,1,2,
41336,AT,,,,,,,5,1,6,2,3,1,1,1,1,2,2,1,1,1,1,3,1,2,1,1,2,2,
41382,AT,,,,,,,5,2,3,2,3,1,2,4,3,3,2,1,1,3,1,3,3,3,2,1,2,3,
41385,AT,,,,,,,77,3,2,2,1,2,3,2,2,3,1,2,1,2,2,3,3,3,2,2,1,1,
41444,AT,,,,,,,3,1,3,2,2,3,2,4,2,5,1,1,1,2,3,2,4,2,1,1,3,1,
41458,AT,,,,,,,4,1,5,2,3,3,1,5,2,3,1,1,1,3,3,1,4,2,1,3,4,2,
41472,AT,,,,,,,7,3,4,4,5,3,3,3,5,4,3,3,3,4,1,5,3,5,1,1,2,4,
41491,AT,,,,,,,88,5,5,2,4,1,4,2,2,2,1,1,2,4,1,1,3,4,1,2,5,1,
41502,AT,,,,,,,3,2,5,1,3,4,3,4,3,2,1,2,1,3,3,3,4,4,1,1,5,1,
41505,AT,,,,,,,5,3,4,4,2,2,4,4,3,4,4,3,4,3,2,5,3,3,3,2,3,4,
41558,AT,,,,,,,5,2,4,2,2,2,3,3,2,3,3,2,2,3,2,4,2,2,2,2,2,3,
41590,AT,,,,,,,5,3,3,3,3,4,2,3,3,3,3,2,2,3,1,2,3,2,1,2,3,2,
41599,AT,,,,,,,7,6,3,4,3,1,4,2,2,1,4,2,2,5,2,4,1,1,2,2,4,3,
41633,AT,,,,,,,88,6,6,2,2,1,5,5,8,1,2,1,2,6,2,6,2,3,1,2,2,3,
41651,AT,,,,,,,6,1,2,3,2,6,1,5,3,6,2,1,1,1,3,1,5,1,1,2,1,2,
41722,AT,,,,,,,8,3,3,2,2,2,2,4,3,4,1,2,1,3,2,2,4,3,1,3,2,1,
41735,AT,,,,,,,6,2,2,1,2,2,2,4,2,4,2,1,3,1,2,2,3,2,1,1,2,2,
41742,AT,,,,,,,7,2,5,1,4,2,4,2,2,2,3,4,1,4,1,5,1,3,2,2,2,4,
41765,AT,,,,,,,77,4,3,4,1,2,4,2,1,4,3,4,4,2,2,3,3,1,3,2,4,1,
41772,AT,,,,,,,4,4,4,3,3,3,5,2,2,3,3,4,4,4,4,4,4,3,3,3,4,4,
41776,AT,,,,,,,1,1,4,1,1,1,2,2,2,4,3,1,1,2,2,3,3,3,2,2,4,5,
41789,AT,,,,,,,88,4,6,1,3,1,3,3,1,1,1,2,2,6,2,5,1,2,1,3,3,2,
41796,AT,,,,,,,88,1,6,1,6,1,3,5,1,1,1,1,1,3,1,5,8,1,1,1,7,1,
41819,AT,,,,,,,88,3,5,1,2,4,3,3,5,2,6,1,1,5,1,6,1,1,1,1,1,1,
41846,AT,,,,,,,6,3,3,3,4,3,2,4,3,4,3,3,4,3,3,4,3,4,3,2,4,4,
41864,AT,,,,,,,2,2,5,3,3,3,4,3,2,4,3,2,2,5,2,5,2,2,5,2,4,2,
41878,AT,,,,,,,4,3,5,2,4,3,4,5,3,5,4,1,3,5,4,5,4,5,2,1,5,5,
41886,AT,,,,,,,5,2,2,2,1,3,3,3,2,4,2,1,2,2,2,1,2,2,1,3,3,1,
41901,AT,,,,,,,3,4,4,3,2,2,5,3,1,2,4,3,1,2,1,5,3,2,1,1,1,1,
41923,AT,,,,,,,5,3,4,2,1,1,3,3,1,2,1,1,2,3,1,3,2,1,1,1,1,3,
41963,AT,,,,,,,7,6,5,4,5,5,1,5,1,5,1,1,5,5,4,1,5,5,4,2,3,1,
41968,AT,,,,,,,6,4,2,1,2,1,1,2,2,2,1,1,2,1,1,5,4,3,1,3,3,1,
41972,AT,,,,,,,77,3,4,2,3,1,4,3,3,3,3,2,2,4,1,4,2,2,2,2,4,3,
41989,AT,,,,,,,7,3,5,3,6,1,6,3,3,3,3,3,2,4,1,6,2,6,2,1,1,3,
42056,AT,,,,,,,5,4,5,4,3,2,5,4,3,4,3,3,3,3,2,5,3,3,2,4,4,3,
42060,AT,,,,,,,5,1,3,1,3,1,1,2,2,1,1,1,2,2,1,4,3,3,1,1,1,1,
42074,AT,,,,,,,5,2,3,2,2,3,3,3,2,3,1,1,1,1,2,3,2,3,1,1,2,2,
42093,AT,,,,,,,2,1,3,2,2,2,4,4,1,2,3,2,1,2,3,4,3,3,1,1,3,3,
42094,AT,,,,,,,5,1,3,1,1,1,1,2,1,1,1,1,2,1,1,5,1,1,1,2,2,2,
42102,AT,,,,,,,5,4,6,3,1,2,5,1,3,2,1,3,1,4,1,4,1,1,1,3,1,2,
42127,AT,,,,,,,5,1,4,1,5,1,1,5,1,1,1,1,1,4,1,3,1,1,1,1,2,1,
42132,AT,,,,,,,6,4,2,3,4,1,1,2,2,1,3,2,3,2,2,4,2,2,2,1,2,2,
42137,AT,,,,,,,5,6,1,6,2,2,1,3,2,2,2,4,3,3,5,5,1,2,2,3,3,3,
42225,AT,,,,,,,5,3,1,1,1,1,2,3,1,2,2,2,1,1,2,3,1,1,1,2,2,1,
42227,AT,,,,,,,7,3,4,1,3,1,5,1,4,2,3,2,1,3,2,5,1,3,1,2,1,3,
42252,AT,,,,,,,5,1,5,2,3,1,3,4,2,3,4,2,1,3,2,5,3,3,2,2,3,3,
42253,AT,,,,,,,0,1,6,1,2,1,1,3,1,3,1,3,1,2,1,5,3,2,1,1,1,1,
42291,AT,,,,,,,8,2,4,2,2,3,4,5,3,2,1,2,3,4,2,5,2,2,2,2,1,2,
42306,AT,,,,,,,3,4,4,3,2,2,5,4,2,2,2,2,2,2,2,4,2,5,2,3,2,2,
42323,AT,,,,,,,0,2,6,1,1,1,3,1,2,2,1,1,1,1,1,2,1,3,2,1,1,1,
42332,AT,,,,,,,5,3,6,2,6,2,3,6,3,6,2,1,2,6,2,1,1,6,2,1,2,2,
42334,AT,,,,,,,5,4,6,2,5,1,4,1,3,1,4,3,2,5,1,6,1,3,2,2,1,4,
42357,AT,,,,,,,0,3,6,1,3,4,2,6,1,5,5,1,1,4,3,3,3,3,1,1,5,5,
42362,AT,,,,,,,88,4,5,1,2,1,3,1,2,1,3,5,2,5,1,6,1,8,2,3,1,5,
42363,AT,,,,,,,2,1,3,1,1,1,1,3,1,2,2,2,1,1,1,2,2,2,1,1,2,2,
42386,AT,,,,,,,77,1,5,1,2,1,4,3,2,3,1,1,1,3,1,5,3,2,1,1,1,1,
42409,AT,,,,,,,5,2,5,2,3,2,2,4,3,4,2,2,2,3,3,3,2,2,2,2,2,2,
42431,AT,,,,,,,0,2,5,2,5,1,5,3,2,3,2,1,2,2,1,6,1,2,1,1,1,1,
42439,AT,,,,,,,5,3,6,3,2,2,5,1,1,1,5,1,2,4,1,6,2,1,1,2,2,3,
42465,AT,,,,,,,5,3,4,2,2,1,4,3,2,3,2,2,2,3,3,5,3,2,2,2,5,3,
42481,AT,,,,,,,6,1,5,1,2,1,1,2,1,1,1,1,1,3,2,4,2,2,1,2,4,2,
42494,AT,,,,,,,5,2,5,2,1,1,5,2,1,1,2,1,1,2,1,6,1,1,1,2,1,1,
42530,AT,,,,,,,4,3,2,4,3,3,5,4,3,4,2,1,2,3,3,4,2,4,2,1,1,1,
42536,AT,,,,,,,5,4,5,2,4,1,5,2,3,2,4,4,2,5,2,6,1,5,1,2,1,4,
42559,AT,,,,,,,7,2,4,3,3,3,3,3,3,4,2,2,2,2,2,3,3,3,3,3,2,4,
42562,AT,,,,,,,5,1,2,4,1,1,4,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,
42564,AT,,,,,,,77,2,4,3,3,3,3,2,3,3,4,3,3,2,1,3,3,3,2,1,1,3,
42584,AT,,,,,,,5,3,3,3,3,2,2,3,3,3,2,2,2,3,3,4,3,3,3,3,2,3,
42604,AT,,,,,,,3,2,4,3,2,2,4,3,2,4,4,1,2,3,1,5,2,2,1,2,2,4,
42619,AT,,,,,,,5,3,3,1,3,1,4,3,2,1,2,3,1,3,2,5,2,3,2,2,2,3,
42643,AT,,,,,,,8,2,4,2,4,1,1,4,1,3,1,1,1,2,2,3,2,2,1,1,1,2,
42656,AT,,,,,,,6,1,4,2,2,2,2,2,2,3,2,2,1,1,1,4,2,2,1,1,1,2,
42659,AT,,,,,,,88,5,5,4,6,1,6,4,4,1,6,6,3,6,2,6,2,5,2,3,5,6,
42678,AT,,,,,,,5,2,4,3,4,4,3,4,2,4,2,2,2,2,3,3,4,2,2,2,3,3,
42711,AT,,,,,,,5,2,4,3,2,2,1,2,2,3,2,2,1,2,2,3,4,3,1,1,1,2,
42733,AT,,,,,,,5,4,2,3,3,3,4,4,5,3,3,3,4,4,2,4,3,3,8,3,8,3,
42763,AT,,,,,,,4,2,4,1,2,1,2,2,2,2,1,1,1,2,3,1,3,3,1,1,3,1,
42779,AT,,,,,,,5,1,4,1,2,2,2,6,1,5,1,1,2,3,2,2,3,3,1,1,1,2,
42786,AT,,,,,,,5,2,2,1,1,1,1,2,1,2,1,1,1,1,1,4,2,3,1,1,2,2,
42794,AT,,,,,,,6,3,4,2,4,2,3,4,3,3,2,2,2,3,2,3,3,3,2,1,2,2,
42869,AT,,,,,,,5,1,6,1,1,1,3,1,1,1,6,1,1,1,1,5,1,1,1,1,1,1,
42942,AT,,,,,,,3,1,6,1,4,1,1,6,2,4,2,1,1,4,3,3,3,1,1,1,3,3,
42961,AT,,,,,,,4,1,5,2,1,2,2,4,2,2,3,2,2,2,2,3,3,3,2,2,3,2,
42968,AT,,,,,,,6,2,4,2,2,1,3,3,3,2,2,2,1,2,1,2,2,1,2,2,1,2,
42979,AT,,,,,,,1,2,1,1,2,2,2,2,2,2,3,2,2,2,3,3,3,2,2,3,3,2,
42987,AT,,,,,,,10,1,4,1,1,1,1,3,1,1,1,1,1,1,1,4,1,3,1,1,1,1,
42992,AT,,,,,,,5,1,4,3,1,2,1,6,5,6,4,1,1,1,4,1,3,2,2,1,2,4,
43014,AT,,,,,,,3,2,5,1,5,2,3,6,1,2,3,2,1,4,4,4,4,6,1,1,3,3,
43085,AT,,,,,,,2,2,5,3,2,2,2,4,2,3,1,1,1,2,2,4,2,2,2,1,1,1,
43087,AT,,,,,,,2,1,4,3,1,5,3,1,1,2,4,3,1,1,3,4,3,3,1,4,4,3,
43094,AT,,,,,,,6,2,5,3,1,2,4,1,2,4,4,2,2,2,1,3,2,3,2,1,5,2,
43119,AT,,,,,,,3,3,5,2,2,2,5,4,5,2,1,2,4,5,3,6,3,8,2,3,3,1,
43136,AT,,,,,,,8,2,4,1,2,1,2,2,2,2,3,1,1,2,1,5,1,2,1,1,1,3,
43151,AT,,,,,,,77,4,2,3,3,3,3,2,2,3,3,5,1,3,1,5,2,3,1,1,1,3,
43169,AT,,,,,,,5,3,4,2,3,2,3,4,3,4,2,3,3,3,2,4,3,3,2,2,4,2,
43172,AT,,,,,,,5,1,5,3,1,1,5,2,2,1,2,1,1,2,1,6,1,1,2,1,4,5,
43176,AT,,,,,,,5,1,6,3,5,5,3,4,2,1,1,3,1,3,4,5,5,3,1,3,1,3,
43228,AT,,,,,,,77,3,4,3,2,1,2,2,2,2,5,2,2,1,1,1,1,1,1,1,3,4,
43233,AT,,,,,,,4,3,2,3,5,2,3,5,2,2,2,2,1,3,3,2,2,2,1,2,2,2,
43238,AT,,,,,,,88,8,4,2,5,1,6,4,3,3,3,2,2,6,8,5,2,5,1,1,3,3,
43262,AT,,,,,,,7,1,2,2,2,5,2,2,1,5,3,1,2,2,4,5,2,2,1,2,5,1,
43297,AT,,,,,,,88,2,5,2,2,3,3,2,2,2,3,3,1,3,3,5,2,3,2,1,2,2,
43311,AT,,,,,,,6,4,4,2,2,2,4,2,2,4,3,2,2,4,2,5,2,2,1,1,1,3,
43331,AT,,,,,,,77,3,4,2,3,2,3,5,4,4,2,2,2,2,2,5,1,1,1,1,4,5,
43356,AT,,,,,,,2,4,4,1,3,2,3,3,3,4,2,2,1,3,2,4,2,2,1,1,3,3,
43429,AT,,,,,,,5,4,5,1,3,1,5,1,3,2,4,3,1,3,1,6,1,1,1,2,1,4,
43453,AT,,,,,,,10,3,5,4,5,3,3,3,3,6,1,3,2,4,1,3,4,6,1,1,3,3,
43478,AT,,,,,,,3,3,5,1,5,1,5,2,2,2,3,3,2,3,2,5,3,5,1,1,3,3,
43479,AT,,,,,,,5,2,4,3,3,2,4,2,2,1,3,2,2,5,2,6,1,1,2,1,5,3,
43480,AT,,,,,,,7,4,4,2,2,2,5,1,4,4,2,2,2,3,1,4,6,4,2,2,2,2,
43491,AT,,,,,,,6,1,3,2,2,1,2,4,2,4,2,2,1,2,1,5,1,1,1,1,2,5,
43499,AT,,,,,,,3,2,5,1,5,3,2,4,5,5,2,3,3,6,3,4,4,3,2,3,2,2,
43513,AT,,,,,,,3,2,5,1,3,2,3,2,2,3,5,1,1,2,3,5,2,4,3,1,6,5,
43521,AT,,,,,,,3,2,6,3,2,1,3,2,2,3,1,2,2,3,2,2,3,2,1,2,1,1,
43552,AT,,,,,,,7,1,4,2,1,5,1,4,1,3,1,1,2,3,4,1,4,3,1,1,2,1,
43558,AT,,,,,,,88,2,5,2,1,2,3,1,2,2,3,2,1,3,3,5,1,1,1,3,2,4,
43638,AT,,,,,,,7,3,5,2,4,1,4,1,1,3,4,2,1,3,1,6,2,3,1,1,1,3,
43647,AT,,,,,,,8,2,4,4,3,2,3,3,3,3,4,4,3,3,2,5,2,2,1,3,4,3,
43659,AT,,,,,,,3,3,5,2,4,2,5,3,3,3,3,2,2,3,3,3,2,3,2,2,3,3,
43690,AT,,,,,,,77,2,5,4,3,3,3,3,3,3,2,3,1,2,1,4,2,3,1,1,1,3,
43736,AT,,,,,,,4,2,6,1,4,2,2,2,2,2,3,3,1,4,1,3,3,3,2,2,1,2,
43765,AT,,,,,,,2,1,4,2,2,3,2,3,4,5,1,1,3,4,3,3,4,3,2,2,4,1,
43795,AT,,,,,,,4,2,4,1,2,1,5,5,2,2,3,2,2,3,2,5,1,1,2,2,2,3,
43796,AT,,,,,,,8,2,3,4,2,2,3,2,2,3,3,1,3,2,2,5,3,1,2,3,1,4,
43818,AT,,,,,,,77,2,4,2,4,1,2,1,1,4,2,1,3,3,1,3,1,2,1,1,1,1,
43823,AT,,,,,,,5,2,5,1,2,1,3,6,1,2,3,1,1,2,3,4,3,2,1,1,2,3,
43844,AT,,,,,,,4,1,4,2,4,3,2,2,2,4,2,1,4,3,3,4,3,4,1,3,3,2,
43866,AT,,,,,,,5,3,3,1,2,1,4,4,1,4,1,2,1,2,3,5,3,4,1,1,3,2,
43868,AT,,,,,,,7,3,2,4,1,2,2,2,1,3,1,1,2,1,1,3,2,2,2,1,2,2,
43876,AT,,,,,,,7,3,3,2,3,3,2,3,3,2,2,2,3,3,3,2,2,2,2,3,3,2,
43885,AT,,,,,,,77,2,3,3,5,2,2,5,3,6,1,3,2,6,1,3,6,3,1,3,3,1,
43934,AT,,,,,,,88,5,6,1,4,1,6,5,2,1,3,1,2,6,2,6,1,2,2,3,1,4,
44082,AT,,,,,,,5,1,1,1,1,1,1,3,2,2,3,3,5,3,2,5,2,2,2,3,3,5,
44085,AT,,,,,,,5,2,4,2,2,2,2,4,2,3,2,3,2,4,3,4,2,2,2,1,3,2,
44104,AT,,,,,,,3,2,5,1,2,1,5,2,3,2,5,1,1,4,2,6,1,1,1,2,3,4,
44130,AT,,,,,,,4,2,5,1,3,3,2,3,2,3,2,2,2,4,3,2,3,3,2,2,3,2,
44141,AT,,,,,,,77,2,6,2,6,3,6,2,2,2,6,4,2,6,1,6,2,5,3,1,1,5,
44142,AT,,,,,,,5,3,5,1,1,1,1,2,2,3,2,2,1,1,2,2,2,5,1,1,2,1,
44143,AT,,,,,,,4,3,2,1,1,1,3,2,2,5,1,2,2,2,1,3,2,3,1,1,4,1,
44162,AT,,,,,,,2,1,4,1,3,3,3,5,1,5,1,1,1,6,4,3,6,3,1,1,6,1,
44170,AT,,,,,,,3,2,2,2,2,2,2,3,2,5,2,2,4,6,3,4,4,2,3,5,6,2,
44196,AT,,,,,,,88,2,3,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,
44232,AT,,,,,,,88,2,6,1,4,2,5,2,1,2,4,3,1,5,2,5,1,1,2,2,4,5,
44247,AT,,,,,,,7,4,2,3,2,3,2,2,2,5,3,1,3,2,2,2,3,3,1,1,2,4,
44253,AT,,,,,,,5,5,6,2,4,1,6,2,3,2,5,5,3,5,2,6,2,5,2,3,1,4,
44262,AT,,,,,,,3,3,6,2,5,4,4,5,2,4,3,2,2,3,5,3,4,3,2,1,5,4,
44285,AT,,,,,,,3,4,5,6,4,3,4,4,4,3,3,2,2,3,3,4,4,4,2,2,5,4,
44322,AT,,,,,,,6,3,3,3,5,3,3,5,5,5,3,2,4,4,3,4,4,4,4,3,2,4,
44368,AT,,,,,,,5,2,3,3,2,2,2,2,2,3,3,1,3,2,1,4,3,2,1,2,1,3,
44381,AT,,,,,,,4,3,4,2,2,2,3,4,2,2,2,2,2,2,2,3,3,2,2,2,5,2,
44424,AT,,,,,,,3,2,5,1,1,3,3,4,2,2,3,2,2,2,3,3,2,1,2,1,3,3,
44431,AT,,,,,,,77,3,3,2,1,1,3,1,1,2,4,1,1,3,2,2,3,1,1,1,6,2,
44435,AT,,,,,,,3,1,3,2,3,3,4,4,3,4,5,2,2,4,2,5,3,3,2,2,3,5,
44456,AT,,,,,,,88,1,5,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,
44517,AT,,,,,,,4,3,3,1,1,1,3,2,2,3,2,1,1,1,2,2,2,2,1,1,1,3,
44521,AT,,,,,,,7,2,3,3,2,3,2,3,3,2,3,2,3,2,3,4,2,2,2,2,2,3,
44538,AT,,,,,,,4,1,4,2,2,2,4,5,2,2,2,1,2,3,2,4,1,1,1,1,2,4,
44559,AT,,,,,,,5,4,4,1,3,1,3,2,1,1,3,3,1,2,1,5,2,5,1,1,1,3,
