essround,idno,cntry,nwspol,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,stfeco,stfedu,stfhlth,
9,11896,AT,20,,,,,,7,10,10,
9,11902,AT,30,,,,,,8,7,8,
9,11904,AT,10,,,,,,5,5,2,
9,11923,AT,30,,,,,,7,6,8,
9,11956,AT,10,,,,,,7,1,7,
9,11984,AT,30,,,,,,8,5,7,
9,11988,AT,30,,,,,,5,3,3,
9,11994,AT,30,,,,,,8,3,7,
9,12023,AT,120,,,,,,4,1,5,
9,12103,AT,30,,,,,,7,8,7,
9,12182,AT,45,,,,,,7,8,9,
9,12208,AT,15,,,,,,9,10,10,
9,12217,AT,30,,,,,,7,9,10,
9,12232,AT,120,,,,,,4,5,9,
9,12255,AT,10,,,,,,6,7,8,
9,12256,AT,150,,,,,,6,8,8,
9,12278,AT,45,,,,,,6,9,9,
9,12295,AT,60,,,,,,6,7,9,
9,12296,AT,180,,,,,,7,2,2,
9,12335,AT,120,,,,,,7,4,9,
9,12349,AT,15,,,,,,8,8,8,
9,12352,AT,45,,,,,,5,8,7,
9,12367,AT,0,,,,,,7,6,7,
9,12385,AT,30,,,,,,5,88,9,
9,12416,AT,5,,,,,,5,7,5,
9,12496,AT,120,,,,,,6,6,8,
9,12525,AT,30,,,,,,8,9,8,
9,12541,AT,5,,,,,,6,4,9,
9,12584,AT,60,,,,,,8,10,10,
9,12598,AT,60,,,,,,8,9,10,
9,12606,AT,60,,,,,,9,8,10,
9,12639,AT,15,,,,,,8,8,6,
9,12654,AT,30,,,,,,6,5,7,
9,12674,AT,90,,,,,,6,3,8,
9,12677,AT,60,,,,,,5,8,9,
9,12722,AT,90,,,,,,7,7,8,
9,12734,AT,50,,,,,,9,8,9,
9,12745,AT,90,,,,,,8,7,8,
9,12779,AT,30,,,,,,4,4,5,
9,12833,AT,30,,,,,,7,8,9,
9,12835,AT,30,,,,,,5,8,6,
9,12868,AT,30,,,,,,6,6,5,
9,12887,AT,60,,,,,,4,3,4,
9,12890,AT,600,,,,,,8,7,8,
9,12902,AT,60,,,,,,10,5,9,
9,12954,AT,60,,,,,,6,8,8,
9,12978,AT,30,,,,,,5,10,6,
9,12989,AT,30,,,,,,8,8,4,
9,12997,AT,0,,,,,,5,5,5,
9,13009,AT,60,,,,,,4,8,8,
9,13019,AT,60,,,,,,7,8,8,
9,13020,AT,120,,,,,,5,5,5,
9,13051,AT,30,,,,,,1,10,6,
9,13066,AT,90,,,,,,8,4,8,
9,13070,AT,30,,,,,,10,8,9,
9,13096,AT,60,,,,,,88,7,9,
9,13132,AT,105,,,,,,7,3,8,
9,13140,AT,120,,,,,,8,8,8,
9,13170,AT,5,,,,,,9,8,8,
9,13183,AT,60,,,,,,6,7,7,
9,13231,AT,40,,,,,,10,8,9,
9,13261,AT,45,,,,,,8,5,6,
9,13285,AT,60,,,,,,8,5,6,
9,13311,AT,15,,,,,,6,8,7,
9,13312,AT,30,,,,,,7,8,7,
9,13319,AT,60,,,,,,8,7,8,
9,13322,AT,60,,,,,,7,88,6,
9,13332,AT,90,,,,,,10,88,8,
9,13335,AT,120,,,,,,5,77,4,
9,13336,AT,30,,,,,,8,8,8,
9,13339,AT,45,,,,,,7,7,8,
9,13411,AT,30,,,,,,8,5,6,
9,13416,AT,10,,,,,,7,0,1,
9,13430,AT,50,,,,,,8,6,6,
9,13431,AT,60,,,,,,8,6,8,
9,13450,AT,15,,,,,,7,9,10,
9,13457,AT,120,,,,,,10,8,9,
9,13472,AT,60,,,,,,5,5,5,
9,13478,AT,10,,,,,,8,6,8,
9,13523,AT,60,,,,,,8,4,9,
9,13544,AT,0,,,,,,8,10,10,
9,13570,AT,30,,,,,,8,5,9,
9,13573,AT,45,,,,,,8,9,9,
9,13591,AT,30,,,,,,8,7,9,
9,13599,AT,120,,,,,,6,5,8,
9,13613,AT,90,,,,,,8,7,4,
9,13637,AT,120,,,,,,7,88,9,
9,13641,AT,60,,,,,,8,6,7,
9,13655,AT,60,,,,,,8,88,9,
9,13671,AT,15,,,,,,8,6,8,
9,13690,AT,60,,,,,,7,6,7,
9,13691,AT,15,,,,,,10,3,8,
9,13692,AT,5,,,,,,7,7,6,
9,13698,AT,240,,,,,,8,7,8,
9,13737,AT,90,,,,,,8,7,8,
9,13772,AT,60,,,,,,8,8,9,
9,13780,AT,120,,,,,,7,4,7,
9,13793,AT,15,,,,,,9,2,9,
9,13815,AT,60,,,,,,8,8,8,
9,13869,AT,90,,,,,,3,2,2,
9,13892,AT,60,,,,,,10,3,9,
9,13914,AT,15,,,,,,7,5,7,
9,13928,AT,90,,,,,,8,8,9,
9,13947,AT,0,,,,,,6,6,7,
9,14006,AT,0,,,,,,6,7,8,
9,14029,AT,30,,,,,,8,5,8,
9,14032,AT,30,,,,,,9,5,8,
9,14070,AT,0,,,,,,8,7,10,
9,14078,AT,15,,,,,,8,7,6,
9,14079,AT,5,,,,,,7,1,1,
9,14084,AT,20,,,,,,8,6,6,
9,14104,AT,15,,,,,,8,1,8,
9,14108,AT,9999,,,,,,6,4,5,
9,14132,AT,60,,,,,,5,5,5,
9,14175,AT,45,,,,,,9,9,9,
9,14195,AT,60,,,,,,7,3,8,
9,14242,AT,60,,,,,,9,8,10,
9,14251,AT,60,,,,,,8,6,7,
9,14254,AT,15,,,,,,7,7,7,
9,14257,AT,10,,,,,,7,8,6,
9,14263,AT,180,,,,,,7,3,7,
9,14285,AT,30,,,,,,8,7,9,
9,14308,AT,45,,,,,,7,7,9,
9,14352,AT,60,,,,,,7,8,9,
9,14382,AT,45,,,,,,9,7,3,
9,14384,AT,120,,,,,,6,5,7,
9,14432,AT,60,,,,,,2,8,10,
9,14441,AT,90,,,,,,7,3,7,
9,14461,AT,30,,,,,,7,0,3,
9,14482,AT,120,,,,,,9,10,10,
9,14488,AT,50,,,,,,88,5,5,
9,14517,AT,10,,,,,,0,2,2,
9,14566,AT,30,,,,,,8,5,4,
9,14692,AT,20,,,,,,88,3,88,
9,14700,AT,180,,,,,,4,2,4,
9,14708,AT,30,,,,,,8,7,6,
9,14725,AT,60,,,,,,9,4,4,
9,14761,AT,60,,,,,,6,8,8,
9,14772,AT,30,,,,,,8,9,8,
9,14816,AT,15,,,,,,7,7,7,
9,14838,AT,30,,,,,,7,8,8,
9,14843,AT,60,,,,,,9,2,9,
9,14852,AT,15,,,,,,8,8,9,
9,14873,AT,60,,,,,,9,10,9,
9,14875,AT,10,,,,,,5,6,7,
9,14897,AT,120,,,,,,8,3,7,
9,14921,AT,30,,,,,,10,5,10,
9,14933,AT,5,,,,,,6,8,9,
9,14945,AT,30,,,,,,6,7,8,
9,14954,AT,10,,,,,,5,7,7,
9,14995,AT,5,,,,,,3,3,5,
9,15032,AT,45,,,,,,9,5,8,
9,15072,AT,10,,,,,,7,3,6,
9,15073,AT,75,,,,,,5,4,6,
9,15116,AT,30,,,,,,6,4,5,
9,15130,AT,45,,,,,,8,7,9,
9,15143,AT,5,,,,,,8,7,5,
9,15154,AT,10,,,,,,7,8,10,
9,15163,AT,30,,,,,,8,9,9,
9,15191,AT,5,,,,,,7,6,6,
9,15228,AT,45,,,,,,8,7,8,
9,15235,AT,90,,,,,,7,5,7,
9,15247,AT,30,,,,,,6,5,6,
9,15251,AT,90,,,,,,8,4,7,
9,15266,AT,0,,,,,,6,88,9,
9,15269,AT,30,,,,,,4,9,10,
9,15275,AT,60,,,,,,7,9,9,
9,15277,AT,10,,,,,,6,7,5,
9,15294,AT,30,,,,,,3,10,10,
9,15364,AT,15,,,,,,8,8,8,
9,15367,AT,60,,,,,,88,6,2,
9,15380,AT,45,,,,,,7,6,7,
9,15386,AT,90,,,,,,5,0,2,
9,15391,AT,9999,,,,,,10,9,10,
9,15438,AT,30,,,,,,0,8,6,
9,15458,AT,60,,,,,,10,8,10,
9,15470,AT,5,,,,,,7,2,6,
9,15476,AT,60,,,,,,7,3,5,
9,15479,AT,5,,,,,,6,4,7,
9,15489,AT,60,,,,,,7,9,9,
9,15505,AT,60,,,,,,7,4,7,
9,15557,AT,25,,,,,,7,4,5,
9,15616,AT,180,,,,,,5,3,8,
9,15660,AT,60,,,,,,7,6,7,
9,15682,AT,30,,,,,,0,0,0,
9,15690,AT,40,,,,,,8,7,8,
9,15693,AT,30,,,,,,8,7,6,
9,15721,AT,30,,,,,,7,8,7,
9,15750,AT,15,,,,,,8,7,6,
9,15760,AT,5,,,,,,7,7,9,
9,15776,AT,10,,,,,,9,1,4,
9,15807,AT,60,,,,,,7,88,7,
9,15850,AT,120,,,,,,6,7,8,
9,15857,AT,15,,,,,,5,77,6,
9,15858,AT,60,,,,,,3,8,8,
9,15872,AT,15,,,,,,9,8,9,
9,15873,AT,60,,,,,,8,7,10,
9,15887,AT,60,,,,,,9,9,9,
9,15915,AT,120,,,,,,8,4,7,
9,15918,AT,20,,,,,,9,8,9,
9,15952,AT,60,,,,,,5,0,8,
9,15995,AT,10,,,,,,7,7,8,
9,16004,AT,20,,,,,,9,9,10,
9,16009,AT,60,,,,,,7,88,7,
9,16014,AT,30,,,,,,7,6,6,
9,16015,AT,15,,,,,,5,8,8,
9,16043,AT,60,,,,,,7,5,8,
9,16118,AT,60,,,,,,7,7,6,
9,16208,AT,15,,,,,,7,7,8,
9,16212,AT,20,,,,,,88,5,8,
9,16300,AT,75,,,,,,5,6,4,
9,16332,AT,60,,,,,,9,5,8,
9,16364,AT,75,,,,,,7,7,8,
9,16395,AT,60,,,,,,0,0,7,
9,16410,AT,45,,,,,,7,8,9,
9,16414,AT,60,,,,,,7,7,8,
9,16430,AT,120,,,,,,10,10,10,
9,16441,AT,20,,,,,,8,10,10,
9,16453,AT,120,,,,,,8,2,7,
9,16475,AT,30,,,,,,6,7,6,
9,16481,AT,60,,,,,,9,7,8,
9,16483,AT,35,,,,,,7,8,8,
9,16505,AT,20,,,,,,3,6,8,
9,16538,AT,0,,,,,,8,8,7,
9,16580,AT,10,,,,,,7,3,2,
9,16610,AT,90,,,,,,88,88,7,
9,16617,AT,60,,,,,,4,5,6,
9,16648,AT,45,,,,,,7,6,7,
9,16650,AT,90,,,,,,5,7,9,
9,16671,AT,30,,,,,,7,8,7,
9,16675,AT,60,,,,,,8,7,8,
9,16712,AT,90,,,,,,8,7,1,
9,16718,AT,60,,,,,,5,8,9,
9,16728,AT,30,,,,,,8,4,2,
9,16748,AT,180,,,,,,9,1,9,
9,16769,AT,60,,,,,,7,6,7,
9,16785,AT,20,,,,,,10,9,10,
9,16805,AT,30,,,,,,9,7,9,
9,16812,AT,15,,,,,,8,9,10,
9,16858,AT,15,,,,,,6,8,8,
9,16910,AT,9999,,,,,,8,8,9,
9,16941,AT,90,,,,,,5,5,10,
9,16956,AT,60,,,,,,8,88,8,
9,16962,AT,60,,,,,,6,4,6,
9,16965,AT,60,,,,,,9,5,7,
9,16978,AT,15,,,,,,7,8,10,
9,16984,AT,15,,,,,,7,10,10,
9,16992,AT,20,,,,,,7,5,7,
9,17032,AT,15,,,,,,4,9,10,
9,17051,AT,30,,,,,,10,8,10,
9,17059,AT,10,,,,,,7,10,9,
9,17075,AT,10,,,,,,6,8,7,
9,17084,AT,180,,,,,,10,8,10,
9,17085,AT,60,,,,,,8,4,6,
9,17103,AT,45,,,,,,5,5,4,
9,17104,AT,30,,,,,,6,6,10,
9,17127,AT,90,,,,,,8,7,8,
9,17147,AT,0,,,,,,3,6,6,
9,17168,AT,45,,,,,,6,7,8,
9,17170,AT,240,,,,,,8,4,8,
9,17238,AT,5,,,,,,5,5,8,
9,17247,AT,30,,,,,,8,8,8,
9,17252,AT,20,,,,,,8,4,6,
9,17268,AT,10,,,,,,6,5,7,
9,17269,AT,50,,,,,,8,8,8,
9,17272,AT,10,,,,,,8,7,7,
9,17287,AT,60,,,,,,10,6,8,
9,17302,AT,30,,,,,,6,7,7,
9,17333,AT,120,,,,,,5,6,6,
9,17342,AT,10,,,,,,7,6,6,
9,17359,AT,10,,,,,,7,8,6,
9,17392,AT,30,,,,,,9,9,9,
9,17419,AT,90,,,,,,7,6,8,
9,17420,AT,30,,,,,,7,2,5,
9,17439,AT,30,,,,,,8,3,6,
9,17451,AT,20,,,,,,8,6,4,
9,17482,AT,45,,,,,,4,7,8,
9,17522,AT,60,,,,,,4,5,5,
9,17548,AT,15,,,,,,6,8,9,
9,17582,AT,90,,,,,,8,5,10,
9,17608,AT,30,,,,,,4,9,9,
9,17609,AT,15,,,,,,8,8,9,
9,17621,AT,30,,,,,,8,3,9,
9,17632,AT,20,,,,,,88,88,8,
9,17670,AT,0,,,,,,10,10,10,
9,17685,AT,60,,,,,,5,3,7,
9,17745,AT,45,,,,,,8,6,4,
9,17763,AT,90,,,,,,4,3,5,
9,17767,AT,15,,,,,,5,88,3,
9,17794,AT,45,,,,,,7,6,7,
9,17805,AT,45,,,,,,8,4,9,
9,17845,AT,20,,,,,,7,9,9,
9,17866,AT,5,,,,,,7,2,7,
9,17868,AT,30,,,,,,7,10,10,
9,17878,AT,60,,,,,,10,6,8,
9,17898,AT,60,,,,,,7,10,8,
9,17916,AT,180,,,,,,4,6,7,
9,17951,AT,60,,,,,,9,2,7,
9,17953,AT,10,,,,,,5,6,4,
9,17957,AT,30,,,,,,4,6,9,
9,18009,AT,45,,,,,,1,3,7,
9,18015,AT,15,,,,,,9,8,8,
9,18044,AT,15,,,,,,8,10,10,
9,18057,AT,120,,,,,,6,88,8,
9,18064,AT,60,,,,,,7,8,9,
9,18071,AT,0,,,,,,8,8,9,
9,18072,AT,20,,,,,,7,7,8,
9,18084,AT,15,,,,,,6,8,7,
9,18102,AT,5,,,,,,7,6,7,
9,18122,AT,30,,,,,,6,7,7,
9,18164,AT,30,,,,,,8,8,8,
9,18167,AT,60,,,,,,6,8,9,
9,18175,AT,60,,,,,,7,88,7,
9,18201,AT,40,,,,,,7,7,8,
9,18213,AT,60,,,,,,6,6,8,
9,18229,AT,0,,,,,,6,6,5,
9,18259,AT,0,,,,,,7,8,9,
9,18268,AT,30,,,,,,8,7,7,
9,18287,AT,30,,,,,,5,7,9,
9,18312,AT,60,,,,,,6,6,8,
9,18341,AT,15,,,,,,6,8,8,
9,18345,AT,60,,,,,,7,7,7,
9,18355,AT,20,,,,,,7,0,8,
9,18367,AT,30,,,,,,6,6,7,
9,18393,AT,45,,,,,,9,7,7,
9,18398,AT,60,,,,,,1,2,5,
9,18402,AT,180,,,,,,9,9,10,
9,18411,AT,40,,,,,,8,4,7,
9,18417,AT,15,,,,,,7,8,7,
9,18440,AT,20,,,,,,7,1,4,
9,18444,AT,90,,,,,,8,8,9,
9,18445,AT,180,,,,,,6,8,7,
9,18468,AT,90,,,,,,6,4,8,
9,18472,AT,9999,,,,,,9,9,9,
9,18491,AT,75,,,,,,8,7,8,
9,18537,AT,30,,,,,,10,8,8,
9,18553,AT,60,,,,,,5,5,7,
9,18570,AT,0,,,,,,6,7,10,
9,18578,AT,180,,,,,,7,88,5,
9,18582,AT,30,,,,,,7,4,5,
9,18590,AT,30,,,,,,8,7,8,
9,18613,AT,30,,,,,,7,6,8,
9,18628,AT,120,,,,,,7,6,7,
9,18638,AT,90,,,,,,6,5,7,
9,18651,AT,90,,,,,,6,7,9,
9,18666,AT,60,,,,,,9,3,5,
9,18683,AT,30,,,,,,5,5,9,
9,18703,AT,15,,,,,,5,4,3,
9,18708,AT,10,,,,,,6,9,9,
9,18745,AT,60,,,,,,7,4,7,
9,18787,AT,60,,,,,,5,7,3,
9,18793,AT,60,,,,,,5,8,7,
9,18813,AT,20,,,,,,6,6,7,
9,18824,AT,0,,,,,,5,6,8,
9,18836,AT,45,,,,,,5,7,8,
9,18845,AT,60,,,,,,5,4,5,
9,18848,AT,60,,,,,,8,2,3,
9,18926,AT,30,,,,,,9,9,10,
9,18946,AT,30,,,,,,7,5,10,
9,18966,AT,30,,,,,,7,7,6,
9,18970,AT,0,,,,,,9,10,10,
9,18986,AT,15,,,,,,6,8,7,
9,19011,AT,5,,,,,,9,9,9,
9,19026,AT,120,,,,,,9,7,8,
9,19032,AT,15,,,,,,6,7,7,
9,19037,AT,60,,,,,,7,10,10,
9,19076,AT,120,,,,,,8,8,9,
9,19097,AT,60,,,,,,9,9,9,
9,19171,AT,15,,,,,,8,10,8,
9,19190,AT,10,,,,,,5,9,10,
9,19196,AT,60,,,,,,7,8,9,
9,19205,AT,120,,,,,,6,3,3,
9,19210,AT,60,,,,,,7,7,8,
9,19232,AT,45,,,,,,7,3,2,
9,19293,AT,60,,,,,,10,10,10,
9,19303,AT,120,,,,,,8,3,3,
9,19349,AT,0,,,,,,88,4,4,
9,19355,AT,20,,,,,,6,7,7,
9,19407,AT,60,,,,,,7,3,7,
9,19410,AT,60,,,,,,8,5,7,
9,19445,AT,20,,,,,,7,7,8,
9,19446,AT,15,,,,,,7,8,8,
9,19451,AT,0,,,,,,4,3,9,
9,19472,AT,60,,,,,,8,8,8,
9,19478,AT,45,,,,,,8,5,8,
9,19485,AT,90,,,,,,8,88,10,
9,19506,AT,60,,,,,,8,3,6,
9,19511,AT,0,,,,,,5,10,10,
9,19523,AT,20,,,,,,7,4,6,
9,19535,AT,10,,,,,,7,7,7,
9,19552,AT,60,,,,,,9,9,2,
9,19553,AT,10,,,,,,6,88,9,
9,19576,AT,60,,,,,,7,7,5,
9,19591,AT,3,,,,,,10,3,6,
9,19597,AT,15,,,,,,7,9,10,
9,19612,AT,10,,,,,,4,8,9,
9,19637,AT,60,,,,,,8,10,10,
9,19656,AT,10,,,,,,7,5,8,
9,19660,AT,30,,,,,,7,9,10,
9,19673,AT,0,,,,,,10,8,8,
9,19686,AT,60,,,,,,9,10,8,
9,19705,AT,20,,,,,,6,3,4,
9,19753,AT,90,,,,,,6,4,7,
9,19766,AT,30,,,,,,8,7,9,
9,19776,AT,60,,,,,,7,7,2,
9,19782,AT,90,,,,,,88,8,9,
9,19797,AT,180,,,,,,8,10,8,
9,19808,AT,120,,,,,,10,10,10,
9,19819,AT,15,,,,,,6,8,8,
9,19824,AT,15,,,,,,3,6,5,
9,19830,AT,30,,,,,,88,7,9,
9,19865,AT,120,,,,,,8,3,7,
9,19872,AT,10,,,,,,5,6,5,
9,19875,AT,0,,,,,,8,10,10,
9,19923,AT,180,,,,,,7,8,9,
9,19933,AT,60,,,,,,7,7,7,
9,19934,AT,30,,,,,,7,6,2,
9,19939,AT,15,,,,,,7,8,7,
9,19962,AT,30,,,,,,9,4,9,
9,19970,AT,5,,,,,,6,3,3,
9,19974,AT,15,,,,,,9,9,9,
9,20002,AT,80,,,,,,6,7,5,
9,20005,AT,60,,,,,,7,5,4,
9,20016,AT,15,,,,,,10,10,10,
9,20040,AT,0,,,,,,0,5,10,
9,20041,AT,20,,,,,,7,7,8,
9,20096,AT,10,,,,,,4,3,4,
9,20097,AT,90,,,,,,7,4,4,
9,20101,AT,90,,,,,,6,8,9,
9,20140,AT,60,,,,,,8,8,8,
9,20155,AT,30,,,,,,3,7,2,
9,20161,AT,30,,,,,,5,6,6,
9,20162,AT,120,,,,,,8,4,7,
9,20170,AT,60,,,,,,6,3,9,
9,20187,AT,30,,,,,,6,8,7,
9,20220,AT,120,,,,,,7,5,8,
9,20233,AT,30,,,,,,10,8,8,
9,20235,AT,45,,,,,,8,8,6,
9,20236,AT,30,,,,,,2,2,2,
9,20251,AT,90,,,,,,6,7,9,
9,20277,AT,30,,,,,,4,7,7,
9,20322,AT,14,,,,,,8,7,9,
9,20368,AT,5,,,,,,8,9,8,
9,20372,AT,60,,,,,,7,8,8,
9,20399,AT,20,,,,,,7,8,7,
9,20421,AT,120,,,,,,7,8,8,
9,20442,AT,60,,,,,,8,7,8,
9,20465,AT,60,,,,,,6,0,8,
9,20483,AT,60,,,,,,8,8,9,
9,20484,AT,60,,,,,,8,5,8,
9,20486,AT,5,,,,,,2,5,1,
9,20487,AT,45,,,,,,7,10,8,
9,20504,AT,30,,,,,,6,6,7,
9,20505,AT,40,,,,,,4,9,10,
9,20539,AT,120,,,,,,7,6,8,
9,20544,AT,30,,,,,,6,4,5,
9,20559,AT,60,,,,,,3,5,9,
9,20562,AT,60,,,,,,6,7,7,
9,20575,AT,0,,,,,,7,6,8,
9,20579,AT,15,,,,,,6,6,7,
9,20581,AT,60,,,,,,7,5,6,
9,20616,AT,2,,,,,,6,6,8,
9,20620,AT,0,,,,,,10,9,10,
9,20643,AT,45,,,,,,3,3,5,
9,20689,AT,45,,,,,,5,3,3,
9,20727,AT,15,,,,,,7,2,8,
9,20730,AT,30,,,,,,8,4,6,
9,20744,AT,120,,,,,,3,2,2,
9,20753,AT,20,,,,,,6,6,7,
9,20768,AT,120,,,,,,6,4,6,
9,20777,AT,25,,,,,,10,9,9,
9,20790,AT,10,,,,,,5,6,7,
9,20818,AT,20,,,,,,7,7,5,
9,20848,AT,30,,,,,,7,8,7,
9,20852,AT,30,,,,,,5,10,10,
9,20889,AT,50,,,,,,7,7,9,
9,20891,AT,30,,,,,,8,8,9,
9,20919,AT,5,,,,,,6,3,7,
9,20973,AT,0,,,,,,6,7,6,
9,20981,AT,20,,,,,,7,7,7,
9,20984,AT,60,,,,,,7,88,5,
9,20997,AT,45,,,,,,8,7,4,
9,21027,AT,30,,,,,,8,88,8,
9,21034,AT,120,,,,,,5,5,6,
9,21046,AT,30,,,,,,6,7,8,
9,21052,AT,20,,,,,,8,10,10,
9,21055,AT,40,,,,,,6,8,8,
9,21062,AT,30,,,,,,5,7,6,
9,21068,AT,45,,,,,,9,9,10,
9,21161,AT,30,,,,,,9,3,8,
9,21174,AT,15,,,,,,88,5,5,
9,21194,AT,45,,,,,,88,5,4,
9,21195,AT,75,,,,,,7,7,7,
9,21196,AT,120,,,,,,7,7,8,
9,21197,AT,90,,,,,,7,6,7,
9,21202,AT,9999,,,,,,7,9,88,
9,21204,AT,60,,,,,,7,88,8,
9,21274,AT,60,,,,,,7,4,6,
9,21275,AT,30,,,,,,2,3,7,
9,21277,AT,60,,,,,,7,8,9,
9,21278,AT,60,,,,,,8,7,9,
9,21298,AT,20,,,,,,8,8,10,
9,21299,AT,60,,,,,,6,8,7,
9,21307,AT,120,,,,,,7,3,5,
9,21313,AT,60,,,,,,8,9,9,
9,21332,AT,45,,,,,,9,6,9,
9,21355,AT,30,,,,,,9,7,8,
9,21360,AT,60,,,,,,8,88,8,
9,21383,AT,0,,,,,,5,1,8,
9,21425,AT,30,,,,,,8,4,2,
9,21443,AT,10,,,,,,8,1,7,
9,21445,AT,0,,,,,,5,8,3,
9,21471,AT,60,,,,,,5,7,5,
9,21485,AT,25,,,,,,6,0,2,
9,21504,AT,30,,,,,,7,5,3,
9,21511,AT,10,,,,,,8,8,9,
9,21514,AT,180,,,,,,6,5,3,
9,21521,AT,30,,,,,,8,7,8,
9,21532,AT,60,,,,,,8,4,6,
9,21549,AT,60,,,,,,7,4,7,
9,21580,AT,15,,,,,,7,8,9,
9,21608,AT,90,,,,,,7,5,8,
9,21625,AT,15,,,,,,8,7,9,
9,21648,AT,30,,,,,,8,6,9,
9,21681,AT,90,,,,,,7,5,5,
9,21706,AT,10,,,,,,9,8,9,
9,21723,AT,60,,,,,,5,6,8,
9,21739,AT,90,,,,,,5,4,5,
9,21741,AT,0,,,,,,6,7,8,
9,21749,AT,30,,,,,,8,7,8,
9,21770,AT,30,,,,,,4,7,8,
9,21782,AT,30,,,,,,8,6,8,
9,21851,AT,0,,,,,,8,10,10,
9,21880,AT,0,,,,,,6,9,10,
9,21883,AT,30,,,,,,88,5,7,
9,21888,AT,90,,,,,,6,5,7,
9,21897,AT,0,,,,,,1,0,0,
9,21900,AT,90,,,,,,8,4,8,
9,21910,AT,30,,,,,,8,8,8,
9,21914,AT,30,,,,,,6,5,5,
9,21918,AT,45,,,,,,8,7,8,
9,21961,AT,60,,,,,,5,7,6,
9,21975,AT,20,,,,,,8,10,10,
9,22025,AT,0,,,,,,7,5,8,
9,22029,AT,10,,,,,,5,5,7,
9,22032,AT,0,,,,,,5,4,10,
9,22050,AT,20,,,,,,8,8,9,
9,22079,AT,60,,,,,,9,4,10,
9,22103,AT,60,,,,,,8,4,5,
9,22136,AT,60,,,,,,8,7,7,
9,22182,AT,30,,,,,,7,6,7,
9,22194,AT,30,,,,,,8,8,8,
9,22200,AT,0,,,,,,5,3,5,
9,22232,AT,60,,,,,,7,7,8,
9,22245,AT,15,,,,,,7,3,8,
9,22248,AT,30,,,,,,6,5,7,
9,22249,AT,20,,,,,,5,5,7,
9,22253,AT,45,,,,,,7,6,8,
9,22283,AT,30,,,,,,8,8,9,
9,22299,AT,180,,,,,,8,8,8,
9,22307,AT,20,,,,,,8,7,9,
9,22341,AT,45,,,,,,9,6,7,
9,22343,AT,30,,,,,,5,8,8,
9,22364,AT,30,,,,,,7,7,8,
9,22379,AT,30,,,,,,8,10,8,
9,22386,AT,10,,,,,,7,7,7,
9,22399,AT,10,,,,,,8,9,5,
9,22419,AT,20,,,,,,7,9,9,
9,22484,AT,60,,,,,,8,7,8,
9,22520,AT,60,,,,,,10,4,7,
9,22521,AT,60,,,,,,6,5,3,
9,22526,AT,45,,,,,,6,2,4,
9,22529,AT,80,,,,,,9,4,9,
9,22539,AT,60,,,,,,6,5,8,
9,22570,AT,60,,,,,,88,7,7,
9,22587,AT,240,,,,,,8,5,8,
9,22630,AT,0,,,,,,10,10,10,
9,22673,AT,45,,,,,,4,6,9,
9,22702,AT,5,,,,,,9,8,9,
9,22709,AT,30,,,,,,8,2,6,
9,22712,AT,15,,,,,,5,7,5,
9,22719,AT,20,,,,,,10,8,10,
9,22745,AT,10,,,,,,7,7,8,
9,22777,AT,90,,,,,,7,4,7,
9,22792,AT,20,,,,,,6,8,7,
9,22866,AT,15,,,,,,7,2,9,
9,22887,AT,90,,,,,,6,4,7,
9,22913,AT,120,,,,,,6,3,8,
9,22915,AT,10,,,,,,7,8,8,
9,22920,AT,30,,,,,,8,7,8,
9,22932,AT,30,,,,,,8,10,10,
9,22940,AT,90,,,,,,6,7,4,
9,22959,AT,15,,,,,,9,9,10,
9,22972,AT,0,,,,,,7,8,8,
9,23004,AT,60,,,,,,7,3,8,
9,23032,AT,30,,,,,,7,7,6,
9,23034,AT,5,,,,,,5,5,4,
9,23041,AT,0,,,,,,7,9,8,
9,23043,AT,30,,,,,,5,7,8,
9,23124,AT,15,,,,,,9,7,5,
9,23151,AT,15,,,,,,6,8,7,
9,23164,AT,120,,,,,,8,7,7,
9,23169,AT,30,,,,,,8,4,5,
9,23173,AT,120,,,,,,8,88,1,
9,23197,AT,45,,,,,,10,4,8,
9,23199,AT,10,,,,,,7,7,9,
9,23242,AT,90,,,,,,7,88,4,
9,23313,AT,15,,,,,,5,3,6,
9,23327,AT,30,,,,,,6,7,8,
9,23338,AT,15,,,,,,6,7,6,
9,23377,AT,30,,,,,,5,6,6,
9,23390,AT,150,,,,,,8,5,5,
9,23438,AT,20,,,,,,6,7,9,
9,23445,AT,30,,,,,,5,2,8,
9,23450,AT,30,,,,,,8,5,8,
9,23493,AT,75,,,,,,9,3,5,
9,23538,AT,30,,,,,,8,8,5,
9,23553,AT,0,,,,,,7,7,7,
9,23560,AT,1,,,,,,7,8,4,
9,23576,AT,75,,,,,,7,6,10,
9,23633,AT,60,,,,,,8,8,8,
9,23639,AT,30,,,,,,7,8,8,
9,23645,AT,60,,,,,,7,7,7,
9,23708,AT,20,,,,,,8,8,8,
9,23720,AT,60,,,,,,8,5,3,
9,23740,AT,45,,,,,,7,7,5,
9,23762,AT,60,,,,,,5,6,7,
9,23771,AT,20,,,,,,6,7,7,
9,23791,AT,30,,,,,,8,9,9,
9,23796,AT,45,,,,,,5,3,3,
9,23828,AT,0,,,,,,7,5,2,
9,23833,AT,9999,,,,,,5,5,7,
