essround,idno,cntry,nwspol,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,stfeco,stfedu,stfhlth,
9,43227,EE,15,,,,,,7,8,7,
9,43253,EE,120,,,,,,0,9,9,
9,43271,EE,60,,,,,,5,5,4,
9,43288,EE,120,,,,,,5,10,5,
9,43293,EE,60,,,,,,0,7,1,
9,43337,EE,15,,,,,,0,1,1,
9,43362,EE,60,,,,,,8,7,2,
9,43371,EE,30,,,,,,8,8,6,
9,43392,EE,5,,,,,,3,5,7,
9,43396,EE,120,,,,,,9,6,7,
9,43407,EE,0,,,,,,0,10,7,
9,43411,EE,30,,,,,,3,7,5,
9,43456,EE,120,,,,,,7,6,4,
9,43528,EE,20,,,,,,7,5,7,
9,43531,EE,120,,,,,,88,6,1,
9,43581,EE,60,,,,,,6,7,8,
9,43585,EE,60,,,,,,6,5,2,
9,43586,EE,1,,,,,,6,5,3,
9,43623,EE,60,,,,,,5,7,2,
9,43624,EE,0,,,,,,5,5,5,
9,43628,EE,60,,,,,,2,6,2,
9,43632,EE,60,,,,,,6,7,5,
9,43688,EE,90,,,,,,4,9,6,
9,43692,EE,60,,,,,,6,7,4,
9,43693,EE,30,,,,,,7,10,8,
9,43696,EE,180,,,,,,6,8,5,
9,43759,EE,300,,,,,,7,7,5,
9,43787,EE,30,,,,,,7,10,8,
9,43797,EE,240,,,,,,5,0,1,
9,43837,EE,10,,,,,,88,0,0,
9,43891,EE,60,,,,,,2,8,0,
9,43927,EE,120,,,,,,2,7,5,
9,43932,EE,180,,,,,,1,6,3,
9,43975,EE,0,,,,,,5,4,6,
9,44007,EE,75,,,,,,6,10,8,
9,44042,EE,60,,,,,,7,7,7,
9,44076,EE,240,,,,,,7,7,6,
9,44081,EE,60,,,,,,10,5,5,
9,44168,EE,240,,,,,,5,7,7,
9,44185,EE,75,,,,,,6,8,3,
9,44187,EE,30,,,,,,3,1,3,
9,44284,EE,15,,,,,,4,3,3,
9,44300,EE,10,,,,,,7,6,7,
9,44389,EE,120,,,,,,6,4,3,
9,44408,EE,30,,,,,,2,7,4,
9,44409,EE,135,,,,,,7,8,8,
9,44449,EE,240,,,,,,5,88,5,
9,44571,EE,30,,,,,,5,7,4,
9,44586,EE,30,,,,,,5,6,0,
9,44665,EE,20,,,,,,5,3,4,
9,44711,EE,90,,,,,,8,10,10,
9,44730,EE,30,,,,,,5,3,6,
9,44783,EE,15,,,,,,88,6,7,
9,44804,EE,60,,,,,,5,7,4,
9,44829,EE,5,,,,,,7,8,8,
9,44861,EE,60,,,,,,3,4,3,
9,44897,EE,60,,,,,,4,4,7,
9,44941,EE,240,,,,,,9,8,7,
9,44975,EE,60,,,,,,6,7,5,
9,44977,EE,30,,,,,,8,9,7,
9,44990,EE,90,,,,,,4,8,4,
9,44992,EE,60,,,,,,10,8,6,
9,45031,EE,120,,,,,,6,3,3,
9,45072,EE,30,,,,,,7,3,6,
9,45084,EE,180,,,,,,7,1,1,
9,45099,EE,60,,,,,,4,6,4,
9,45109,EE,60,,,,,,7,9,7,
9,45187,EE,120,,,,,,6,8,6,
9,45223,EE,120,,,,,,4,7,4,
9,45276,EE,180,,,,,,8,8,8,
9,45278,EE,120,,,,,,6,10,8,
9,45316,EE,30,,,,,,9,10,6,
9,45355,EE,150,,,,,,4,5,3,
9,45356,EE,120,,,,,,7,9,4,
9,45385,EE,120,,,,,,2,7,3,
9,45395,EE,10,,,,,,6,10,6,
9,45396,EE,0,,,,,,7,8,4,
9,45412,EE,15,,,,,,6,8,3,
9,45488,EE,180,,,,,,88,7,4,
9,45497,EE,240,,,,,,1,2,5,
9,45521,EE,90,,,,,,88,7,4,
9,45542,EE,90,,,,,,3,8,5,
9,45565,EE,60,,,,,,3,4,3,
9,45571,EE,180,,,,,,6,8,3,
9,45612,EE,60,,,,,,3,5,7,
9,45617,EE,0,,,,,,7,9,6,
9,45644,EE,30,,,,,,3,5,4,
9,45705,EE,10,,,,,,7,6,4,
9,45772,EE,60,,,,,,7,9,5,
9,45795,EE,120,,,,,,6,8,5,
9,45807,EE,45,,,,,,3,5,7,
9,45880,EE,60,,,,,,0,6,2,
9,45932,EE,30,,,,,,8,8,7,
9,45943,EE,30,,,,,,6,8,2,
9,45954,EE,90,,,,,,7,5,6,
9,45992,EE,60,,,,,,5,7,4,
9,45997,EE,50,,,,,,7,7,8,
9,45998,EE,300,,,,,,4,8,3,
9,46000,EE,180,,,,,,5,7,6,
9,46013,EE,30,,,,,,6,8,7,
9,46057,EE,60,,,,,,4,7,7,
9,46083,EE,60,,,,,,7,9,8,
9,46093,EE,480,,,,,,6,7,7,
9,46096,EE,30,,,,,,5,6,7,
9,46137,EE,60,,,,,,4,4,5,
9,46169,EE,30,,,,,,3,7,2,
9,46179,EE,30,,,,,,88,0,0,
9,46213,EE,240,,,,,,4,3,3,
9,46220,EE,90,,,,,,6,7,7,
9,46223,EE,20,,,,,,6,10,6,
9,46270,EE,40,,,,,,5,4,5,
9,46306,EE,0,,,,,,5,5,5,
9,46335,EE,60,,,,,,8,8,5,
9,46354,EE,30,,,,,,7,4,4,
9,46358,EE,45,,,,,,5,9,3,
9,46365,EE,30,,,,,,5,3,4,
9,46380,EE,60,,,,,,4,5,5,
9,46387,EE,30,,,,,,6,3,3,
9,46430,EE,15,,,,,,7,7,3,
9,46432,EE,20,,,,,,6,9,7,
9,46508,EE,120,,,,,,5,7,4,
9,46533,EE,120,,,,,,5,8,6,
9,46541,EE,30,,,,,,4,6,4,
9,46593,EE,60,,,,,,88,6,5,
9,46614,EE,60,,,,,,7,9,9,
9,46621,EE,120,,,,,,0,3,6,
9,46650,EE,0,,,,,,5,4,5,
9,46699,EE,60,,,,,,5,9,7,
9,46707,EE,120,,,,,,8,6,5,
9,46759,EE,60,,,,,,8,8,7,
9,46765,EE,60,,,,,,2,3,5,
9,46772,EE,30,,,,,,2,7,7,
9,46785,EE,60,,,,,,5,6,5,
9,46836,EE,10,,,,,,4,5,6,
9,46912,EE,60,,,,,,2,6,8,
9,46915,EE,180,,,,,,7,3,8,
9,46984,EE,60,,,,,,5,5,8,
9,47029,EE,15,,,,,,4,9,6,
9,47074,EE,80,,,,,,6,2,5,
9,47107,EE,30,,,,,,4,8,3,
9,47113,EE,0,,,,,,4,5,6,
9,47125,EE,120,,,,,,5,88,2,
9,47143,EE,60,,,,,,5,8,3,
9,47149,EE,60,,,,,,7,7,8,
9,47152,EE,30,,,,,,9,8,2,
9,47261,EE,10,,,,,,8,8,8,
9,47292,EE,30,,,,,,8,9,8,
9,47327,EE,80,,,,,,88,6,8,
9,47332,EE,60,,,,,,0,3,8,
9,47366,EE,60,,,,,,8,7,6,
9,47397,EE,60,,,,,,3,6,3,
9,47464,EE,15,,,,,,8,3,7,
9,47466,EE,5,,,,,,8,8,3,
9,47469,EE,120,,,,,,6,8,7,
9,47548,EE,0,,,,,,1,7,6,
9,47573,EE,30,,,,,,3,7,5,
9,47595,EE,60,,,,,,5,7,4,
9,47596,EE,30,,,,,,5,9,7,
9,47606,EE,0,,,,,,3,5,0,
9,47612,EE,30,,,,,,7,7,6,
9,47619,EE,60,,,,,,6,6,3,
9,47629,EE,120,,,,,,7,7,6,
9,47645,EE,60,,,,,,6,10,9,
9,47666,EE,180,,,,,,4,8,7,
9,47674,EE,60,,,,,,6,7,7,
9,47701,EE,120,,,,,,8,8,8,
9,47745,EE,270,,,,,,4,10,3,
9,47791,EE,100,,,,,,2,7,4,
9,47800,EE,20,,,,,,6,9,7,
9,47808,EE,30,,,,,,5,8,4,
9,47811,EE,30,,,,,,6,8,9,
9,47814,EE,120,,,,,,3,8,9,
9,47860,EE,120,,,,,,8,7,4,
9,47867,EE,240,,,,,,3,6,2,
9,47914,EE,120,,,,,,3,7,2,
9,47930,EE,60,,,,,,7,8,7,
9,47960,EE,120,,,,,,8,5,7,
9,47970,EE,90,,,,,,9,9,6,
9,48024,EE,0,,,,,,5,7,1,
9,48103,EE,0,,,,,,3,3,3,
9,48187,EE,30,,,,,,5,5,3,
9,48238,EE,180,,,,,,6,9,3,
9,48240,EE,15,,,,,,8,10,3,
9,48248,EE,480,,,,,,6,7,4,
9,48256,EE,180,,,,,,2,5,7,
9,48268,EE,120,,,,,,5,5,2,
9,48285,EE,120,,,,,,4,7,3,
9,48309,EE,30,,,,,,5,8,5,
9,48327,EE,60,,,,,,6,8,5,
9,48372,EE,45,,,,,,5,3,3,
9,48406,EE,60,,,,,,8,8,3,
9,48438,EE,180,,,,,,3,1,4,
9,48444,EE,30,,,,,,88,9,0,
9,48486,EE,20,,,,,,10,6,3,
9,48528,EE,35,,,,,,7,9,5,
9,48534,EE,60,,,,,,6,7,6,
9,48558,EE,90,,,,,,7,8,4,
9,48636,EE,30,,,,,,4,4,6,
9,8,FI,70,,,,,,4,8,9,
9,71,FI,60,,,,,,2,9,8,
9,76,FI,20,,,,,,7,9,8,
9,86,FI,60,,,,,,6,4,7,
9,116,FI,30,,,,,,5,7,7,
9,130,FI,45,,,,,,7,9,10,
9,154,FI,60,,,,,,6,7,7,
9,256,FI,5,,,,,,8,8,9,
9,270,FI,60,,,,,,7,8,7,
9,343,FI,30,,,,,,8,8,7,
9,344,FI,60,,,,,,7,8,8,
9,352,FI,60,,,,,,7,9,7,
9,367,FI,120,,,,,,5,88,9,
9,368,FI,15,,,,,,7,7,7,
9,386,FI,120,,,,,,9,10,10,
9,406,FI,60,,,,,,3,7,7,
9,475,FI,15,,,,,,6,7,7,
9,486,FI,60,,,,,,8,9,9,
9,487,FI,20,,,,,,7,8,8,
9,499,FI,60,,,,,,8,8,9,
9,518,FI,30,,,,,,4,9,5,
9,524,FI,15,,,,,,7,9,9,
9,575,FI,20,,,,,,6,8,8,
9,592,FI,60,,,,,,7,8,7,
9,597,FI,120,,,,,,0,10,7,
9,610,FI,30,,,,,,6,9,6,
9,616,FI,20,,,,,,4,8,8,
9,634,FI,60,,,,,,8,7,7,
9,680,FI,5,,,,,,4,8,4,
9,696,FI,30,,,,,,8,8,9,
9,714,FI,30,,,,,,5,9,9,
9,737,FI,120,,,,,,0,1,1,
9,745,FI,60,,,,,,9,9,8,
9,764,FI,120,,,,,,6,8,7,
9,802,FI,45,,,,,,7,7,8,
9,809,FI,30,,,,,,8,9,9,
9,851,FI,60,,,,,,88,8,8,
9,886,FI,60,,,,,,7,8,8,
9,913,FI,180,,,,,,5,6,9,
9,987,FI,45,,,,,,7,8,7,
9,1021,FI,90,,,,,,4,7,8,
9,1064,FI,90,,,,,,7,8,8,
9,1101,FI,10,,,,,,8,10,8,
9,1117,FI,60,,,,,,6,7,8,
9,1167,FI,25,,,,,,8,8,8,
9,1180,FI,60,,,,,,7,7,7,
9,1204,FI,210,,,,,,8,6,7,
9,1206,FI,15,,,,,,7,9,7,
9,1253,FI,60,,,,,,7,9,8,
9,1301,FI,60,,,,,,7,9,8,
9,1308,FI,0,,,,,,7,3,0,
9,1352,FI,5,,,,,,2,10,9,
9,1354,FI,30,,,,,,8,8,9,
9,1367,FI,150,,,,,,10,8,10,
9,1378,FI,45,,,,,,4,8,8,
9,1429,FI,15,,,,,,3,8,8,
9,1433,FI,60,,,,,,4,6,5,
9,1479,FI,120,,,,,,8,9,9,
9,1551,FI,30,,,,,,5,8,8,
9,1591,FI,60,,,,,,7,9,8,
9,1601,FI,60,,,,,,5,6,6,
9,1608,FI,15,,,,,,7,8,8,
9,1627,FI,15,,,,,,5,8,7,
9,1647,FI,120,,,,,,7,8,7,
9,1679,FI,2,,,,,,6,8,7,
9,1680,FI,30,,,,,,7,8,9,
9,1706,FI,30,,,,,,5,6,4,
9,1727,FI,60,,,,,,6,9,7,
9,1774,FI,30,,,,,,7,8,8,
9,1820,FI,30,,,,,,7,8,7,
9,1885,FI,30,,,,,,4,7,9,
9,1923,FI,60,,,,,,7,7,6,
9,1951,FI,180,,,,,,7,9,8,
9,2021,FI,60,,,,,,4,7,9,
9,2040,FI,30,,,,,,6,8,7,
9,2044,FI,50,,,,,,4,9,8,
9,2069,FI,60,,,,,,7,8,8,
9,2110,FI,60,,,,,,7,9,9,
9,2173,FI,60,,,,,,6,8,7,
9,2176,FI,60,,,,,,7,9,8,
9,2199,FI,60,,,,,,6,8,9,
9,2205,FI,2,,,,,,6,7,8,
9,2214,FI,30,,,,,,8,9,10,
9,2222,FI,10,,,,,,7,9,9,
9,2267,FI,30,,,,,,9,9,9,
9,2285,FI,120,,,,,,8,9,9,
9,2290,FI,15,,,,,,7,8,9,
9,2299,FI,180,,,,,,4,88,3,
9,2313,FI,10,,,,,,8,8,8,
9,2334,FI,30,,,,,,7,10,10,
9,2351,FI,120,,,,,,7,7,7,
9,2365,FI,15,,,,,,6,6,3,
9,2384,FI,30,,,,,,6,9,9,
9,2386,FI,20,,,,,,6,8,8,
9,2423,FI,30,,,,,,7,8,8,
9,2427,FI,90,,,,,,6,7,7,
9,2432,FI,60,,,,,,8,8,7,
9,2445,FI,90,,,,,,9,6,7,
9,2459,FI,150,,,,,,7,9,8,
9,2475,FI,90,,,,,,7,9,7,
9,2535,FI,30,,,,,,9,9,4,
9,2616,FI,60,,,,,,7,7,5,
9,2617,FI,10,,,,,,7,8,2,
9,2637,FI,130,,,,,,5,8,7,
9,2675,FI,150,,,,,,3,7,9,
9,2721,FI,120,,,,,,7,8,10,
9,2738,FI,40,,,,,,3,9,8,
9,2742,FI,90,,,,,,8,8,8,
9,2755,FI,60,,,,,,7,7,7,
9,2787,FI,121,,,,,,7,10,9,
9,2797,FI,30,,,,,,6,8,7,
9,2798,FI,10,,,,,,6,9,9,
9,2851,FI,30,,,,,,8,10,9,
9,2881,FI,60,,,,,,5,7,8,
9,2957,FI,60,,,,,,7,8,8,
9,2968,FI,20,,,,,,7,9,8,
9,3011,FI,30,,,,,,9,88,9,
9,3013,FI,120,,,,,,3,5,6,
9,3027,FI,30,,,,,,88,8,7,
9,3050,FI,15,,,,,,3,7,6,
9,3076,FI,5,,,,,,7,9,9,
9,3102,FI,15,,,,,,7,6,8,
9,3108,FI,30,,,,,,7,8,8,
9,3133,FI,60,,,,,,9,9,9,
9,3140,FI,10,,,,,,7,8,7,
9,3148,FI,60,,,,,,9,8,8,
9,3193,FI,10,,,,,,7,8,8,
9,3209,FI,30,,,,,,4,8,9,
9,3227,FI,60,,,,,,7,10,9,
9,3231,FI,45,,,,,,6,8,7,
9,3245,FI,60,,,,,,4,9,4,
9,3291,FI,180,,,,,,6,7,9,
9,3308,FI,10,,,,,,7,8,7,
9,3313,FI,120,,,,,,3,8,9,
9,3315,FI,360,,,,,,7,8,8,
9,3318,FI,90,,,,,,8,9,7,
9,3329,FI,30,,,,,,8,8,8,
9,3339,FI,60,,,,,,2,9,3,
9,3340,FI,60,,,,,,2,8,3,
9,3356,FI,60,,,,,,8,8,9,
9,3366,FI,60,,,,,,5,8,8,
9,3395,FI,40,,,,,,10,10,10,
9,3434,FI,75,,,,,,3,8,8,
9,3477,FI,60,,,,,,7,6,8,
9,3496,FI,30,,,,,,8,8,8,
9,3505,FI,60,,,,,,5,8,7,
9,3588,FI,90,,,,,,7,8,8,
9,3589,FI,15,,,,,,4,9,8,
9,3635,FI,75,,,,,,6,9,7,
9,3715,FI,60,,,,,,6,9,7,
9,3716,FI,120,,,,,,7,10,8,
9,3725,FI,15,,,,,,6,8,7,
9,3743,FI,30,,,,,,6,7,8,
9,3805,FI,30,,,,,,7,8,7,
9,3814,FI,30,,,,,,8,7,9,
9,3858,FI,60,,,,,,7,8,7,
9,3864,FI,60,,,,,,6,7,6,
9,3916,FI,60,,,,,,7,4,1,
9,3953,FI,20,,,,,,8,6,8,
9,4013,FI,0,,,,,,77,77,77,
9,4031,FI,180,,,,,,9,8,9,
9,4068,FI,30,,,,,,7,8,6,
9,4107,FI,120,,,,,,6,7,7,
9,4141,FI,45,,,,,,8,9,8,
9,4169,FI,60,,,,,,8,8,7,
9,4204,FI,120,,,,,,7,8,8,
9,4336,FI,0,,,,,,6,7,8,
9,4417,FI,30,,,,,,7,9,8,
9,4523,FI,15,,,,,,9,6,7,
9,4542,FI,5,,,,,,2,8,3,
9,4545,FI,75,,,,,,5,4,7,
9,4598,FI,30,,,,,,7,7,8,
9,4630,FI,120,,,,,,8,7,7,
9,4635,FI,60,,,,,,7,9,8,
9,4687,FI,30,,,,,,6,8,8,
9,4732,FI,30,,,,,,4,8,7,
9,4741,FI,60,,,,,,7,8,7,
9,4920,FI,60,,,,,,7,10,7,
9,4929,FI,30,,,,,,7,9,8,
9,4982,FI,30,,,,,,7,8,8,
9,4994,FI,60,,,,,,8,8,8,
9,4999,FI,75,,,,,,6,9,7,
9,5002,FI,30,,,,,,6,5,6,
9,5005,FI,30,,,,,,7,8,7,
9,5060,FI,120,,,,,,6,7,6,
9,5071,FI,20,,,,,,6,7,4,
9,5086,FI,30,,,,,,7,9,5,
9,5098,FI,30,,,,,,4,8,9,
9,5099,FI,45,,,,,,3,6,8,
9,5136,FI,90,,,,,,6,7,8,
9,5174,FI,10,,,,,,7,6,8,
9,5204,FI,45,,,,,,7,7,7,
9,5223,FI,30,,,,,,6,8,8,
9,5234,FI,10,,,,,,4,7,7,
9,5252,FI,15,,,,,,8,8,8,
9,5275,FI,0,,,,,,5,10,88,
9,5303,FI,45,,,,,,9,9,8,
9,5352,FI,60,,,,,,8,9,6,
9,5387,FI,60,,,,,,8,9,8,
9,5416,FI,150,,,,,,9,5,7,
9,5430,FI,150,,,,,,7,8,8,
9,5434,FI,30,,,,,,7,9,9,
9,5436,FI,30,,,,,,4,8,6,
9,5452,FI,60,,,,,,7,7,8,
9,5464,FI,135,,,,,,6,7,8,
9,5472,FI,120,,,,,,9,7,8,
9,5473,FI,60,,,,,,8,9,9,
9,5505,FI,60,,,,,,8,8,8,
9,5536,FI,15,,,,,,7,9,9,
9,5594,FI,15,,,,,,2,10,9,
9,5624,FI,30,,,,,,2,4,1,
9,5648,FI,90,,,,,,8,8,9,
9,5657,FI,120,,,,,,7,8,8,
9,5666,FI,15,,,,,,8,9,9,
9,5692,FI,10,,,,,,3,8,7,
9,5712,FI,120,,,,,,9,8,10,
9,5734,FI,60,,,,,,7,7,7,
9,5742,FI,45,,,,,,7,6,8,
9,5753,FI,150,,,,,,10,9,9,
9,5808,FI,30,,,,,,6,8,7,
9,5814,FI,180,,,,,,5,5,3,
9,5868,FI,120,,,,,,8,9,9,
9,5898,FI,5,,,,,,7,4,7,
9,5933,FI,30,,,,,,8,8,5,
9,5970,FI,90,,,,,,7,5,5,
9,6031,FI,120,,,,,,7,10,9,
9,6053,FI,30,,,,,,5,7,3,
9,6093,FI,60,,,,,,8,8,6,
9,6102,FI,30,,,,,,7,8,8,
9,6103,FI,30,,,,,,1,4,5,
9,6116,FI,30,,,,,,8,10,8,
9,6183,FI,180,,,,,,88,88,88,
9,6236,FI,20,,,,,,8,8,8,
9,6245,FI,60,,,,,,6,9,5,
9,6315,FI,30,,,,,,6,8,6,
9,6387,FI,40,,,,,,8,8,2,
9,6394,FI,15,,,,,,8,9,7,
9,6399,FI,60,,,,,,7,8,9,
9,6422,FI,60,,,,,,7,8,3,
9,6423,FI,60,,,,,,7,9,8,
9,6435,FI,30,,,,,,7,8,8,
9,6499,FI,15,,,,,,8,9,7,
9,6504,FI,30,,,,,,7,4,4,
9,6510,FI,70,,,,,,8,9,9,
9,6511,FI,30,,,,,,8,7,5,
9,6588,FI,120,,,,,,8,9,9,
9,6600,FI,60,,,,,,5,8,8,
9,6725,FI,80,,,,,,8,10,8,
9,6729,FI,30,,,,,,7,9,9,
9,6741,FI,15,,,,,,7,8,7,
9,6788,FI,60,,,,,,7,9,9,
9,6802,FI,75,,,,,,7,7,8,
9,6816,FI,60,,,,,,8,7,8,
9,6841,FI,2,,,,,,7,7,8,
9,6887,FI,60,,,,,,7,8,7,
9,6921,FI,60,,,,,,7,8,8,
9,6924,FI,30,,,,,,6,9,7,
9,6931,FI,60,,,,,,7,7,6,
9,6946,FI,180,,,,,,5,6,7,
9,6947,FI,20,,,,,,7,7,8,
9,6974,FI,60,,,,,,6,8,7,
9,7001,FI,30,,,,,,6,9,7,
9,7020,FI,5,,,,,,3,8,7,
9,7043,FI,120,,,,,,6,5,8,
9,7059,FI,90,,,,,,9,9,9,
9,7078,FI,60,,,,,,6,6,6,
9,7091,FI,120,,,,,,8,9,7,
9,7098,FI,120,,,,,,6,8,2,
9,7104,FI,40,,,,,,8,10,8,
9,7133,FI,60,,,,,,8,9,7,
9,7146,FI,90,,,,,,2,9,1,
9,7151,FI,120,,,,,,8,9,8,
9,7160,FI,150,,,,,,7,8,8,
9,7172,FI,30,,,,,,3,6,7,
9,7249,FI,20,,,,,,7,8,7,
9,7289,FI,90,,,,,,4,7,8,
9,7291,FI,30,,,,,,2,3,5,
9,7341,FI,90,,,,,,6,6,6,
9,7416,FI,180,,,,,,6,7,6,
9,7426,FI,20,,,,,,8,9,7,
9,7427,FI,30,,,,,,7,4,7,
9,7524,FI,10,,,,,,6,8,8,
9,7575,FI,20,,,,,,6,8,9,
9,7586,FI,30,,,,,,3,7,7,
9,7609,FI,30,,,,,,8,7,7,
9,7627,FI,100,,,,,,6,8,8,
9,7642,FI,30,,,,,,4,8,9,
9,7650,FI,60,,,,,,5,8,5,
9,7656,FI,180,,,,,,7,9,8,
9,7704,FI,90,,,,,,7,7,7,
9,7733,FI,15,,,,,,9,8,6,
9,7741,FI,60,,,,,,8,9,10,
9,7749,FI,45,,,,,,7,9,8,
9,7824,FI,120,,,,,,8,6,8,
9,7837,FI,20,,,,,,8,9,8,
9,7938,FI,0,,,,,,8,9,7,
9,7948,FI,120,,,,,,8,7,9,
9,7951,FI,30,,,,,,9,7,8,
9,7984,FI,30,,,,,,8,8,8,
9,8023,FI,30,,,,,,7,9,4,
9,8093,FI,90,,,,,,6,7,7,
9,8096,FI,60,,,,,,7,9,7,
9,8114,FI,15,,,,,,8,9,8,
9,8127,FI,60,,,,,,7,8,8,
9,8140,FI,60,,,,,,7,8,8,
9,8288,FI,180,,,,,,8,8,8,
9,8337,FI,60,,,,,,5,8,10,
9,8368,FI,180,,,,,,5,6,9,
9,8423,FI,30,,,,,,6,6,8,
9,8468,FI,30,,,,,,8,7,8,
9,8473,FI,90,,,,,,5,8,3,
9,8514,FI,50,,,,,,4,7,7,
9,8553,FI,60,,,,,,8,9,3,
9,8557,FI,60,,,,,,8,10,9,
9,8607,FI,60,,,,,,7,8,8,
9,8654,FI,30,,,,,,7,8,9,
9,8659,FI,30,,,,,,9,8,9,
9,8692,FI,90,,,,,,8,6,7,
9,8714,FI,60,,,,,,5,88,88,
9,8754,FI,120,,,,,,7,9,8,
9,8764,FI,30,,,,,,6,3,9,
9,8782,FI,120,,,,,,7,9,9,
9,8786,FI,120,,,,,,3,0,0,
9,8798,FI,60,,,,,,7,8,5,
9,8833,FI,60,,,,,,7,8,8,
9,8915,FI,90,,,,,,9,8,8,
9,8921,FI,30,,,,,,8,8,7,
9,8966,FI,30,,,,,,7,8,8,
9,9020,FI,10,,,,,,7,10,7,
9,9028,FI,90,,,,,,1,6,5,
9,9085,FI,60,,,,,,8,9,8,
9,9152,FI,30,,,,,,9,7,9,
9,9162,FI,15,,,,,,5,10,8,
9,9183,FI,30,,,,,,7,9,10,
9,9184,FI,60,,,,,,2,8,6,
9,9189,FI,30,,,,,,7,6,8,
9,9296,FI,150,,,,,,8,8,8,
9,9318,FI,60,,,,,,6,8,7,
9,9336,FI,60,,,,,,8,9,9,
9,9343,FI,0,,,,,,3,4,4,
9,9346,FI,50,,,,,,6,9,8,
9,9353,FI,10,,,,,,4,7,4,
9,9382,FI,90,,,,,,7,8,6,
9,9418,FI,10,,,,,,7,4,7,
9,9429,FI,60,,,,,,6,6,7,
9,9470,FI,150,,,,,,6,7,7,
9,9493,FI,60,,,,,,4,10,8,
9,9524,FI,15,,,,,,7,10,8,
9,9531,FI,60,,,,,,6,8,8,
9,9538,FI,60,,,,,,5,9,8,
9,9566,FI,180,,,,,,9,10,9,
9,9663,FI,120,,,,,,9,9,8,
9,9714,FI,90,,,,,,8,8,7,
9,9717,FI,15,,,,,,6,7,7,
9,9755,FI,90,,,,,,2,5,5,
9,9776,FI,60,,,,,,7,9,9,
9,9851,FI,30,,,,,,5,4,7,
9,9861,FI,30,,,,,,4,8,8,
9,9867,FI,1,,,,,,8,9,6,
9,9923,FI,15,,,,,,5,4,4,
9,9947,FI,30,,,,,,7,8,7,
9,9962,FI,30,,,,,,8,9,7,
9,9966,FI,10,,,,,,6,3,9,
9,10008,FI,30,,,,,,5,8,7,
9,10020,FI,60,,,,,,5,8,9,
9,10106,FI,30,,,,,,7,9,10,
9,10133,FI,45,,,,,,4,8,4,
9,10148,FI,0,,,,,,10,10,10,
9,10225,FI,120,,,,,,9,9,6,
9,10246,FI,120,,,,,,6,7,7,
9,10274,FI,60,,,,,,4,8,7,
9,10275,FI,90,,,,,,3,7,5,
9,10286,FI,60,,,,,,7,9,9,
9,10307,FI,30,,,,,,7,8,8,
9,10347,FI,30,,,,,,5,8,6,
9,10402,FI,120,,,,,,7,4,7,
9,10410,FI,15,,,,,,5,9,6,
9,10455,FI,45,,,,,,8,8,9,
9,10467,FI,120,,,,,,8,9,6,
9,10472,FI,30,,,,,,7,9,9,
9,10475,FI,60,,,,,,7,9,8,
9,10499,FI,15,,,,,,7,5,8,
9,10508,FI,60,,,,,,7,9,8,
9,10512,FI,60,,,,,,4,8,8,
9,10519,FI,15,,,,,,5,8,6,
9,10528,FI,30,,,,,,7,7,7,
9,10546,FI,180,,,,,,5,8,8,
9,10574,FI,240,,,,,,7,9,9,
9,10585,FI,30,,,,,,8,9,8,
9,10608,FI,90,,,,,,6,9,9,
9,10648,FI,60,,,,,,8,8,8,
9,10670,FI,30,,,,,,9,9,8,
9,10719,FI,30,,,,,,7,9,10,
9,10755,FI,30,,,,,,8,6,8,
9,10794,FI,25,,,,,,6,8,8,
9,10802,FI,30,,,,,,7,10,6,
9,10855,FI,60,,,,,,5,10,10,
9,10861,FI,180,,,,,,8,9,9,
9,10898,FI,15,,,,,,8,8,8,
9,10927,FI,30,,,,,,5,7,7,
9,10932,FI,420,,,,,,5,10,2,
9,10947,FI,180,,,,,,6,6,7,
9,10976,FI,120,,,,,,8,10,10,
9,11053,FI,30,,,,,,7,8,9,
9,11076,FI,10,,,,,,3,7,3,
9,11111,FI,60,,,,,,4,8,9,
9,11120,FI,60,,,,,,8,8,9,
9,11130,FI,15,,,,,,9,4,8,
9,11155,FI,10,,,,,,7,9,7,
9,11179,FI,0,,,,,,8,6,9,
9,11193,FI,30,,,,,,8,9,7,
9,11205,FI,60,,,,,,4,6,5,
9,11207,FI,120,,,,,,5,7,3,
9,11240,FI,30,,,,,,5,8,9,
9,11250,FI,30,,,,,,6,10,7,
9,11257,FI,150,,,,,,9,8,7,
9,11270,FI,120,,,,,,8,8,9,
9,11350,FI,120,,,,,,8,8,7,
9,11391,FI,60,,,,,,8,10,9,
9,11481,FI,30,,,,,,8,9,9,
9,11508,FI,60,,,,,,7,9,7,
9,11536,FI,60,,,,,,8,9,7,
9,11544,FI,120,,,,,,8,5,5,
9,11560,FI,180,,,,,,7,8,4,
9,11626,FI,60,,,,,,8,9,8,
9,11661,FI,45,,,,,,6,7,7,
9,11663,FI,20,,,,,,6,7,6,
9,11704,FI,60,,,,,,8,8,8,
9,11760,FI,60,,,,,,7,8,9,
9,11765,FI,150,,,,,,7,10,9,
9,11808,FI,30,,,,,,5,6,7,
9,11933,FI,20,,,,,,2,8,6,
9,11935,FI,30,,,,,,8,9,9,
9,11961,FI,60,,,,,,6,8,6,
9,11981,FI,60,,,,,,7,7,7,
9,11997,FI,90,,,,,,9,10,8,
9,12004,FI,60,,,,,,7,7,8,
