cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,lrscale,prtvtcfr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
FR,ESS1-8e01,1.0,12.12.2018,158872,ESS7e02_2,7,2.2,3513,0.584659856758412,0.888747576335044,2.796741784,6,2,4,6,1,4,2,5,2,1,2,2,5,3,5,2,5,3,6,1,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,158873,ESS7e02_2,7,2.2,3514,0.292329928379206,0.189866453303775,2.796741784,0,66,4,6,1,4,5,5,6,5,1,2,1,1,6,4,6,1,5,1,4,4,2
FR,ESS1-8e01,1.0,12.12.2018,158874,ESS7e02_2,7,2.2,3523,1.2528425501966,1.90445909214653,2.796741784,8,77,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,158875,ESS7e02_2,7,2.2,3524,1.2528425501966,0.94030297507718,2.796741784,5,88,2,4,1,5,1,2,6,3,1,1,4,2,6,3,6,1,2,1,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,158876,ESS7e02_2,7,2.2,3528,1.2528425501966,0.965531229521101,2.796741784,3,9,1,6,1,5,1,1,5,1,1,1,1,1,6,1,1,1,3,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,158877,ESS7e02_2,7,2.2,3532,0.626421275098299,0.593419050973275,2.796741784,8,66,1,6,1,6,1,8,8,3,1,1,1,1,6,2,6,2,1,1,1,2,6
FR,ESS1-8e01,1.0,12.12.2018,158878,ESS7e02_2,7,2.2,3533,1.2528425501966,0.866749072427279,2.796741784,5,77,1,5,1,2,1,1,6,4,1,1,1,4,2,1,2,1,5,1,1,6,1
FR,ESS1-8e01,1.0,12.12.2018,158879,ESS7e02_2,7,2.2,3538,2.19247446284405,3.12809580001808,2.796741784,3,9,3,4,1,4,1,4,4,1,1,3,4,3,3,1,4,1,5,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,158880,ESS7e02_2,7,2.2,3541,0.548118615711012,0.833200852814105,2.796741784,9,9,1,6,1,1,2,2,2,4,5,3,1,1,1,4,2,2,4,1,1,4,2
FR,ESS1-8e01,1.0,12.12.2018,158881,ESS7e02_2,7,2.2,3542,1.09623723142202,1.6664017056282,2.796741784,3,6,1,4,1,1,4,3,4,3,3,2,3,1,3,3,5,3,1,1,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,158882,ESS7e02_2,7,2.2,3543,0.548118615711012,0.55301177840669,2.796741784,4,9,1,5,1,5,1,1,5,1,1,1,1,1,6,1,1,1,5,1,1,6,1
FR,ESS1-8e01,1.0,12.12.2018,158883,ESS7e02_2,7,2.2,3546,1.64435584713304,2.11787038131339,2.796741784,7,10,4,4,2,3,2,4,2,2,3,3,3,3,3,3,5,3,5,3,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,158884,ESS7e02_2,7,2.2,3548,0.548118615711012,0.411382551596265,2.796741784,2,2,3,4,1,3,1,3,6,4,2,2,3,2,2,1,5,1,6,4,1,6,2
FR,ESS1-8e01,1.0,12.12.2018,158885,ESS7e02_2,7,2.2,3549,0.548118615711012,0.8796826409458,2.796741784,4,9,2,5,1,6,1,4,4,1,1,3,1,1,6,1,6,1,3,1,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,158886,ESS7e02_2,7,2.2,3552,0.738330899952952,0.510796526329822,2.796741784,5,9,2,6,2,4,3,3,5,3,3,3,3,3,5,4,5,5,4,2,5,4,4
FR,ESS1-8e01,1.0,12.12.2018,158887,ESS7e02_2,7,2.2,3554,0.442998539971771,0.306477915797893,2.796741784,2,9,1,4,1,4,5,2,3,1,3,1,1,1,6,4,4,3,4,1,3,6,2
FR,ESS1-8e01,1.0,12.12.2018,158888,ESS7e02_2,7,2.2,3558,0.14766617999059,0.183187126244584,2.796741784,2,6,2,4,1,2,4,3,3,1,3,2,2,2,2,2,3,2,4,2,2,4,3
FR,ESS1-8e01,1.0,12.12.2018,158889,ESS7e02_2,7,2.2,3559,0.442998539971771,0.306477915797893,2.796741784,9,2,3,5,2,5,1,4,5,2,1,2,5,2,5,2,5,2,5,2,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,158890,ESS7e02_2,7,2.2,3560,0.14766617999059,0.110828729708809,2.796741784,9,66,5,5,3,5,4,5,4,4,3,2,1,1,4,2,2,2,4,3,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158891,ESS7e02_2,7,2.2,3561,0.14766617999059,0.236991358200809,2.796741784,8,13,4,3,1,6,1,3,6,2,4,1,1,4,6,2,6,3,4,1,4,1,4
FR,ESS1-8e01,1.0,12.12.2018,158892,ESS7e02_2,7,2.2,3563,0.14766617999059,0.236991358200809,2.796741784,8,10,1,6,1,2,1,5,2,1,1,2,1,1,1,1,5,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158893,ESS7e02_2,7,2.2,3564,0.442998539971771,0.306477915797893,2.796741784,5,12,1,5,3,2,1,2,2,2,1,4,2,1,2,1,6,1,2,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,158894,ESS7e02_2,7,2.2,3565,0.442998539971771,0.5705659686783,2.796741784,9,2,4,4,3,4,2,5,5,2,1,1,1,2,5,2,5,2,2,2,4,5,2
FR,ESS1-8e01,1.0,12.12.2018,158895,ESS7e02_2,7,2.2,3566,0.14766617999059,0.148984425024844,2.796741784,5,88,5,5,1,3,4,5,4,1,2,4,2,2,5,4,5,4,5,2,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,158896,ESS7e02_2,7,2.2,3571,0.442998539971771,0.5705659686783,2.796741784,3,66,2,5,1,4,4,2,5,2,3,2,1,2,4,2,4,2,4,2,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,158897,ESS7e02_2,7,2.2,3575,0.14766617999059,0.1901886562261,2.796741784,3,66,3,5,2,3,4,2,5,3,3,4,1,2,2,4,5,2,5,3,4,5,2
FR,ESS1-8e01,1.0,12.12.2018,158898,ESS7e02_2,7,2.2,3578,0.295332359981181,0.297968850049689,2.796741784,3,13,3,6,1,6,4,3,6,2,3,2,3,2,5,3,5,4,6,2,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,158899,ESS7e02_2,7,2.2,3579,0.14766617999059,0.236991358200809,2.796741784,4,2,5,5,4,5,2,5,4,4,4,4,3,4,5,4,6,3,5,2,4,5,5
FR,ESS1-8e01,1.0,12.12.2018,158900,ESS7e02_2,7,2.2,3585,0.31321063754915,0.388553131160562,2.796741784,3,66,2,5,1,2,5,5,3,1,3,1,2,1,5,5,1,2,4,2,2,5,1
FR,ESS1-8e01,1.0,12.12.2018,158901,ESS7e02_2,7,2.2,3587,0.31321063754915,0.241382807380275,2.796741784,7,66,2,5,1,5,5,2,5,3,2,2,2,3,5,1,3,2,5,2,3,5,5
FR,ESS1-8e01,1.0,12.12.2018,158902,ESS7e02_2,7,2.2,3589,1.8792638252949,1.68864237536779,2.796741784,6,66,1,4,3,1,5,3,3,4,6,3,2,4,4,3,4,2,5,3,4,6,4
FR,ESS1-8e01,1.0,12.12.2018,158903,ESS7e02_2,7,2.2,3593,0.939631912647448,0.650061804320458,2.796741784,5,10,2,5,2,5,3,3,4,3,2,4,2,2,5,3,5,3,4,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,158904,ESS7e02_2,7,2.2,3603,0.31321063754915,0.267968125961425,2.796741784,7,66,1,4,1,3,2,2,4,1,3,1,1,2,4,3,4,5,5,1,4,6,1
FR,ESS1-8e01,1.0,12.12.2018,158905,ESS7e02_2,7,2.2,3605,0.626421275098299,0.593419050973275,2.796741784,5,10,2,3,2,1,3,5,2,3,5,2,3,2,5,4,6,3,3,3,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,158906,ESS7e02_2,7,2.2,3608,1.09623723142202,1.6664017056282,2.796741784,10,10,4,4,5,4,4,4,5,4,4,3,2,1,1,5,4,1,2,1,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,158907,ESS7e02_2,7,2.2,3611,0.548118615711012,0.78202395000452,2.796741784,5,7,1,5,3,1,3,2,5,3,2,2,2,1,5,1,3,4,5,2,2,1,1
FR,ESS1-8e01,1.0,12.12.2018,158908,ESS7e02_2,7,2.2,3612,0.548118615711012,0.8796826409458,2.796741784,1,9,1,5,1,2,2,2,5,2,2,1,3,1,2,1,5,5,5,1,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,158909,ESS7e02_2,7,2.2,3618,0.548118615711012,0.8796826409458,2.796741784,8,10,4,6,2,5,2,4,5,3,2,2,2,2,5,1,5,2,2,2,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,158910,ESS7e02_2,7,2.2,3619,1.09623723142202,1.03848333920323,2.796741784,5,66,1,5,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,158911,ESS7e02_2,7,2.2,3620,0.548118615711012,0.669177982523039,2.796741784,5,10,1,5,1,1,1,2,6,1,2,2,1,2,2,1,3,3,2,2,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,158912,ESS7e02_2,7,2.2,3624,1.5476290325958,1.07069003064546,2.796741784,9,2,4,5,4,4,3,4,5,4,4,4,5,4,4,3,5,4,4,4,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,158913,ESS7e02_2,7,2.2,3625,1.0317526883972,1.56837807588537,2.796741784,5,88,1,2,3,3,4,4,4,4,4,4,4,1,1,1,4,1,3,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158914,ESS7e02_2,7,2.2,3626,2.0635053767944,1.30199858022599,2.796741784,5,66,1,5,1,1,1,3,1,2,3,1,3,3,3,4,4,1,3,3,1,2,4
FR,ESS1-8e01,1.0,12.12.2018,158915,ESS7e02_2,7,2.2,3627,0.515876344198599,0.664429923549296,2.796741784,4,66,4,4,2,4,3,4,4,4,3,3,3,3,4,3,4,3,3,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,158916,ESS7e02_2,7,2.2,3628,1.0317526883972,1.25962914357278,2.796741784,5,10,4,5,1,4,3,6,4,3,4,1,1,1,4,1,6,1,4,3,4,1,3
FR,ESS1-8e01,1.0,12.12.2018,158917,ESS7e02_2,7,2.2,3630,2.0635053767944,2.65771969419719,2.796741784,5,66,3,4,3,5,4,3,5,2,4,3,3,3,4,4,3,5,3,3,3,2,2
FR,ESS1-8e01,1.0,12.12.2018,158918,ESS7e02_2,7,2.2,3632,2.0635053767944,1.42758670752728,2.796741784,4,9,2,5,1,5,3,3,2,2,2,2,2,2,5,3,5,3,5,2,2,3,2
FR,ESS1-8e01,1.0,12.12.2018,158919,ESS7e02_2,7,2.2,3639,1.16931971351683,1.10771556181678,2.796741784,6,9,1,4,2,3,1,1,4,1,1,1,1,3,5,2,2,1,2,1,1,4,2
FR,ESS1-8e01,1.0,12.12.2018,158920,ESS7e02_2,7,2.2,3643,0.584659856758413,0.368899597730698,2.796741784,6,66,2,5,2,5,2,2,5,2,2,2,4,4,5,2,5,2,2,2,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,158921,ESS7e02_2,7,2.2,3645,4,3.66132678968603,2.796741784,2,66,2,4,2,2,2,4,3,2,4,3,4,2,2,2,4,2,2,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,158922,ESS7e02_2,7,2.2,3646,1.16931971351683,1.87665630068438,2.796741784,6,66,2,3,1,1,2,3,2,2,2,3,1,1,1,3,6,2,1,2,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,158923,ESS7e02_2,7,2.2,3647,0.584659856758413,0.58987923030047,2.796741784,10,66,2,6,3,4,4,3,6,2,2,2,1,3,5,3,4,5,3,3,1,4,5
FR,ESS1-8e01,1.0,12.12.2018,158924,ESS7e02_2,7,2.2,3649,2.33863942703365,1.51893162643021,2.796741784,7,10,4,5,4,4,3,4,4,4,2,2,4,2,5,2,5,2,4,2,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,158925,ESS7e02_2,7,2.2,3651,1.75397957027524,1.57606621700994,2.796741784,5,66,4,5,1,2,2,2,5,2,2,2,2,2,5,2,5,2,2,2,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,158926,ESS7e02_2,7,2.2,3653,1.16931971351683,0.759465813215106,2.796741784,10,10,5,5,2,2,2,3,3,3,3,2,1,1,5,4,5,3,5,1,3,5,2
FR,ESS1-8e01,1.0,12.12.2018,158927,ESS7e02_2,7,2.2,3654,0.797263441034199,1.21192851318415,2.796741784,5,10,3,5,3,4,6,5,5,3,3,2,5,4,5,3,5,2,2,2,3,2,3
FR,ESS1-8e01,1.0,12.12.2018,158928,ESS7e02_2,7,2.2,3657,1.5945268820684,1.19674924100732,2.796741784,3,12,1,5,1,1,5,1,5,1,5,1,1,1,2,4,1,3,5,2,2,3,1
FR,ESS1-8e01,1.0,12.12.2018,158929,ESS7e02_2,7,2.2,3658,1.1958951615513,0.827351387316948,2.796741784,8,10,2,4,1,2,2,4,4,3,1,4,3,1,4,1,2,1,3,1,1,2,4
FR,ESS1-8e01,1.0,12.12.2018,158930,ESS7e02_2,7,2.2,3659,1.1958951615513,1.02315102639817,2.796741784,5,9,1,6,2,3,3,3,4,1,2,2,3,3,4,2,5,4,6,4,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,158931,ESS7e02_2,7,2.2,3662,0.797263441034199,0.755260610329623,2.796741784,8,10,2,2,2,2,2,1,6,1,2,1,2,2,2,1,2,2,2,1,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,158932,ESS7e02_2,7,2.2,3663,1.5945268820684,1.03563519983878,2.796741784,77,2,2,5,1,3,3,3,5,1,4,1,5,1,4,2,5,2,7,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,158933,ESS7e02_2,7,2.2,3666,1.9931586025855,1.29454399979847,2.796741784,7,1,3,3,3,2,4,2,4,1,1,2,2,1,3,1,5,3,3,1,2,1,3
FR,ESS1-8e01,1.0,12.12.2018,158934,ESS7e02_2,7,2.2,3667,0.797263441034199,1.27953838683025,2.796741784,7,66,4,5,2,5,1,5,4,4,1,3,1,2,5,1,6,1,5,2,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,158935,ESS7e02_2,7,2.2,3668,1.5945268820684,1.00608981199281,2.796741784,3,13,1,6,1,4,4,2,5,1,1,1,2,1,5,5,5,3,5,2,1,6,5
FR,ESS1-8e01,1.0,12.12.2018,158936,ESS7e02_2,7,2.2,3669,1.5945268820684,1.03563519983878,2.796741784,10,66,2,5,3,4,4,3,4,3,3,4,4,3,4,3,5,4,3,2,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,158937,ESS7e02_2,7,2.2,3671,0.797263441034199,0.973349792760784,2.796741784,6,10,1,4,2,4,2,4,5,2,3,1,4,4,4,1,4,4,5,3,1,5,4
FR,ESS1-8e01,1.0,12.12.2018,158938,ESS7e02_2,7,2.2,3676,1.46164964189603,2.08539720001205,2.796741784,2,66,6,6,6,6,1,5,1,6,5,3,1,1,6,1,5,1,1,4,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,158939,ESS7e02_2,7,2.2,3677,0.730824820948016,0.692322226135488,2.796741784,88,15,3,5,2,2,2,5,3,2,2,2,3,3,4,2,5,2,2,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,158940,ESS7e02_2,7,2.2,3678,0.730824820948016,0.892237310030719,2.796741784,77,77,1,8,1,1,2,1,5,1,1,1,1,1,1,1,5,2,1,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,158941,ESS7e02_2,7,2.2,3679,0.730824820948016,0.563226550553975,2.796741784,7,15,3,5,2,2,2,4,4,2,3,2,2,3,4,2,3,2,2,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,158942,ESS7e02_2,7,2.2,3680,0.730824820948016,1.17291018792773,2.796741784,2,9,3,5,1,5,4,3,5,1,1,1,2,1,3,5,4,3,3,1,1,5,3
FR,ESS1-8e01,1.0,12.12.2018,158943,ESS7e02_2,7,2.2,3682,1.09623723142202,0.941036915789314,2.796741784,8,66,3,6,1,1,1,2,3,2,2,2,1,2,5,2,4,3,2,1,1,3,3
FR,ESS1-8e01,1.0,12.12.2018,158944,ESS7e02_2,7,2.2,3683,0.365412410474008,0.453311986353988,2.796741784,10,2,1,2,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,158945,ESS7e02_2,7,2.2,3684,0.730824820948016,0.892237310030719,2.796741784,3,9,6,4,3,4,1,3,3,3,3,2,3,3,5,2,6,2,2,2,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,158946,ESS7e02_2,7,2.2,3685,2.19247446284405,1.38337349149012,2.796741784,0,12,2,6,1,5,3,2,2,1,4,1,2,2,3,5,4,3,5,1,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,158947,ESS7e02_2,7,2.2,3686,0.365412410474008,0.453311986353988,2.796741784,3,9,3,1,1,1,2,1,6,3,4,1,1,2,2,3,1,5,5,3,4,4,2
FR,ESS1-8e01,1.0,12.12.2018,158948,ESS7e02_2,7,2.2,3688,0.730824820948016,0.737349037875587,2.796741784,0,12,2,5,1,2,3,2,5,1,1,1,2,1,2,3,5,2,2,2,2,2,5
FR,ESS1-8e01,1.0,12.12.2018,158949,ESS7e02_2,7,2.2,3689,0.365412410474008,0.470637862514085,2.796741784,1,66,3,5,1,3,4,2,4,1,2,1,2,1,5,5,1,2,3,2,1,2,1
FR,ESS1-8e01,1.0,12.12.2018,158950,ESS7e02_2,7,2.2,3690,1.46164964189603,0.922248994326744,2.796741784,8,66,2,2,1,2,1,2,2,2,2,1,2,3,2,1,1,2,1,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,158951,ESS7e02_2,7,2.2,3692,1.09623723142202,0.758405438373865,2.796741784,0,9,1,5,1,3,3,3,5,2,1,3,1,1,3,3,5,2,1,1,1,3,5
FR,ESS1-8e01,1.0,12.12.2018,158952,ESS7e02_2,7,2.2,3694,1.46164964189603,1.09702013759004,2.796741784,3,9,1,6,1,2,5,1,5,1,2,1,1,2,2,5,3,1,3,2,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,158953,ESS7e02_2,7,2.2,3697,0.939631912647448,1.50802738447851,2.796741784,5,9,1,5,2,4,2,1,3,2,4,4,3,1,5,2,5,2,2,1,1,5,4
FR,ESS1-8e01,1.0,12.12.2018,158954,ESS7e02_2,7,2.2,3698,0.31321063754915,0.382387418584594,2.796741784,7,10,1,4,8,5,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,1
FR,ESS1-8e01,1.0,12.12.2018,158955,ESS7e02_2,7,2.2,3700,0.31321063754915,0.476114773036632,2.796741784,8,10,1,3,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158956,ESS7e02_2,7,2.2,3702,1.2528425501966,0.866749072427279,2.796741784,6,10,5,4,1,2,2,3,1,2,2,3,3,3,4,2,4,2,2,1,2,6,3
FR,ESS1-8e01,1.0,12.12.2018,158957,ESS7e02_2,7,2.2,3703,0.939631912647448,0.705227231307883,2.796741784,2,12,1,4,1,1,2,3,6,3,5,2,2,2,2,7,3,1,3,1,1,5,3
FR,ESS1-8e01,1.0,12.12.2018,158958,ESS7e02_2,7,2.2,3704,0.626421275098299,1.00535158965234,2.796741784,5,10,3,4,5,8,1,3,1,1,1,3,3,2,6,2,6,1,4,5,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,158959,ESS7e02_2,7,2.2,3707,0.626421275098299,0.48276561476055,2.796741784,4,12,2,5,1,5,3,4,6,2,3,3,4,2,5,5,5,2,4,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,158960,ESS7e02_2,7,2.2,3708,0.31321063754915,0.197624784498588,2.796741784,6,11,3,5,2,5,4,5,3,3,2,4,3,3,4,2,5,2,8,2,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,158961,ESS7e02_2,7,2.2,3717,0.31321063754915,0.382387418584594,2.796741784,5,2,3,5,7,5,5,3,5,1,2,4,1,1,6,1,2,5,5,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,158962,ESS7e02_2,7,2.2,3719,0.31321063754915,0.502675794826172,2.796741784,5,66,1,6,2,2,1,8,2,1,1,3,2,1,3,1,6,1,1,1,1,1,5
FR,ESS1-8e01,1.0,12.12.2018,158963,ESS7e02_2,7,2.2,3725,1.2528425501966,0.866749072427279,2.796741784,4,12,3,5,1,5,3,2,1,2,1,3,2,1,6,3,3,1,1,1,1,3,1
FR,ESS1-8e01,1.0,12.12.2018,158964,ESS7e02_2,7,2.2,3732,0.365412410474008,0.312629480288329,2.796741784,8,10,5,5,2,5,1,3,1,3,2,1,1,2,4,1,6,1,5,4,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,158965,ESS7e02_2,7,2.2,3734,1.09623723142202,0.941036915789314,2.796741784,0,66,4,6,1,6,6,4,4,1,1,4,3,1,3,3,6,5,6,1,4,4,6
FR,ESS1-8e01,1.0,12.12.2018,158966,ESS7e02_2,7,2.2,3735,0.365412410474008,0.453311986353988,2.796741784,4,66,1,5,1,2,2,5,8,2,3,3,2,3,3,5,5,4,5,3,3,6,3
FR,ESS1-8e01,1.0,12.12.2018,158967,ESS7e02_2,7,2.2,3743,1.82706205237004,1.15281124290843,2.796741784,4,9,2,5,1,3,2,3,3,2,4,1,1,3,4,1,5,1,3,2,2,6,3
FR,ESS1-8e01,1.0,12.12.2018,158968,ESS7e02_2,7,2.2,3745,1.46164964189603,1.25051792115331,2.796741784,7,66,1,4,1,1,3,3,3,4,3,2,3,3,4,4,3,2,3,2,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,158969,ESS7e02_2,7,2.2,3749,0.320092292305735,0.273855742496627,2.796741784,3,66,1,6,2,1,2,1,1,1,2,2,2,1,4,1,3,4,1,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,158970,ESS7e02_2,7,2.2,3750,0.480138438458602,0.311846901582699,2.796741784,5,66,1,5,1,3,1,1,1,1,1,1,1,1,6,1,6,1,5,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158971,ESS7e02_2,7,2.2,3751,0.320092292305735,0.30322862883947,2.796741784,8,66,2,1,1,2,3,2,2,2,3,2,4,3,1,1,4,2,3,2,4,3,2
FR,ESS1-8e01,1.0,12.12.2018,158972,ESS7e02_2,7,2.2,3753,0.320092292305735,0.390788979331547,2.796741784,77,66,2,5,7,6,1,1,1,4,8,1,5,1,5,2,5,1,5,1,2,1,4
FR,ESS1-8e01,1.0,12.12.2018,158973,ESS7e02_2,7,2.2,3754,0.320092292305735,0.48657564856176,2.796741784,6,10,1,5,1,6,6,6,1,2,1,1,5,1,6,1,6,1,6,2,2,1,3
FR,ESS1-8e01,1.0,12.12.2018,158974,ESS7e02_2,7,2.2,3759,0.800230730764337,0.504917160393805,2.796741784,5,66,3,4,2,2,2,5,3,3,4,3,5,3,5,3,5,3,3,2,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,158975,ESS7e02_2,7,2.2,3761,0.160046146152867,0.161474909580153,2.796741784,7,66,4,5,1,2,1,4,8,1,1,2,1,1,5,1,6,1,6,2,1,4,6
FR,ESS1-8e01,1.0,12.12.2018,158976,ESS7e02_2,7,2.2,3762,0.160046146152867,0.161474909580153,2.796741784,4,11,1,6,1,6,6,1,6,1,1,2,1,3,6,4,3,6,6,3,2,6,3
FR,ESS1-8e01,1.0,12.12.2018,158977,ESS7e02_2,7,2.2,3765,0.160046146152867,0.100983432078761,2.796741784,7,66,1,5,2,4,5,1,5,2,4,1,1,2,2,4,1,2,2,1,3,2,2
FR,ESS1-8e01,1.0,12.12.2018,158978,ESS7e02_2,7,2.2,3771,0.64018458461147,0.480481341741028,2.796741784,8,2,3,4,4,3,1,2,4,2,1,1,4,3,2,1,2,1,2,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,158979,ESS7e02_2,7,2.2,3776,0.480138438458602,0.302950296236283,2.796741784,5,10,4,4,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158980,ESS7e02_2,7,2.2,3784,0.480138438458602,0.302950296236283,2.796741784,5,11,2,5,1,4,4,3,3,1,4,3,3,1,3,1,5,1,3,1,1,5,3
FR,ESS1-8e01,1.0,12.12.2018,158981,ESS7e02_2,7,2.2,3786,0.480138438458602,0.412162607078102,2.796741784,3,66,1,5,1,2,4,2,2,1,3,4,1,1,5,2,3,2,4,2,1,5,4
FR,ESS1-8e01,1.0,12.12.2018,158982,ESS7e02_2,7,2.2,3800,0.417614183398866,0.421342307357478,2.796741784,5,66,3,6,1,5,5,5,5,3,4,3,1,1,5,2,5,2,5,2,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,158983,ESS7e02_2,7,2.2,3801,0.417614183398866,0.634819697382175,2.796741784,8,9,3,3,4,3,2,2,2,2,2,2,4,1,3,2,4,2,4,1,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,158984,ESS7e02_2,7,2.2,3805,0.417614183398866,0.3218437431737,2.796741784,8,10,3,6,1,1,1,3,1,1,1,1,3,1,2,1,3,1,3,1,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,158985,ESS7e02_2,7,2.2,3806,0.208807091699433,0.26893592143662,2.796741784,5,66,3,4,1,3,4,1,4,1,1,1,2,1,4,7,4,2,4,2,4,7,3
FR,ESS1-8e01,1.0,12.12.2018,158986,ESS7e02_2,7,2.2,3811,0.417614183398866,0.263499712664784,2.796741784,7,10,1,5,2,5,5,5,5,2,5,2,5,2,4,1,4,3,4,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,158987,ESS7e02_2,7,2.2,3817,0.417614183398866,0.39561270064885,2.796741784,5,10,3,6,1,6,1,2,6,1,1,1,5,2,5,1,6,1,1,1,5,1,5
FR,ESS1-8e01,1.0,12.12.2018,158988,ESS7e02_2,7,2.2,3818,0.835228366797732,0.626868650051452,2.796741784,6,11,1,1,2,2,1,5,3,1,1,2,1,4,2,1,3,2,3,4,4,5,2
FR,ESS1-8e01,1.0,12.12.2018,158989,ESS7e02_2,7,2.2,3822,0.417614183398866,0.670234393101561,2.796741784,7,10,4,6,3,6,3,6,6,3,3,4,3,4,5,2,5,4,4,4,3,3,5
FR,ESS1-8e01,1.0,12.12.2018,158990,ESS7e02_2,7,2.2,3828,0.417614183398866,0.670234393101561,2.796741784,9,7,1,6,1,5,1,1,1,1,1,2,2,2,5,2,6,4,6,2,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,158991,ESS7e02_2,7,2.2,3831,0.584659856758413,0.713789848024576,2.796741784,77,66,1,5,2,5,1,1,2,1,1,2,2,2,5,2,3,1,3,4,2,1,4
FR,ESS1-8e01,1.0,12.12.2018,158992,ESS7e02_2,7,2.2,3836,1.16931971351683,1.66831776000965,2.796741784,77,66,4,5,1,6,3,4,1,4,1,3,3,1,6,1,5,1,4,2,1,1,5
FR,ESS1-8e01,1.0,12.12.2018,158993,ESS7e02_2,7,2.2,3839,0.292329928379206,0.26267770283499,2.796741784,7,66,3,5,1,4,4,1,1,1,2,4,2,1,5,1,2,1,4,1,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,158994,ESS7e02_2,7,2.2,3845,0.292329928379206,0.189866453303775,2.796741784,77,77,3,5,2,2,2,1,2,2,2,2,1,2,5,2,8,2,5,2,2,2,3
