cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,lrscale,prtvtcfr,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
FR,ESS1-8e01,1.0,12.12.2018,156918,ESS6e02_4,6,2.4,3444,0.957535930983894,0.650823577222211,2.702677846,5,9,6,6,1,5,1,4,3,1,1,3,1,1,5,1,6,1,3,1,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,156919,ESS6e02_4,6,2.4,3446,1.43630385367065,1.11755634377425,2.702677846,4,9,4,6,1,4,4,4,6,4,4,4,4,4,6,2,5,4,6,4,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,156920,ESS6e02_4,6,2.4,3447,0.478767965491947,0.365227875570217,2.702677846,5,66,4,6,2,5,2,6,5,3,2,4,2,4,6,2,5,4,5,4,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,156921,ESS6e02_4,6,2.4,3448,0.478767965491947,0.37067561005695,2.702677846,77,77,3,6,3,4,3,4,2,1,1,2,1,4,4,1,5,2,6,1,1,5,4
FR,ESS1-8e01,1.0,12.12.2018,156922,ESS6e02_4,6,2.4,3450,0.957535930983894,1.12554151824176,2.702677846,4,9,3,5,1,5,1,3,3,1,2,5,2,1,5,1,6,2,5,1,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,156923,ESS6e02_4,6,2.4,3452,0.970228656010058,1.26200036544763,2.702677846,5,66,4,5,3,5,4,4,5,4,4,2,2,4,5,4,5,4,4,3,4,5,3
FR,ESS1-8e01,1.0,12.12.2018,156924,ESS6e02_4,6,2.4,3453,0.970228656010058,0.751178284436227,2.702677846,5,9,4,6,1,3,5,5,5,1,4,1,5,1,5,3,6,3,5,1,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,156925,ESS6e02_4,6,2.4,3454,0.970228656010058,0.751178284436227,2.702677846,0,66,1,6,1,6,6,1,6,1,1,1,4,1,6,4,3,5,5,2,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,156926,ESS6e02_4,6,2.4,3455,1.45534294064249,2.98195086618563,2.702677846,10,2,2,6,3,4,2,3,4,1,3,2,5,4,2,2,3,4,2,1,5,5,4
FR,ESS1-8e01,1.0,12.12.2018,156927,ESS6e02_4,6,2.4,3456,0.970228656010058,1.14046126019013,2.702677846,1,9,1,6,1,2,2,1,6,1,6,2,2,1,5,2,1,2,4,1,1,6,2
FR,ESS1-8e01,1.0,12.12.2018,156928,ESS6e02_4,6,2.4,3457,0.485114328005029,0.55581031828223,2.702677846,0,9,2,6,1,5,5,4,6,1,1,1,3,2,6,3,2,1,4,1,3,4,2
FR,ESS1-8e01,1.0,12.12.2018,156929,ESS6e02_4,6,2.4,3461,0.970228656010058,1.35405421048699,2.702677846,7,8,2,4,3,5,5,2,5,4,2,3,3,4,5,2,3,5,4,4,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,156930,ESS6e02_4,6,2.4,3462,1.45534294064249,0.989175933837587,2.702677846,0,6,2,6,2,5,5,3,6,1,2,1,1,1,6,4,5,2,4,1,3,6,4
FR,ESS1-8e01,1.0,12.12.2018,156931,ESS6e02_4,6,2.4,3463,0.485114328005029,0.323827646540311,2.702677846,3,9,1,5,1,4,4,2,4,4,1,3,2,1,5,5,4,4,5,3,1,4,4
FR,ESS1-8e01,1.0,12.12.2018,156932,ESS6e02_4,6,2.4,3464,0.970228656010058,0.740138389350657,2.702677846,9,2,2,5,2,2,2,2,4,2,2,2,2,5,4,2,2,2,4,2,2,3,2
FR,ESS1-8e01,1.0,12.12.2018,156933,ESS6e02_4,6,2.4,3466,0.970228656010058,0.572706354251479,2.702677846,5,88,3,3,4,2,3,4,3,4,3,3,2,2,1,4,4,4,4,3,2,3,1
FR,ESS1-8e01,1.0,12.12.2018,156934,ESS6e02_4,6,2.4,3467,0.970228656010058,0.659450642211551,2.702677846,8,8,3,6,3,6,4,4,5,2,2,4,5,2,6,2,5,4,5,2,3,4,4
FR,ESS1-8e01,1.0,12.12.2018,156935,ESS6e02_4,6,2.4,3468,1.45534294064249,0.859059505775251,2.702677846,5,77,4,6,3,4,4,5,5,4,3,4,4,4,5,4,5,4,5,5,3,5,5
FR,ESS1-8e01,1.0,12.12.2018,156936,ESS6e02_4,6,2.4,3469,0.970228656010058,0.939054191390832,2.702677846,5,9,4,5,3,4,3,3,3,3,3,2,5,3,4,3,5,3,4,2,4,5,3
FR,ESS1-8e01,1.0,12.12.2018,156937,ESS6e02_4,6,2.4,3470,0.970228656010058,0.740138389350657,2.702677846,8,2,2,3,2,2,2,2,6,3,3,2,2,2,2,2,2,2,3,3,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,156938,ESS6e02_4,6,2.4,3472,0.474198818143463,0.375796154490406,2.702677846,88,12,1,6,1,6,2,3,4,1,1,3,1,1,5,5,8,4,8,1,1,6,4
FR,ESS1-8e01,1.0,12.12.2018,156939,ESS6e02_4,6,2.4,3474,0.948397636286926,0.644612408061926,2.702677846,4,9,3,6,1,5,2,3,5,1,1,1,1,1,6,1,5,1,6,1,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,156940,ESS6e02_4,6,2.4,3476,0.948397636286926,0.751592308980811,2.702677846,77,77,1,6,1,4,2,2,3,1,1,1,1,1,4,1,5,1,4,1,1,2,1
FR,ESS1-8e01,1.0,12.12.2018,156941,ESS6e02_4,6,2.4,3477,0.474198818143463,0.557399926677652,2.702677846,5,15,5,5,1,6,2,2,2,2,2,4,1,5,5,2,1,1,2,2,2,4,6
FR,ESS1-8e01,1.0,12.12.2018,156942,ESS6e02_4,6,2.4,3478,0.47168033483818,0.912357320724111,2.702677846,6,77,2,5,2,3,3,2,6,2,2,2,2,2,2,2,2,2,3,2,2,3,2
FR,ESS1-8e01,1.0,12.12.2018,156943,ESS6e02_4,6,2.4,3479,0.474198818143463,0.37613719530193,2.702677846,5,77,3,4,1,2,1,1,3,2,1,1,1,1,5,1,4,1,5,1,1,4,1
FR,ESS1-8e01,1.0,12.12.2018,156944,ESS6e02_4,6,2.4,3482,1.42259641203371,1.12841155227651,2.702677846,3,12,1,6,3,3,5,3,5,3,3,2,3,4,4,4,3,4,4,2,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,156945,ESS6e02_4,6,2.4,3489,0.474198818143463,0.543304084885003,2.702677846,5,66,3,5,1,2,1,1,5,1,2,2,2,2,5,4,5,3,5,3,1,4,2
FR,ESS1-8e01,1.0,12.12.2018,156946,ESS6e02_4,6,2.4,3491,0.54696390928708,0.659537122067889,2.702677846,7,10,2,5,2,6,1,4,1,2,2,2,2,1,6,2,6,4,5,2,3,1,5
FR,ESS1-8e01,1.0,12.12.2018,156947,ESS6e02_4,6,2.4,3494,1.09392781857416,1.13728715789758,2.702677846,7,66,3,5,3,3,3,3,3,3,4,3,3,2,4,3,4,3,3,2,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,156948,ESS6e02_4,6,2.4,3495,0.27348195464354,0.324922028071312,2.702677846,5,66,2,5,2,1,2,2,5,2,2,1,2,2,2,2,2,1,5,1,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,156949,ESS6e02_4,6,2.4,3507,0.470250336669415,0.488889357972647,2.702677846,3,6,1,6,1,5,5,1,5,1,2,1,1,1,6,1,1,5,6,1,1,6,1
FR,ESS1-8e01,1.0,12.12.2018,156950,ESS6e02_4,6,2.4,3515,0.470250336669415,0.432313369207664,2.702677846,9,2,3,5,1,4,1,1,3,1,1,1,1,1,3,1,5,2,5,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,156951,ESS6e02_4,6,2.4,3516,0.470250336669415,0.858565879429429,2.702677846,0,15,3,5,1,4,2,1,4,1,1,3,1,1,5,2,4,1,4,1,4,5,4
FR,ESS1-8e01,1.0,12.12.2018,156952,ESS6e02_4,6,2.4,3517,0.470250336669415,0.567034768532813,2.702677846,10,10,3,5,3,4,4,3,4,4,3,2,2,2,4,3,5,3,4,1,3,2,3
FR,ESS1-8e01,1.0,12.12.2018,156953,ESS6e02_4,6,2.4,3519,2.40906027399846,4.01463455728013,2.702677846,2,66,3,4,1,2,2,2,4,1,2,2,2,2,5,1,4,2,5,1,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,156954,ESS6e02_4,6,2.4,3523,0.48181206197925,0.882055180623137,2.702677846,5,2,2,6,1,5,5,2,5,1,5,4,4,2,5,2,5,4,6,2,1,3,5
FR,ESS1-8e01,1.0,12.12.2018,156955,ESS6e02_4,6,2.4,3524,0.963624123958501,2.09450434292791,2.702677846,9,10,3,3,5,2,3,3,5,2,3,4,5,2,2,2,4,2,2,1,3,1,2
FR,ESS1-8e01,1.0,12.12.2018,156956,ESS6e02_4,6,2.4,3525,1.4454361428604,1.78403110145839,2.702677846,3,6,2,5,2,4,6,1,5,2,4,2,3,1,5,3,5,2,5,1,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,156957,ESS6e02_4,6,2.4,3526,0.963624123958501,1.19043346029355,2.702677846,2,4,3,6,1,5,5,3,6,1,1,1,2,1,3,4,4,5,6,1,3,4,2
FR,ESS1-8e01,1.0,12.12.2018,156958,ESS6e02_4,6,2.4,3527,0.963624123958501,1.16195213373248,2.702677846,8,10,4,6,1,5,3,3,2,2,4,3,3,1,4,1,4,1,5,1,1,2,4
FR,ESS1-8e01,1.0,12.12.2018,156959,ESS6e02_4,6,2.4,3528,0.963624123958501,1.71949854957074,2.702677846,10,2,1,6,1,2,1,4,5,1,1,2,4,2,4,1,5,1,6,1,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,156960,ESS6e02_4,6,2.4,3529,1.4454361428604,2.17884890604407,2.702677846,7,7,3,3,2,4,1,1,3,1,2,1,2,2,5,1,5,3,5,2,3,3,2
FR,ESS1-8e01,1.0,12.12.2018,156961,ESS6e02_4,6,2.4,3531,0.963624123958501,1.45256598065255,2.702677846,5,12,2,5,2,3,3,6,3,1,4,2,1,2,3,4,2,5,4,2,2,4,4
FR,ESS1-8e01,1.0,12.12.2018,156962,ESS6e02_4,6,2.4,3532,1.927248247917,4.01463455728013,2.702677846,88,66,2,6,2,5,3,5,4,2,2,2,2,2,5,2,5,5,6,1,2,3,5
FR,ESS1-8e01,1.0,12.12.2018,156963,ESS6e02_4,6,2.4,3535,0.48181206197925,0.85974927478537,2.702677846,4,9,2,5,2,5,1,4,3,1,2,2,2,3,5,1,5,2,3,3,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,156964,ESS6e02_4,6,2.4,3536,0.963624123958501,0.885884728182861,2.702677846,8,7,2,3,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,156965,ESS6e02_4,6,2.4,3541,0.963624123958501,1.1448751895281,2.702677846,0,66,2,4,1,1,1,2,2,3,1,1,2,3,1,4,5,2,2,1,2,3,2
FR,ESS1-8e01,1.0,12.12.2018,156966,ESS6e02_4,6,2.4,3543,0.473649489300777,0.864771928082004,2.702677846,8,66,2,5,1,2,3,1,4,1,5,2,1,1,4,3,2,1,4,1,2,6,1
FR,ESS1-8e01,1.0,12.12.2018,156967,ESS6e02_4,6,2.4,3545,0.946642238289456,1.68919593774224,2.702677846,10,2,8,6,1,6,1,5,4,1,1,1,3,1,6,1,6,1,1,1,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,156968,ESS6e02_4,6,2.4,3546,0.473649489300777,0.585132923196598,2.702677846,5,10,2,5,2,2,3,1,4,3,3,4,2,4,4,4,2,4,4,3,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,156969,ESS6e02_4,6,2.4,3547,0.947298978601555,1.16920477501036,2.702677846,4,10,1,6,1,5,6,1,6,1,5,2,1,1,3,5,1,6,5,1,2,5,4
FR,ESS1-8e01,1.0,12.12.2018,156970,ESS6e02_4,6,2.4,3549,0.473649489300777,0.845183915188785,2.702677846,88,9,2,5,1,8,8,2,2,2,8,2,2,1,8,8,5,1,1,2,1,1,5
FR,ESS1-8e01,1.0,12.12.2018,156971,ESS6e02_4,6,2.4,3550,0.947298978601555,2.03236802110953,2.702677846,0,66,1,3,1,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2
FR,ESS1-8e01,1.0,12.12.2018,156972,ESS6e02_4,6,2.4,3553,0.472309549671855,1.50720911966334,2.702677846,0,66,3,5,2,5,4,2,3,2,2,2,2,2,5,2,3,2,2,1,3,5,2
FR,ESS1-8e01,1.0,12.12.2018,156973,ESS6e02_4,6,2.4,3557,0.951046514518631,1.92663208416917,2.702677846,8,14,2,3,1,6,4,1,2,2,1,3,1,4,6,1,1,5,6,4,5,4,2
FR,ESS1-8e01,1.0,12.12.2018,156974,ESS6e02_4,6,2.4,3559,1.45156709918286,1.72459688012262,2.702677846,8,2,2,3,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,3,1
FR,ESS1-8e01,1.0,12.12.2018,156975,ESS6e02_4,6,2.4,3560,0.486380563565771,0.505658928680804,2.702677846,5,6,3,3,3,4,1,3,3,4,1,3,1,5,5,2,6,5,4,2,1,2,2
FR,ESS1-8e01,1.0,12.12.2018,156976,ESS6e02_4,6,2.4,3561,0.483855714147644,0.885796502447084,2.702677846,77,77,3,5,2,4,2,4,5,3,3,3,2,3,5,3,3,4,5,2,3,3,2
FR,ESS1-8e01,1.0,12.12.2018,156977,ESS6e02_4,6,2.4,3562,0.486380563565771,0.577865400056263,2.702677846,3,66,2,5,2,4,4,3,5,2,3,1,2,4,4,3,5,2,4,2,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,156978,ESS6e02_4,6,2.4,3563,0.486380563565771,0.505658928680804,2.702677846,8,10,2,5,1,4,5,3,5,2,3,3,3,3,4,4,5,4,4,3,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,156979,ESS6e02_4,6,2.4,3568,0.486380563565771,0.577865400056263,2.702677846,77,77,3,5,3,4,3,4,3,2,3,3,2,2,5,2,3,3,4,1,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,156980,ESS6e02_4,6,2.4,3569,0.486380563565771,0.577865400056263,2.702677846,5,10,6,6,6,4,4,6,6,4,6,6,6,1,3,6,6,6,6,1,5,6,1
FR,ESS1-8e01,1.0,12.12.2018,156981,ESS6e02_4,6,2.4,3570,0.486380563565771,0.890418753912528,2.702677846,9,2,1,6,1,4,3,3,1,1,3,4,1,1,6,3,6,1,3,1,3,4,6
FR,ESS1-8e01,1.0,12.12.2018,156982,ESS6e02_4,6,2.4,3572,1.75874598391041,3.56287141457065,2.702677846,2,9,5,6,2,4,3,4,5,3,1,2,2,2,6,4,5,2,3,2,2,5,3
FR,ESS1-8e01,1.0,12.12.2018,156983,ESS6e02_4,6,2.4,3573,0.879372991955205,0.93087843188635,2.702677846,5,14,2,5,2,2,2,5,2,2,2,2,2,4,5,2,5,2,5,2,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,156984,ESS6e02_4,6,2.4,3575,1.75874598391041,1.8617568637727,2.702677846,0,66,2,6,1,5,5,4,5,1,1,2,2,1,6,4,5,2,6,1,3,6,1
FR,ESS1-8e01,1.0,12.12.2018,156985,ESS6e02_4,6,2.4,3577,1.75874598391041,3.21974298471408,2.702677846,9,2,2,5,2,3,1,4,4,2,2,3,4,1,5,2,6,4,3,2,1,1,5
FR,ESS1-8e01,1.0,12.12.2018,156986,ESS6e02_4,6,2.4,3579,1.75874598391041,2.65113182756679,2.702677846,10,10,3,5,3,3,3,4,3,3,3,4,3,3,5,3,3,3,4,3,3,3,4
FR,ESS1-8e01,1.0,12.12.2018,156987,ESS6e02_4,6,2.4,3580,1.75874598391041,1.8617568637727,2.702677846,5,9,4,4,4,4,4,4,3,3,3,3,3,4,4,1,5,6,6,5,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,156988,ESS6e02_4,6,2.4,3581,1.75874598391041,2.08955399890749,2.702677846,7,10,3,5,3,3,3,3,3,3,3,4,5,3,4,3,4,3,3,3,2,3,3
FR,ESS1-8e01,1.0,12.12.2018,156989,ESS6e02_4,6,2.4,3585,1.75874598391041,2.65113182756679,2.702677846,10,66,4,6,2,2,2,4,6,4,2,1,2,2,4,1,6,3,6,1,4,5,4
FR,ESS1-8e01,1.0,12.12.2018,156990,ESS6e02_4,6,2.4,3589,0.879372991955205,1.56916015965555,2.702677846,10,10,2,6,1,3,4,5,3,2,1,3,2,3,4,5,2,2,3,1,3,2,1
FR,ESS1-8e01,1.0,12.12.2018,156991,ESS6e02_4,6,2.4,3591,0.879372991955205,1.04477699945374,2.702677846,2,15,3,6,1,5,2,4,5,2,1,2,2,1,5,4,5,1,2,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,156992,ESS6e02_4,6,2.4,3595,1.75874598391041,1.82845630903905,2.702677846,7,10,3,6,1,6,4,5,6,1,1,1,5,1,6,3,6,3,6,1,1,4,3
FR,ESS1-8e01,1.0,12.12.2018,156993,ESS6e02_4,6,2.4,3597,0.925892643908979,0.589911487943207,2.702677846,4,9,4,5,1,1,1,4,6,1,1,1,1,1,5,1,5,1,1,1,1,5,5
FR,ESS1-8e01,1.0,12.12.2018,156994,ESS6e02_4,6,2.4,3599,0.925892643908979,1.12892226606894,2.702677846,4,9,1,3,1,3,2,4,3,2,2,2,2,2,5,2,3,3,2,2,2,4,5
FR,ESS1-8e01,1.0,12.12.2018,156995,ESS6e02_4,6,2.4,3601,0.457242331697398,0.331843549283193,2.702677846,5,10,1,6,1,2,3,1,3,1,2,1,1,1,4,1,4,1,1,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,156996,ESS6e02_4,6,2.4,3602,0.462946321954489,0.256157198102052,2.702677846,6,9,5,3,1,1,1,4,3,1,1,4,4,3,3,3,6,4,3,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,156997,ESS6e02_4,6,2.4,3603,0.925892643908979,1.02019947495103,2.702677846,8,10,4,6,1,3,3,4,5,4,1,3,3,1,4,1,4,1,1,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,156998,ESS6e02_4,6,2.4,3604,0.925892643908979,0.671966438604582,2.702677846,7,77,6,3,1,1,1,6,1,1,1,1,5,2,6,1,6,1,1,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,156999,ESS6e02_4,6,2.4,3609,0.914484663394797,1.65810351295179,2.702677846,5,15,6,4,1,1,1,6,5,5,1,1,1,1,6,2,6,1,1,1,1,1,3
FR,ESS1-8e01,1.0,12.12.2018,157000,ESS6e02_4,6,2.4,3610,0.462946321954489,0.289679979940727,2.702677846,7,10,1,5,1,1,1,1,1,1,4,1,1,1,3,1,3,1,1,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,157001,ESS6e02_4,6,2.4,3611,0.925892643908979,0.662090701862822,2.702677846,7,10,5,4,1,1,1,4,1,1,3,1,5,3,4,1,5,1,1,2,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,157002,ESS6e02_4,6,2.4,3613,1.38883892447284,2.66750376729602,2.702677846,5,9,4,4,1,1,1,5,4,1,1,1,3,1,5,1,4,1,1,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,157003,ESS6e02_4,6,2.4,3615,0.925892643908979,0.68781322198028,2.702677846,2,9,4,6,3,4,1,6,1,1,3,2,5,4,4,1,6,1,2,1,1,3,4
FR,ESS1-8e01,1.0,12.12.2018,157004,ESS6e02_4,6,2.4,3625,1.44305277768468,0.919408331910489,2.702677846,8,9,4,5,4,5,3,5,4,3,4,2,3,3,5,3,5,4,5,3,3,5,4
FR,ESS1-8e01,1.0,12.12.2018,157005,ESS6e02_4,6,2.4,3628,0.962035213794003,0.701668682948956,2.702677846,5,10,1,2,1,2,2,1,5,1,4,1,2,1,3,1,2,4,5,1,2,2,1
FR,ESS1-8e01,1.0,12.12.2018,157006,ESS6e02_4,6,2.4,3630,0.962035213794003,1.06002334768903,2.702677846,88,77,6,6,3,6,6,6,4,4,3,6,3,3,6,3,6,3,4,4,4,3,6
FR,ESS1-8e01,1.0,12.12.2018,157007,ESS6e02_4,6,2.4,3632,0.962035213794003,0.715310838540698,2.702677846,4,66,5,5,3,4,4,4,4,2,3,2,3,4,5,4,5,4,4,2,2,4,3
FR,ESS1-8e01,1.0,12.12.2018,157008,ESS6e02_4,6,2.4,3638,0.923739098106366,1.12629649101439,2.702677846,10,10,5,3,3,3,1,5,4,2,2,2,2,2,5,3,5,3,5,1,3,6,3
FR,ESS1-8e01,1.0,12.12.2018,157009,ESS6e02_4,6,2.4,3639,0.923739098106366,0.588539405102792,2.702677846,10,10,6,5,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,157010,ESS6e02_4,6,2.4,3643,0.461869549053183,0.336868540290012,2.702677846,4,66,4,5,2,4,2,5,3,2,3,2,2,4,4,5,5,3,4,2,4,4,3
FR,ESS1-8e01,1.0,12.12.2018,157011,ESS6e02_4,6,2.4,3644,0.461869549053183,0.837441624190391,2.702677846,2,13,4,6,1,4,2,4,4,1,4,3,4,2,5,2,5,3,6,2,2,2,4
FR,ESS1-8e01,1.0,12.12.2018,157012,ESS6e02_4,6,2.4,3647,0.923739098106366,0.578012418978075,2.702677846,8,10,1,5,1,5,3,4,6,2,4,4,2,2,6,3,6,3,5,3,1,2,4
FR,ESS1-8e01,1.0,12.12.2018,157013,ESS6e02_4,6,2.4,3649,0.987625933675416,0.706235168738811,2.702677846,5,66,2,5,3,4,3,4,5,4,2,3,3,4,5,3,5,2,5,3,3,3,4
FR,ESS1-8e01,1.0,12.12.2018,157014,ESS6e02_4,6,2.4,3650,1.31683461747862,2.52920712483871,2.702677846,7,2,1,5,3,1,3,4,5,1,2,6,4,4,4,1,5,3,4,1,2,5,6
FR,ESS1-8e01,1.0,12.12.2018,157015,ESS6e02_4,6,2.4,3651,0.658417308739308,0.411992284511508,2.702677846,2,9,4,5,3,5,5,4,4,3,4,3,2,2,5,5,5,3,5,3,2,3,4
FR,ESS1-8e01,1.0,12.12.2018,157016,ESS6e02_4,6,2.4,3655,0.658417308739308,0.707134073420316,2.702677846,5,7,4,5,2,4,3,4,4,2,2,3,5,4,4,4,5,4,5,2,4,4,4
FR,ESS1-8e01,1.0,12.12.2018,157017,ESS6e02_4,6,2.4,3656,0.658417308739308,0.477846256776893,2.702677846,5,9,4,5,1,4,3,5,5,4,1,2,5,2,5,2,5,2,5,2,3,3,3
FR,ESS1-8e01,1.0,12.12.2018,157018,ESS6e02_4,6,2.4,3657,0.658417308739308,0.364315094407716,2.702677846,8,10,4,4,3,6,4,2,5,1,1,1,1,2,6,1,6,3,6,1,3,1,4
FR,ESS1-8e01,1.0,12.12.2018,157019,ESS6e02_4,6,2.4,3658,0.658417308739308,0.477846256776893,2.702677846,2,9,4,5,2,4,3,4,3,3,2,3,4,3,5,3,5,3,3,3,3,3,4
FR,ESS1-8e01,1.0,12.12.2018,157020,ESS6e02_4,6,2.4,3659,0.466265752167544,0.423027009396613,2.702677846,1,13,1,6,1,6,5,1,6,1,1,1,3,1,5,2,2,6,2,1,1,1,2
FR,ESS1-8e01,1.0,12.12.2018,157021,ESS6e02_4,6,2.4,3664,0.930816251736088,1.1349255219993,2.702677846,3,9,2,5,2,4,5,4,5,2,4,3,4,4,4,4,5,4,4,3,4,6,4
FR,ESS1-8e01,1.0,12.12.2018,157022,ESS6e02_4,6,2.4,3665,0.932531504335088,0.594141287216348,2.702677846,1,6,3,5,2,3,4,5,4,2,2,2,4,2,4,2,4,2,2,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,157023,ESS6e02_4,6,2.4,3666,0.465251918210471,0.608650732231547,2.702677846,7,2,2,5,2,2,2,1,3,2,2,1,2,1,2,2,3,3,2,1,2,3,2
FR,ESS1-8e01,1.0,12.12.2018,157024,ESS6e02_4,6,2.4,3667,0.319389672654271,0.253111998965616,2.702677846,4,9,1,6,1,5,1,3,5,2,4,1,2,1,5,5,4,3,5,1,1,1,1
FR,ESS1-8e01,1.0,12.12.2018,157025,ESS6e02_4,6,2.4,3668,0.638779345308542,0.494560915893204,2.702677846,0,4,3,5,1,6,5,4,5,3,1,2,5,2,6,3,6,4,5,2,2,3,5
FR,ESS1-8e01,1.0,12.12.2018,157026,ESS6e02_4,6,2.4,3669,0.958168989407152,1.3199143420915,2.702677846,6,66,2,3,1,3,2,1,6,2,2,1,1,2,5,2,1,6,5,1,1,2,1
FR,ESS1-8e01,1.0,12.12.2018,157027,ESS6e02_4,6,2.4,3670,0.638779345308542,0.377058529199955,2.702677846,88,66,2,2,1,2,2,2,5,2,2,2,2,2,2,2,5,2,4,2,1,4,2
FR,ESS1-8e01,1.0,12.12.2018,157028,ESS6e02_4,6,2.4,3671,0.638779345308542,0.377058529199955,2.702677846,7,8,4,5,2,4,2,4,5,2,2,2,2,4,5,1,5,2,5,1,2,5,2
FR,ESS1-8e01,1.0,12.12.2018,157029,ESS6e02_4,6,2.4,3676,0.319389672654271,0.375428561412462,2.702677846,5,9,4,6,2,2,6,5,6,3,5,2,1,2,4,8,6,6,6,2,5,5,6
FR,ESS1-8e01,1.0,12.12.2018,157030,ESS6e02_4,6,2.4,3677,1.01260548987722,0.77246553344183,2.702677846,5,9,2,6,1,3,1,3,5,1,5,1,5,2,5,1,4,4,4,1,1,1,4
FR,ESS1-8e01,1.0,12.12.2018,157031,ESS6e02_4,6,2.4,3679,0.506342079521606,0.344153522420589,2.702677846,7,10,2,5,2,2,3,3,4,3,2,3,3,3,3,3,3,3,3,2,1,2,3
FR,ESS1-8e01,1.0,12.12.2018,157032,ESS6e02_4,6,2.4,3683,1.01268415904321,1.16026320449423,2.702677846,5,10,4,3,1,2,3,1,4,1,4,3,2,1,3,1,6,4,5,6,1,1,6
FR,ESS1-8e01,1.0,12.12.2018,157033,ESS6e02_4,6,2.4,3686,1.01194184331866,0.783473805998845,2.702677846,8,10,1,5,1,5,3,3,4,3,2,4,4,3,4,3,5,1,4,1,4,2,4
FR,ESS1-8e01,1.0,12.12.2018,157034,ESS6e02_4,6,2.4,3688,0.692702776176475,1.23172557892972,2.702677846,2,66,1,2,1,1,4,3,5,1,1,1,1,1,2,1,1,1,1,1,1,5,2
FR,ESS1-8e01,1.0,12.12.2018,157035,ESS6e02_4,6,2.4,3690,0.692702776176475,0.354843394331175,2.702677846,4,10,5,5,3,5,4,4,5,4,3,3,2,4,6,4,6,2,5,2,2,2,3
FR,ESS1-8e01,1.0,12.12.2018,157036,ESS6e02_4,6,2.4,3691,0.692702776176475,0.838959073163425,2.702677846,1,7,4,5,3,5,3,3,2,2,2,2,2,2,5,2,5,5,5,2,2,2,2
FR,ESS1-8e01,1.0,12.12.2018,157037,ESS6e02_4,6,2.4,3692,1.38540555235295,1.37749908643028,2.702677846,3,66,2,6,1,2,1,6,3,5,1,2,1,2,5,1,6,1,1,1,1,1,6
FR,ESS1-8e01,1.0,12.12.2018,157038,ESS6e02_4,6,2.4,3693,2.07810826659697,2.48429805509463,2.702677846,88,66,3,1,1,1,1,2,4,3,3,1,1,2,2,2,2,2,3,1,4,3,1
FR,ESS1-8e01,1.0,12.12.2018,157039,ESS6e02_4,6,2.4,3694,1.38540555235295,0.817178655480635,2.702677846,2,9,3,5,2,2,2,5,3,2,2,2,4,4,4,3,5,4,5,4,3,5,5
FR,ESS1-8e01,1.0,12.12.2018,157040,ESS6e02_4,6,2.4,3696,0.692702776176475,0.458582686227141,2.702677846,1,9,2,4,2,3,3,3,3,3,4,4,4,5,4,4,5,4,4,3,3,6,4
