essround,idno,cntry,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,agea,domicil,eduyrs,mainact,hincsrca,hinctnta,hincfel,iincsrc,
9,24715,EE,,,,,,38,4,10,66,1,7,3,1,
9,24740,EE,,,,,,26,3,18,66,1,7,3,8,
9,24744,EE,,,,,,67,1,14,66,1,5,2,1,
9,24776,EE,,,,,,49,4,11,66,1,6,2,1,
9,24784,EE,,,,,,17,3,10,66,1,8,2,8,
9,24785,EE,,,,,,17,4,10,66,1,7,1,9,
9,24844,EE,,,,,,22,3,16,66,2,10,1,1,
9,24865,EE,,,,,,34,4,9,66,1,10,1,1,
9,24886,EE,,,,,,86,3,7,66,4,2,3,66,
9,24926,EE,,,,,,48,3,15,66,1,7,3,1,
9,24933,EE,,,,,,69,3,11,1,4,88,2,1,
9,24947,EE,,,,,,61,4,10,66,1,6,2,1,
9,24959,EE,,,,,,59,5,10,5,4,2,3,4,
9,24995,EE,,,,,,57,2,11,66,1,5,3,1,
9,25062,EE,,,,,,27,3,15,66,8,7,1,8,
9,25063,EE,,,,,,85,1,11,66,4,2,3,66,
9,25082,EE,,,,,,29,1,17,66,1,7,2,1,
9,25088,EE,,,,,,45,1,18,66,1,8,2,2,
9,25131,EE,,,,,,24,1,16,66,1,8,1,66,
9,25146,EE,,,,,,58,3,14,66,1,10,1,1,
9,25155,EE,,,,,,63,3,17,66,1,6,2,1,
9,25202,EE,,,,,,69,3,13,66,4,2,3,66,
9,25224,EE,,,,,,15,1,8,66,1,88,2,1,
9,25245,EE,,,,,,60,2,8,6,4,2,4,4,
9,25251,EE,,,,,,60,3,10,66,5,2,2,66,
9,25278,EE,,,,,,57,3,18,66,1,6,2,1,
9,25371,EE,,,,,,37,4,12,66,2,5,1,66,
9,25376,EE,,,,,,25,1,15,66,1,8,2,1,
9,25414,EE,,,,,,50,4,21,66,1,9,1,1,
9,25449,EE,,,,,,15,5,8,66,1,88,2,9,
9,25477,EE,,,,,,22,3,14,66,1,8,1,8,
9,25489,EE,,,,,,55,4,12,66,1,2,2,8,
9,25492,EE,,,,,,31,1,16,66,1,9,1,1,
9,25543,EE,,,,,,18,3,10,66,1,7,2,9,
9,25544,EE,,,,,,23,5,12,66,1,5,2,66,
9,25579,EE,,,,,,44,4,17,66,1,4,2,1,
9,25588,EE,,,,,,15,3,8,66,8,88,2,9,
9,25610,EE,,,,,,43,1,12,66,1,7,2,1,
9,25646,EE,,,,,,50,3,11,66,3,6,2,1,
9,25704,EE,,,,,,31,3,12,66,7,4,2,66,
9,25705,EE,,,,,,69,4,12,66,4,1,4,66,
9,25749,EE,,,,,,56,1,17,66,1,8,2,66,
9,25753,EE,,,,,,54,4,11,66,1,4,2,1,
9,25818,EE,,,,,,42,3,21,66,2,9,3,6,
9,25823,EE,,,,,,20,3,12,66,6,5,2,6,
9,25832,EE,,,,,,53,4,16,66,1,8,3,1,
9,25845,EE,,,,,,22,1,14,66,1,7,2,1,
9,25888,EE,,,,,,66,3,11,66,4,7,2,4,
9,25891,EE,,,,,,36,3,18,66,1,10,2,1,
9,25895,EE,,,,,,85,3,12,66,4,2,3,66,
9,25902,EE,,,,,,66,4,15,66,1,4,2,1,
9,25912,EE,,,,,,68,1,12,66,4,2,3,4,
9,25955,EE,,,,,,29,1,16,66,1,10,2,1,
9,25970,EE,,,,,,40,3,17,66,1,4,2,1,
9,26156,EE,,,,,,72,3,18,66,4,2,2,66,
9,26233,EE,,,,,,40,1,16,66,1,10,2,1,
9,26241,EE,,,,,,42,4,11,66,8,1,3,2,
9,26251,EE,,,,,,56,1,16,66,1,5,3,9,
9,26265,EE,,,,,,58,1,12,66,1,6,2,1,
9,26288,EE,,,,,,48,1,13,66,2,6,2,2,
9,26443,EE,,,,,,26,3,17,1,2,5,2,66,
9,26446,EE,,,,,,31,3,13,66,1,9,2,1,
9,26477,EE,,,,,,17,2,10,66,4,6,2,4,
9,26497,EE,,,,,,32,4,13,66,1,8,2,1,
9,26520,EE,,,,,,58,1,11,66,1,4,1,66,
9,26547,EE,,,,,,82,4,7,66,4,1,2,66,
9,26563,EE,,,,,,35,1,15,66,1,8,2,1,
9,26575,EE,,,,,,90,2,5,66,1,5,3,4,
9,26590,EE,,,,,,71,4,10,66,4,4,2,4,
9,26592,EE,,,,,,68,3,13,66,4,3,1,66,
9,26594,EE,,,,,,52,4,11,66,8,6,2,9,
9,26614,EE,,,,,,37,4,13,66,6,5,3,1,
9,26619,EE,,,,,,19,3,12,66,8,2,2,66,
9,26631,EE,,,,,,34,2,16,66,1,6,3,1,
9,26641,EE,,,,,,33,4,12,66,1,10,2,1,
9,26688,EE,,,,,,70,1,16,66,6,3,1,66,
9,26697,EE,,,,,,83,3,6,66,4,2,3,66,
9,26721,EE,,,,,,39,2,14,66,1,10,2,1,
9,26800,EE,,,,,,74,3,11,66,4,1,3,66,
9,26807,EE,,,,,,56,1,20,66,1,9,2,1,
9,26820,EE,,,,,,16,3,9,66,1,10,1,9,
9,26838,EE,,,,,,69,3,17,66,4,6,2,4,
9,26851,EE,,,,,,57,5,15,66,1,5,2,1,
9,26868,EE,,,,,,15,4,8,66,1,6,4,9,
9,26895,EE,,,,,,57,1,11,66,1,6,2,1,
9,26900,EE,,,,,,56,1,11,66,1,5,2,1,
9,26903,EE,,,,,,60,3,15,66,4,7,2,1,
9,26906,EE,,,,,,37,4,15,66,1,8,2,1,
9,26910,EE,,,,,,35,5,14,66,1,88,2,1,
9,26940,EE,,,,,,34,4,14,66,1,8,2,1,
9,26956,EE,,,,,,73,3,8,66,4,2,3,66,
9,26963,EE,,,,,,40,3,17,66,1,9,2,1,
9,26969,EE,,,,,,80,4,15,66,4,4,2,4,
9,27017,EE,,,,,,34,3,9,66,1,7,2,1,
9,27042,EE,,,,,,24,2,17,66,1,9,2,1,
9,27076,EE,,,,,,64,4,18,66,4,4,2,4,
9,27081,EE,,,,,,64,4,10,6,4,1,3,66,
9,27130,EE,,,,,,72,2,17,66,4,8,1,4,
9,27144,EE,,,,,,29,1,15,66,1,10,1,1,
9,27145,EE,,,,,,29,1,18,66,1,5,2,66,
9,27157,EE,,,,,,43,1,11,66,1,10,2,1,
9,27169,EE,,,,,,21,3,13,2,1,7,1,8,
9,27181,EE,,,,,,23,4,16,66,1,10,3,1,
9,27198,EE,,,,,,82,3,11,66,4,5,2,4,
9,27219,EE,,,,,,21,1,14,66,8,1,2,66,
9,27231,EE,,,,,,59,1,17,66,1,6,2,1,
9,27232,EE,,,,,,73,4,11,66,4,4,3,4,
9,27264,EE,,,,,,19,3,11,66,1,5,1,9,
9,27269,EE,,,,,,79,1,8,66,4,4,2,4,
9,27461,EE,,,,,,45,2,15,66,1,6,2,1,
9,27508,EE,,,,,,63,3,10,6,1,7,2,4,
9,27513,EE,,,,,,62,5,14,66,7,4,2,1,
9,27535,EE,,,,,,37,1,18,66,1,9,2,1,
9,27571,EE,,,,,,21,1,12,66,1,3,3,1,
9,27635,EE,,,,,,63,4,12,66,1,4,2,1,
9,27694,EE,,,,,,81,3,13,66,4,3,2,4,
9,27756,EE,,,,,,30,5,15,66,1,10,3,1,
9,27777,EE,,,,,,34,4,16,1,1,10,2,1,
9,27782,EE,,,,,,65,4,13,66,4,1,2,66,
9,27823,EE,,,,,,47,4,11,66,1,6,2,1,
9,27873,EE,,,,,,49,1,14,66,1,8,2,1,
9,27885,EE,,,,,,56,4,14,66,1,3,3,1,
9,27951,EE,,,,,,67,1,12,66,4,6,2,1,
9,27981,EE,,,,,,28,1,12,66,1,4,1,1,
9,28024,EE,,,,,,51,3,16,66,1,5,2,66,
9,28034,EE,,,,,,65,3,21,66,1,4,2,4,
9,28044,EE,,,,,,19,2,11,66,1,8,2,1,
9,28081,EE,,,,,,63,4,12,66,4,2,4,66,
9,28091,EE,,,,,,45,4,20,66,1,10,2,1,
9,28095,EE,,,,,,63,3,14,66,1,8,2,1,
9,28127,EE,,,,,,43,1,13,66,1,8,2,1,
9,28135,EE,,,,,,31,1,20,66,1,5,2,66,
9,28177,EE,,,,,,34,4,12,66,1,10,1,1,
9,28242,EE,,,,,,58,3,15,66,1,10,2,1,
9,28256,EE,,,,,,16,4,9,66,1,5,1,9,
9,28276,EE,,,,,,33,1,17,66,1,9,2,1,
9,28284,EE,,,,,,35,4,13,66,1,3,2,1,
9,28350,EE,,,,,,28,3,17,66,1,88,1,66,
9,28464,EE,,,,,,67,3,8,66,4,3,2,4,
9,28503,EE,,,,,,36,3,23,66,1,8,1,1,
9,28537,EE,,,,,,67,2,10,66,1,5,3,4,
9,28538,EE,,,,,,53,5,12,66,1,5,3,4,
9,28541,EE,,,,,,33,2,20,1,1,10,2,1,
9,28551,EE,,,,,,35,5,19,66,1,5,2,66,
9,28556,EE,,,,,,15,4,8,66,8,5,3,8,
9,28570,EE,,,,,,71,3,11,66,4,7,2,4,
9,28581,EE,,,,,,27,4,12,66,1,6,2,1,
9,28653,EE,,,,,,72,1,10,66,4,3,2,66,
9,28659,EE,,,,,,21,3,13,66,1,9,2,1,
9,28665,EE,,,,,,77,4,13,66,4,4,2,4,
9,28675,EE,,,,,,67,1,20,1,4,8,2,66,
9,28710,EE,,,,,,70,4,16,1,4,5,2,1,
9,28720,EE,,,,,,24,3,13,1,1,3,1,66,
9,28730,EE,,,,,,26,3,12,4,1,3,3,8,
9,28733,EE,,,,,,54,4,16,66,1,6,2,1,
9,28735,EE,,,,,,79,1,13,66,4,2,3,66,
9,28746,EE,,,,,,30,5,11,66,1,4,3,1,
9,28796,EE,,,,,,41,1,13,66,1,4,2,1,
9,28799,EE,,,,,,37,2,11,66,1,6,2,6,
9,28802,EE,,,,,,72,4,16,66,4,3,3,4,
9,28817,EE,,,,,,26,1,14,66,2,4,2,2,
9,28821,EE,,,,,,54,1,11,66,1,8,2,1,
9,28878,EE,,,,,,74,1,15,66,4,77,1,99,
9,28890,EE,,,,,,56,4,13,66,1,7,2,1,
9,28904,EE,,,,,,64,4,10,66,4,4,4,4,
9,28933,EE,,,,,,18,4,10,66,1,9,2,1,
9,28983,EE,,,,,,40,3,12,66,1,6,2,9,
9,29036,EE,,,,,,71,2,16,66,1,7,2,1,
9,29043,EE,,,,,,77,1,10,66,4,2,2,66,
9,29058,EE,,,,,,19,1,12,66,1,5,3,9,
9,29080,EE,,,,,,30,3,13,66,1,5,2,66,
9,29087,EE,,,,,,67,3,11,66,4,5,2,4,
9,29102,EE,,,,,,72,1,11,66,4,1,2,66,
9,29117,EE,,,,,,22,1,13,66,1,4,3,66,
9,29171,EE,,,,,,70,4,12,66,4,4,2,4,
9,29193,EE,,,,,,31,1,13,66,1,9,2,1,
9,29196,EE,,,,,,67,3,15,6,1,7,2,4,
9,29201,EE,,,,,,60,3,16,66,1,7,2,1,
9,29219,EE,,,,,,24,3,17,66,2,9,1,2,
9,29227,EE,,,,,,69,3,11,66,1,5,3,1,
9,29238,EE,,,,,,69,5,17,66,4,5,2,4,
9,29239,EE,,,,,,28,5,19,66,1,9,2,1,
9,29262,EE,,,,,,72,2,10,6,4,2,2,66,
9,29355,EE,,,,,,65,3,14,66,4,4,1,66,
9,29358,EE,,,,,,39,3,17,66,1,8,1,1,
9,29372,EE,,,,,,19,3,12,66,1,3,3,1,
9,29373,EE,,,,,,43,2,21,66,1,9,2,1,
9,29455,EE,,,,,,79,1,11,66,4,5,2,4,
9,29460,EE,,,,,,41,2,18,66,1,9,3,1,
9,29490,EE,,,,,,35,4,11,66,1,6,2,1,
9,29518,EE,,,,,,31,4,19,66,1,10,1,1,
9,29542,EE,,,,,,71,1,9,66,1,7,2,4,
9,29610,EE,,,,,,70,4,12,66,4,8,2,4,
9,29616,EE,,,,,,20,1,13,66,1,8,2,1,
9,29627,EE,,,,,,28,3,13,66,1,9,2,1,
9,29633,EE,,,,,,43,1,12,66,1,10,2,1,
9,29639,EE,,,,,,67,5,10,66,4,4,2,4,
9,29641,EE,,,,,,39,3,7,66,1,2,3,66,
9,29667,EE,,,,,,62,4,15,66,1,5,2,66,
9,29670,EE,,,,,,69,2,17,1,1,7,3,66,
9,29701,EE,,,,,,37,1,16,66,1,8,2,1,
9,29724,EE,,,,,,60,3,15,66,1,3,2,66,
9,29730,EE,,,,,,44,3,14,66,4,3,2,8,
9,29745,EE,,,,,,52,3,12,66,7,1,4,66,
9,29762,EE,,,,,,56,3,12,66,1,3,2,66,
9,29766,EE,,,,,,50,3,11,66,4,3,3,4,
9,29773,EE,,,,,,38,4,13,3,1,8,1,1,
9,29813,EE,,,,,,38,1,11,66,1,6,2,6,
9,29816,EE,,,,,,81,1,7,66,4,2,3,66,
9,29822,EE,,,,,,59,1,15,66,1,4,2,1,
9,29823,EE,,,,,,16,5,11,66,1,6,2,9,
9,29841,EE,,,,,,56,1,12,66,1,6,2,1,
9,29871,EE,,,,,,84,5,7,66,4,5,2,4,
9,29946,EE,,,,,,47,5,20,1,1,5,2,1,
9,29978,EE,,,,,,56,3,16,66,1,6,2,66,
9,29988,EE,,,,,,53,4,8,66,1,2,3,66,
9,30000,EE,,,,,,41,4,13,66,1,4,2,66,
9,30012,EE,,,,,,64,3,17,1,1,7,1,1,
9,30086,EE,,,,,,37,4,16,66,1,9,1,7,
9,30087,EE,,,,,,44,3,18,66,1,8,2,66,
9,30101,EE,,,,,,37,1,12,66,4,1,4,66,
9,30122,EE,,,,,,17,3,10,66,1,1,1,1,
9,30157,EE,,,,,,26,4,12,66,1,6,2,66,
9,30169,EE,,,,,,62,5,18,66,1,6,2,1,
9,30190,EE,,,,,,52,1,12,66,1,7,2,1,
9,30198,EE,,,,,,17,5,9,66,1,6,2,9,
9,30202,EE,,,,,,28,3,12,66,1,8,2,1,
9,30220,EE,,,,,,38,1,13,66,1,3,3,1,
9,30222,EE,,,,,,29,3,13,66,1,8,1,9,
9,30232,EE,,,,,,47,1,15,66,2,2,3,2,
9,30256,EE,,,,,,17,3,10,66,1,7,1,1,
9,30257,EE,,,,,,49,2,14,66,1,8,1,1,
9,30262,EE,,,,,,37,1,9,66,1,3,2,1,
9,30302,EE,,,,,,79,1,10,66,4,4,3,4,
9,30323,EE,,,,,,44,2,22,1,1,9,1,1,
9,30328,EE,,,,,,64,3,13,6,4,2,3,66,
9,30365,EE,,,,,,64,3,8,66,1,6,2,4,
9,30392,EE,,,,,,28,4,13,66,1,3,2,6,
9,30402,EE,,,,,,49,3,13,66,1,6,2,1,
9,30405,EE,,,,,,18,4,10,66,1,5,2,9,
9,30413,EE,,,,,,33,1,12,66,1,7,2,1,
9,30416,EE,,,,,,64,1,13,66,4,4,1,4,
9,30437,EE,,,,,,60,3,15,66,1,5,2,1,
9,30439,EE,,,,,,85,5,7,66,4,2,2,66,
9,30442,EE,,,,,,31,1,9,66,1,5,2,1,
9,30451,EE,,,,,,60,2,16,66,1,4,2,1,
9,30453,EE,,,,,,29,3,16,66,1,6,1,1,
9,30503,EE,,,,,,80,3,20,66,4,3,2,66,
9,30504,EE,,,,,,65,3,12,66,4,1,2,66,
9,30554,EE,,,,,,50,2,18,66,1,10,1,1,
9,30581,EE,,,,,,82,2,9,66,4,2,2,66,
9,30589,EE,,,,,,52,2,14,66,1,6,2,1,
9,30622,EE,,,,,,56,4,10,66,1,2,2,66,
9,30684,EE,,,,,,19,1,11,66,8,1,2,6,
9,30727,EE,,,,,,60,1,8,66,1,5,2,66,
9,30752,EE,,,,,,63,4,20,1,1,6,2,1,
9,30754,EE,,,,,,67,3,11,6,4,5,2,4,
9,30771,EE,,,,,,48,1,15,66,1,5,3,1,
9,30787,EE,,,,,,20,1,18,1,1,1,3,66,
9,30836,EE,,,,,,18,5,11,2,1,6,2,1,
9,30851,EE,,,,,,67,5,7,6,4,3,2,66,
9,30871,EE,,,,,,52,2,12,66,1,7,2,1,
9,30896,EE,,,,,,51,1,13,66,1,4,3,66,
9,30905,EE,,,,,,69,3,8,66,4,3,3,4,
9,30914,EE,,,,,,30,1,17,66,1,5,1,1,
9,30915,EE,,,,,,47,2,11,66,2,8,2,1,
9,30933,EE,,,,,,57,3,11,66,1,6,2,1,
9,30940,EE,,,,,,47,1,15,66,1,6,2,1,
9,30944,EE,,,,,,43,5,14,66,1,4,2,1,
9,30995,EE,,,,,,62,1,10,66,1,4,3,1,
9,30997,EE,,,,,,55,1,16,66,1,10,1,1,
9,31011,EE,,,,,,56,4,11,66,8,3,2,9,
9,31013,EE,,,,,,62,4,11,66,1,5,3,1,
9,31112,EE,,,,,,25,4,17,2,1,10,2,66,
9,31125,EE,,,,,,64,1,12,66,4,1,4,4,
9,31196,EE,,,,,,59,1,14,66,1,5,2,1,
9,31226,EE,,,,,,48,3,11,66,1,4,2,6,
9,31229,EE,,,,,,43,4,12,66,1,8,2,1,
9,31238,EE,,,,,,47,1,11,66,1,5,4,1,
9,31322,EE,,,,,,43,3,10,66,1,6,3,1,
9,31333,EE,,,,,,70,1,13,66,4,4,2,4,
9,31387,EE,,,,,,42,1,15,66,1,7,2,1,
9,31433,EE,,,,,,77,1,15,66,1,6,2,4,
9,31451,EE,,,,,,24,3,16,66,6,8,2,6,
9,31456,EE,,,,,,53,4,8,66,4,1,3,66,
9,31458,EE,,,,,,72,3,8,66,4,2,2,66,
9,31478,EE,,,,,,62,5,15,66,1,9,1,1,
9,31491,EE,,,,,,65,3,12,1,1,7,1,1,
9,31501,EE,,,,,,43,4,25,66,1,8,2,1,
9,31553,EE,,,,,,68,1,11,66,1,6,2,1,
9,31573,EE,,,,,,57,3,12,66,1,9,2,1,
9,31609,EE,,,,,,28,1,12,66,2,8,1,2,
9,31694,EE,,,,,,18,3,11,66,1,9,2,9,
9,31715,EE,,,,,,39,3,18,66,1,8,2,1,
9,31736,EE,,,,,,72,1,11,66,4,1,3,66,
9,31741,EE,,,,,,16,3,8,66,1,8,3,9,
9,31744,EE,,,,,,65,5,16,1,1,10,1,1,
9,31758,EE,,,,,,35,5,17,66,1,10,2,1,
9,31761,EE,,,,,,40,1,15,66,1,8,2,1,
9,31775,EE,,,,,,55,4,16,66,2,10,1,2,
9,31787,EE,,,,,,31,1,9,66,1,8,1,1,
9,31826,EE,,,,,,46,5,21,66,1,9,2,1,
9,31834,EE,,,,,,82,5,6,66,4,2,2,4,
9,31843,EE,,,,,,71,1,10,66,4,2,3,66,
9,31875,EE,,,,,,60,1,13,66,1,9,1,1,
9,31890,EE,,,,,,43,1,11,66,1,8,2,1,
9,31916,EE,,,,,,67,1,15,66,4,3,4,4,
9,31938,EE,,,,,,63,1,15,1,1,9,2,1,
9,31955,EE,,,,,,24,3,12,66,1,8,2,1,
9,31968,EE,,,,,,88,1,16,66,4,1,2,66,
9,32021,EE,,,,,,89,1,10,66,1,7,2,66,
9,32027,EE,,,,,,44,3,10,66,8,6,2,8,
9,32047,EE,,,,,,16,3,9,2,1,8,1,9,
9,32049,EE,,,,,,28,1,17,66,1,9,1,66,
9,32072,EE,,,,,,69,1,12,66,4,2,3,66,
9,32095,EE,,,,,,66,1,10,66,4,2,3,66,
9,32100,EE,,,,,,43,3,14,66,6,6,2,1,
9,32187,EE,,,,,,32,2,14,66,1,6,3,1,
9,32204,EE,,,,,,36,1,13,66,1,8,1,1,
9,32220,EE,,,,,,59,2,16,66,1,3,2,1,
9,32223,EE,,,,,,85,1,11,66,4,5,3,4,
9,32279,EE,,,,,,52,4,12,66,1,3,2,66,
9,32307,EE,,,,,,47,2,15,66,2,9,2,2,
9,32321,EE,,,,,,66,3,8,66,1,4,3,66,
9,32337,EE,,,,,,21,1,12,66,1,8,3,1,
9,32338,EE,,,,,,81,3,14,66,4,3,2,66,
9,32405,EE,,,,,,64,3,11,66,4,2,3,66,
9,32481,EE,,,,,,31,1,14,66,1,3,2,5,
9,32526,EE,,,,,,58,2,20,66,1,10,1,1,
9,32532,EE,,,,,,24,1,12,66,1,6,2,1,
9,32544,EE,,,,,,61,1,13,66,1,1,4,4,
9,32578,EE,,,,,,40,4,15,66,1,9,2,1,
9,32608,EE,,,,,,63,4,12,66,4,3,3,66,
9,32649,EE,,,,,,66,3,18,66,4,77,2,4,
9,32670,EE,,,,,,44,1,17,66,8,7,2,1,
9,32673,EE,,,,,,64,3,12,66,4,1,3,66,
9,32676,EE,,,,,,49,5,11,66,1,8,2,1,
9,32687,EE,,,,,,31,1,12,66,1,5,2,1,
9,32693,EE,,,,,,41,4,13,66,4,7,2,1,
9,32718,EE,,,,,,66,1,16,1,4,6,1,66,
9,32719,EE,,,,,,50,4,11,66,1,4,2,1,
9,32748,EE,,,,,,70,1,10,66,4,1,3,66,
9,32768,EE,,,,,,55,3,11,66,1,10,2,1,
9,32777,EE,,,,,,42,1,12,66,1,4,3,1,
9,32782,EE,,,,,,52,1,18,66,1,5,2,1,
9,32801,EE,,,,,,21,3,12,66,8,5,2,1,
9,32829,EE,,,,,,86,3,17,66,4,5,1,4,
9,32868,EE,,,,,,59,5,11,66,4,3,3,4,
9,32887,EE,,,,,,83,4,8,66,4,2,4,66,
9,32923,EE,,,,,,39,4,11,66,2,2,3,2,
9,32964,EE,,,,,,59,3,14,66,1,9,2,1,
9,32986,EE,,,,,,72,2,19,66,4,5,2,4,
9,33066,EE,,,,,,53,1,13,66,1,4,2,1,
9,33206,EE,,,,,,46,3,10,66,1,5,2,66,
9,33257,EE,,,,,,54,4,13,66,1,3,2,66,
9,33300,EE,,,,,,73,4,17,66,4,5,1,4,
9,33312,EE,,,,,,24,1,17,1,1,8,1,1,
9,33357,EE,,,,,,61,4,11,66,1,4,2,1,
9,33394,EE,,,,,,66,1,12,66,4,1,3,66,
9,33426,EE,,,,,,30,1,17,66,1,6,2,1,
9,33443,EE,,,,,,34,3,12,66,1,8,2,1,
9,33464,EE,,,,,,55,3,15,66,1,5,2,1,
9,33471,EE,,,,,,69,3,10,66,4,5,3,4,
9,33553,EE,,,,,,68,4,16,66,4,4,2,4,
9,33617,EE,,,,,,19,1,11,66,1,8,1,9,
9,33646,EE,,,,,,46,5,15,66,1,8,2,2,
9,33679,EE,,,,,,46,3,28,1,1,8,3,66,
9,33687,EE,,,,,,87,3,7,66,4,4,3,4,
9,33688,EE,,,,,,82,3,14,66,4,2,2,66,
9,33700,EE,,,,,,51,4,10,66,5,5,3,1,
9,33704,EE,,,,,,77,1,13,66,4,2,2,4,
9,33713,EE,,,,,,31,3,17,66,1,6,2,2,
9,33714,EE,,,,,,48,1,11,66,1,5,2,66,
9,33716,EE,,,,,,58,3,8,66,1,2,4,66,
9,33732,EE,,,,,,85,4,8,66,4,6,1,4,
9,33740,EE,,,,,,51,4,13,66,1,6,2,66,
9,33791,EE,,,,,,49,3,26,66,1,8,3,1,
9,33800,EE,,,,,,37,3,16,66,6,7,2,1,
9,33807,EE,,,,,,18,3,11,2,8,8,2,8,
9,33856,EE,,,,,,68,3,15,66,1,4,2,66,
9,33876,EE,,,,,,46,3,17,66,1,7,2,1,
9,33883,EE,,,,,,47,3,12,66,1,5,2,66,
9,33886,EE,,,,,,54,5,12,66,8,6,3,9,
9,33915,EE,,,,,,61,2,18,66,2,5,2,1,
9,33927,EE,,,,,,15,1,9,66,1,9,1,9,
9,33954,EE,,,,,,36,2,17,66,1,9,1,1,
9,33994,EE,,,,,,39,3,24,66,6,5,2,1,
9,34025,EE,,,,,,24,1,17,66,1,8,2,1,
9,34036,EE,,,,,,70,1,20,66,1,9,1,66,
9,34040,EE,,,,,,58,4,12,66,1,8,1,1,
9,34066,EE,,,,,,80,1,10,66,4,2,2,66,
9,34109,EE,,,,,,71,4,19,66,4,2,3,66,
9,34116,EE,,,,,,67,3,10,6,4,3,3,4,
9,34123,EE,,,,,,54,1,11,66,1,3,2,1,
9,34129,EE,,,,,,34,3,12,66,1,4,2,1,
9,34153,EE,,,,,,68,1,13,66,1,88,1,1,
9,34192,EE,,,,,,25,3,17,1,1,5,2,66,
9,34212,EE,,,,,,69,4,12,66,4,5,2,4,
9,34217,EE,,,,,,26,1,15,66,1,8,2,1,
9,34302,EE,,,,,,67,5,8,66,4,1,2,66,
9,34341,EE,,,,,,16,3,9,66,1,9,2,9,
9,34378,EE,,,,,,84,1,18,66,4,2,2,66,
9,34387,EE,,,,,,78,2,12,66,1,2,3,66,
9,34397,EE,,,,,,65,3,11,66,4,3,1,66,
9,34402,EE,,,,,,25,1,12,66,1,5,3,1,
9,34415,EE,,,,,,90,1,6,66,4,2,2,66,
9,34449,EE,,,,,,36,3,12,66,1,6,2,1,
9,34452,EE,,,,,,28,1,12,66,1,3,2,66,
9,34476,EE,,,,,,23,3,15,66,1,8,2,1,
9,34509,EE,,,,,,48,1,10,66,1,7,2,1,
9,34519,EE,,,,,,35,3,12,66,1,6,2,1,
9,34547,EE,,,,,,59,3,19,66,1,4,3,4,
9,34556,EE,,,,,,56,2,16,66,1,10,2,1,
9,34560,EE,,,,,,47,4,16,66,1,8,2,1,
9,34583,EE,,,,,,51,3,11,66,1,3,2,1,
9,34618,EE,,,,,,50,5,9,66,1,8,2,1,
9,34665,EE,,,,,,60,1,11,66,1,4,2,1,
9,34682,EE,,,,,,72,3,11,1,1,6,2,1,
9,34700,EE,,,,,,82,3,7,66,4,3,2,66,
9,34755,EE,,,,,,32,3,16,66,1,8,1,1,
9,34761,EE,,,,,,70,3,16,66,4,5,1,4,
9,34764,EE,,,,,,57,4,14,66,1,3,4,1,
9,34767,EE,,,,,,61,4,14,66,2,4,2,2,
9,34787,EE,,,,,,58,1,15,66,1,5,2,4,
9,34793,EE,,,,,,43,3,12,66,1,5,3,1,
9,34813,EE,,,,,,20,3,12,66,8,3,2,1,
9,34837,EE,,,,,,27,1,17,1,1,6,1,66,
9,34841,EE,,,,,,35,1,18,66,1,8,2,1,
9,34903,EE,,,,,,53,1,12,66,1,5,2,1,
9,34979,EE,,,,,,84,3,15,66,4,2,3,66,
9,34983,EE,,,,,,49,2,18,66,1,4,2,66,
9,35007,EE,,,,,,28,4,9,66,1,7,3,1,
9,35012,EE,,,,,,39,1,10,66,1,3,3,1,
9,35062,EE,,,,,,74,1,16,66,4,3,2,4,
9,35116,EE,,,,,,43,1,13,66,1,8,2,1,
9,35133,EE,,,,,,41,5,9,66,1,6,2,1,
9,35151,EE,,,,,,30,1,15,66,1,6,3,1,
9,35177,EE,,,,,,30,1,12,66,4,3,2,66,
9,35187,EE,,,,,,41,1,17,66,2,8,2,2,
9,35188,EE,,,,,,30,1,13,1,1,5,2,66,
9,35198,EE,,,,,,62,3,12,66,4,1,4,4,
9,35202,EE,,,,,,88,1,8,66,4,2,2,66,
9,35210,EE,,,,,,57,1,11,66,1,5,2,1,
9,35236,EE,,,,,,43,3,12,66,1,6,2,1,
9,35238,EE,,,,,,57,4,10,66,1,7,2,1,
9,35277,EE,,,,,,19,4,10,66,1,4,2,1,
9,35297,EE,,,,,,33,3,15,66,1,8,2,1,
9,35304,EE,,,,,,29,3,16,66,1,5,1,1,
9,35326,EE,,,,,,62,4,18,66,1,6,2,1,
9,35345,EE,,,,,,76,4,17,66,4,4,2,66,
9,35376,EE,,,,,,29,4,13,66,1,10,1,8,
9,35398,EE,,,,,,75,1,9,66,4,3,3,4,
9,35400,EE,,,,,,69,2,15,66,4,2,2,66,
9,35427,EE,,,,,,55,1,11,66,1,7,2,1,
9,35481,EE,,,,,,56,2,13,66,1,5,3,1,
9,35500,EE,,,,,,66,3,7,66,4,3,3,4,
9,35519,EE,,,,,,35,5,17,66,1,5,2,1,
9,35547,EE,,,,,,62,3,16,6,4,1,3,4,
9,35598,EE,,,,,,30,1,9,66,8,4,2,66,
9,35617,EE,,,,,,82,1,15,66,4,2,1,66,
9,35621,EE,,,,,,53,3,11,66,1,7,2,1,
9,35677,EE,,,,,,76,1,13,66,4,5,2,4,
9,35691,EE,,,,,,35,1,15,8,1,10,1,1,
