essround,idno,cntry,prtvede1,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,agea,domicil,eduyrs,mainact,hincsrca,hinctnta,hincfel,iincsrc,
9,8965,AT,,,,,,72,3,16,66,4,7,2,66,
9,8975,AT,,,,,,76,3,11,66,4,77,2,4,
9,8993,AT,,,,,,30,3,12,66,1,7,2,1,
9,9031,AT,,,,,,53,3,15,66,1,8,2,66,
9,9035,AT,,,,,,48,1,20,66,1,9,1,1,
9,9037,AT,,,,,,73,1,12,66,4,77,2,66,
9,9040,AT,,,,,,38,1,15,66,1,8,1,1,
9,9075,AT,,,,,,38,1,22,66,2,2,2,66,
9,9088,AT,,,,,,85,1,12,66,4,2,2,66,
9,9092,AT,,,,,,68,4,14,66,4,8,1,4,
9,9140,AT,,,,,,54,5,11,66,1,2,1,66,
9,9145,AT,,,,,,50,1,18,66,1,6,1,66,
9,9153,AT,,,,,,72,4,11,66,4,1,2,66,
9,9165,AT,,,,,,63,3,6,66,4,3,2,4,
9,9175,AT,,,,,,48,1,5,66,1,3,3,1,
9,9176,AT,,,,,,31,3,12,66,1,2,3,66,
9,9201,AT,,,,,,29,2,12,66,1,6,2,6,
9,9206,AT,,,,,,39,4,12,66,2,5,2,2,
9,9213,AT,,,,,,25,2,12,66,1,9,1,1,
9,9288,AT,,,,,,74,4,88,66,4,4,2,99,
9,9360,AT,,,,,,38,1,19,66,1,8,2,1,
9,9381,AT,,,,,,33,4,14,66,1,77,2,6,
9,9386,AT,,,,,,72,4,14,1,1,9,1,1,
9,9389,AT,,,,,,80,3,8,66,4,5,1,4,
9,9397,AT,,,,,,64,3,9,66,1,88,2,4,
9,9407,AT,,,,,,75,4,8,66,4,2,2,66,
9,9441,AT,,,,,,26,1,12,66,1,8,2,1,
9,9450,AT,,,,,,34,2,17,66,1,7,2,6,
9,9471,AT,,,,,,50,1,14,66,1,10,1,1,
9,9478,AT,,,,,,31,3,12,66,1,3,2,66,
9,9498,AT,,,,,,26,3,12,66,1,3,1,66,
9,9512,AT,,,,,,65,3,12,66,4,4,2,66,
9,9523,AT,,,,,,20,3,88,66,4,10,1,4,
9,9534,AT,,,,,,49,4,13,1,1,10,1,1,
9,9582,AT,,,,,,42,1,19,66,1,9,1,1,
9,9587,AT,,,,,,52,1,17,66,1,7,1,66,
9,9598,AT,,,,,,60,3,11,66,4,88,3,66,
9,9607,AT,,,,,,53,2,12,66,1,3,2,1,
9,9632,AT,,,,,,61,4,9,66,5,1,3,66,
9,9638,AT,,,,,,62,2,9,66,4,4,2,4,
9,9647,AT,,,,,,63,2,23,66,1,10,1,1,
9,9654,AT,,,,,,78,4,11,66,4,6,1,4,
9,9728,AT,,,,,,17,4,11,66,88,77,2,66,
9,9747,AT,,,,,,60,3,12,66,4,5,1,4,
9,9786,AT,,,,,,28,3,13,66,1,8,1,1,
9,9794,AT,,,,,,56,2,20,66,1,4,1,66,
9,9804,AT,,,,,,35,4,12,66,1,8,2,1,
9,9810,AT,,,,,,39,4,9,66,1,2,2,66,
9,9841,AT,,,,,,80,4,11,66,4,1,4,66,
9,9878,AT,,,,,,54,2,13,66,4,2,3,4,
9,9894,AT,,,,,,88,4,8,66,4,88,2,66,
9,9928,AT,,,,,,41,3,13,1,1,9,1,1,
9,9935,AT,,,,,,47,1,10,66,1,5,2,1,
9,9939,AT,,,,,,51,1,19,66,1,77,2,66,
9,10045,AT,,,,,,25,2,9,66,1,7,2,5,
9,10078,AT,,,,,,44,4,13,66,1,8,2,1,
9,10094,AT,,,,,,68,1,11,66,4,3,4,4,
9,10121,AT,,,,,,63,4,12,66,77,77,2,4,
9,10140,AT,,,,,,73,4,14,66,4,8,1,66,
9,10181,AT,,,,,,71,4,8,66,4,6,2,4,
9,10185,AT,,,,,,79,4,8,6,1,5,2,4,
9,10194,AT,,,,,,64,3,88,66,4,77,3,66,
9,10209,AT,,,,,,52,4,13,66,1,4,3,66,
9,10210,AT,,,,,,45,1,15,66,1,77,2,1,
9,10215,AT,,,,,,61,1,11,66,4,3,2,9,
9,10231,AT,,,,,,81,4,8,66,4,2,1,66,
9,10232,AT,,,,,,52,3,17,66,1,77,2,9,
9,10244,AT,,,,,,32,4,4,66,1,4,2,1,
9,10252,AT,,,,,,34,4,12,66,1,77,2,77,
9,10253,AT,,,,,,81,4,8,66,4,77,1,66,
9,10263,AT,,,,,,79,4,9,66,4,1,3,66,
9,10277,AT,,,,,,36,4,13,8,1,9,1,1,
9,10283,AT,,,,,,70,1,12,66,4,5,2,66,
9,10288,AT,,,,,,22,1,9,66,5,3,3,6,
9,10293,AT,,,,,,70,1,11,66,4,3,1,4,
9,10308,AT,,,,,,77,3,12,66,4,5,2,4,
9,10319,AT,,,,,,71,2,14,66,4,2,3,4,
9,10344,AT,,,,,,78,3,10,66,4,6,2,4,
9,10357,AT,,,,,,39,4,16,66,1,8,1,1,
9,10377,AT,,,,,,70,3,8,6,4,3,3,66,
9,10382,AT,,,,,,71,4,16,66,4,9,2,4,
9,10396,AT,,,,,,36,5,18,66,1,77,2,66,
9,10441,AT,,,,,,34,4,15,66,1,77,2,66,
9,10469,AT,,,,,,56,4,12,66,1,77,1,66,
9,10480,AT,,,,,,62,3,14,66,4,5,2,4,
9,10481,AT,,,,,,53,3,19,66,1,10,1,1,
9,10493,AT,,,,,,74,3,10,66,4,2,2,66,
9,10534,AT,,,,,,19,4,12,66,1,2,2,66,
9,10542,AT,,,,,,32,4,19,66,1,77,1,1,
9,10557,AT,,,,,,78,5,9,66,4,88,2,4,
9,10596,AT,,,,,,58,1,13,8,4,4,1,66,
9,10635,AT,,,,,,62,1,8,66,4,6,2,4,
9,10638,AT,,,,,,26,1,12,66,1,2,2,66,
9,10641,AT,,,,,,38,4,11,66,1,8,2,1,
9,10673,AT,,,,,,63,3,13,66,1,9,1,1,
9,10689,AT,,,,,,35,4,18,66,1,77,2,99,
9,10747,AT,,,,,,73,3,13,66,4,77,2,4,
9,10761,AT,,,,,,53,4,12,1,1,5,2,1,
9,10784,AT,,,,,,61,1,20,66,2,77,1,2,
9,10824,AT,,,,,,19,4,12,66,1,88,2,1,
9,10839,AT,,,,,,70,4,12,66,4,5,3,4,
9,10880,AT,,,,,,59,2,9,66,1,5,2,1,
9,10885,AT,,,,,,54,4,12,66,1,77,1,1,
9,10886,AT,,,,,,34,3,13,66,1,4,2,1,
9,10887,AT,,,,,,55,1,12,66,1,5,1,1,
9,10918,AT,,,,,,28,1,11,66,1,6,2,1,
9,10926,AT,,,,,,29,4,16,1,1,7,1,1,
9,10936,AT,,,,,,28,1,12,66,5,1,4,5,
9,10952,AT,,,,,,77,4,8,66,4,5,2,4,
9,10958,AT,,,,,,53,3,13,66,1,8,1,1,
9,10969,AT,,,,,,73,1,8,66,4,2,3,66,
9,10984,AT,,,,,,32,4,12,1,1,77,2,1,
9,11005,AT,,,,,,44,4,12,66,1,8,1,1,
9,11011,AT,,,,,,26,4,11,66,1,2,1,66,
9,11013,AT,,,,,,86,3,8,66,4,1,2,66,
9,11020,AT,,,,,,53,2,11,66,1,9,1,1,
9,11047,AT,,,,,,41,1,16,66,1,4,1,66,
9,11107,AT,,,,,,83,4,9,66,4,77,2,66,
9,11117,AT,,,,,,51,4,13,66,1,8,1,1,
9,11124,AT,,,,,,999,1,13,66,1,7,1,1,
9,11132,AT,,,,,,43,1,16,66,6,1,3,66,
9,11136,AT,,,,,,24,2,13,3,1,4,2,5,
9,11162,AT,,,,,,52,3,11,66,1,77,2,1,
9,11165,AT,,,,,,44,2,13,66,1,3,2,9,
9,11204,AT,,,,,,50,3,13,66,1,9,1,1,
9,11214,AT,,,,,,41,2,14,66,1,5,2,6,
9,11276,AT,,,,,,17,2,11,66,1,88,2,9,
9,11282,AT,,,,,,84,2,9,66,4,2,1,66,
9,11347,AT,,,,,,40,3,12,66,1,6,3,1,
9,11348,AT,,,,,,26,3,19,66,1,4,1,66,
9,11364,AT,,,,,,39,4,11,66,2,8,2,2,
9,11398,AT,,,,,,48,1,12,66,1,6,1,1,
9,11399,AT,,,,,,47,4,9,66,1,77,2,1,
9,11400,AT,,,,,,26,3,12,1,1,7,2,1,
9,11416,AT,,,,,,54,3,12,66,1,7,1,1,
9,11418,AT,,,,,,26,1,17,66,6,77,2,66,
9,11426,AT,,,,,,25,4,12,66,1,2,1,66,
9,11430,AT,,,,,,70,1,12,66,4,6,2,1,
9,11441,AT,,,,,,28,3,12,66,1,6,1,1,
9,11446,AT,,,,,,46,3,11,66,1,7,2,1,
9,11451,AT,,,,,,42,4,12,1,1,8,2,1,
9,11453,AT,,,,,,41,1,19,66,1,7,1,66,
9,11474,AT,,,,,,24,3,12,66,1,88,2,1,
9,11490,AT,,,,,,37,4,12,66,1,5,2,66,
9,11514,AT,,,,,,76,1,11,66,4,4,1,66,
9,11533,AT,,,,,,36,3,13,66,1,88,2,1,
9,11538,AT,,,,,,60,2,12,5,5,1,4,66,
9,11577,AT,,,,,,38,4,12,1,1,8,2,1,
9,11596,AT,,,,,,30,3,12,66,2,77,1,2,
9,11618,AT,,,,,,36,4,11,66,1,6,2,1,
9,11632,AT,,,,,,75,4,9,66,4,4,3,4,
9,11692,AT,,,,,,61,4,20,66,4,77,1,66,
9,11717,AT,,,,,,42,1,14,66,1,7,2,1,
9,11729,AT,,,,,,47,3,15,66,1,77,2,1,
9,11756,AT,,,,,,67,4,14,66,4,6,1,4,
9,11779,AT,,,,,,70,4,9,66,4,5,2,4,
9,11834,AT,,,,,,24,3,17,2,1,9,2,1,
9,11875,AT,,,,,,16,4,9,66,1,6,2,9,
9,11896,AT,,,,,,32,3,12,1,1,9,1,1,
9,11902,AT,,,,,,67,4,8,8,4,4,2,4,
9,11904,AT,,,,,,999,4,13,66,1,77,2,1,
9,11923,AT,,,,,,67,4,12,66,4,77,2,4,
9,11956,AT,,,,,,41,3,13,66,1,6,2,1,
9,11984,AT,,,,,,53,3,13,66,1,3,2,66,
9,11988,AT,,,,,,54,3,12,66,4,4,1,66,
9,11994,AT,,,,,,41,4,21,66,2,77,1,2,
9,12023,AT,,,,,,29,4,13,66,1,8,1,66,
9,12103,AT,,,,,,65,4,12,66,4,5,3,4,
9,12182,AT,,,,,,44,3,11,66,1,77,2,1,
9,12208,AT,,,,,,26,4,12,66,1,2,1,66,
9,12217,AT,,,,,,72,4,12,66,4,5,1,4,
9,12232,AT,,,,,,75,1,12,66,4,3,2,66,
9,12255,AT,,,,,,67,4,13,6,4,77,2,4,
9,12256,AT,,,,,,74,3,9,66,1,3,2,66,
9,12278,AT,,,,,,48,4,11,66,1,2,1,66,
9,12295,AT,,,,,,70,4,13,66,4,2,3,9,
9,12296,AT,,,,,,49,2,16,1,1,10,3,1,
9,12335,AT,,,,,,67,1,9,66,4,4,1,66,
9,12349,AT,,,,,,39,3,14,66,2,7,2,2,
9,12352,AT,,,,,,51,1,12,66,1,2,1,66,
9,12367,AT,,,,,,81,4,19,6,4,6,2,4,
9,12385,AT,,,,,,76,4,8,66,4,4,3,4,
9,12416,AT,,,,,,22,1,12,66,1,3,3,1,
9,12496,AT,,,,,,38,4,11,66,1,5,2,1,
9,12525,AT,,,,,,76,3,8,66,4,88,3,66,
9,12541,AT,,,,,,52,4,9,66,1,88,2,9,
9,12584,AT,,,,,,79,1,8,66,1,2,1,9,
9,12598,AT,,,,,,80,4,8,66,1,8,1,4,
9,12606,AT,,,,,,69,2,9,66,4,77,2,4,
9,12639,AT,,,,,,87,4,8,66,4,2,1,66,
9,12654,AT,,,,,,28,4,11,66,1,3,2,66,
9,12674,AT,,,,,,999,5,13,66,1,88,2,1,
9,12677,AT,,,,,,72,1,12,66,4,3,2,66,
9,12722,AT,,,,,,65,4,13,66,4,5,2,4,
9,12734,AT,,,,,,62,3,12,6,1,10,1,4,
9,12745,AT,,,,,,32,1,20,66,1,7,1,1,
9,12779,AT,,,,,,55,4,11,66,1,5,2,9,
9,12833,AT,,,,,,58,3,16,4,5,1,4,66,
9,12835,AT,,,,,,47,4,14,66,1,77,1,1,
9,12868,AT,,,,,,67,3,12,66,4,3,3,4,
9,12887,AT,,,,,,47,3,13,66,1,4,2,66,
9,12890,AT,,,,,,54,3,12,66,1,7,1,1,
9,12902,AT,,,,,,74,4,10,66,4,77,1,77,
9,12954,AT,,,,,,72,4,12,66,4,2,2,66,
9,12978,AT,,,,,,46,2,13,66,2,77,2,2,
9,12989,AT,,,,,,31,3,12,66,1,6,2,1,
9,12997,AT,,,,,,66,4,11,66,4,3,2,4,
9,13009,AT,,,,,,60,2,12,66,4,2,1,66,
9,13019,AT,,,,,,75,3,11,66,4,77,2,4,
9,13020,AT,,,,,,88,2,29,66,4,6,1,66,
9,13051,AT,,,,,,80,4,88,66,4,77,3,66,
9,13066,AT,,,,,,72,4,14,66,4,5,1,66,
9,13070,AT,,,,,,42,3,13,8,1,10,1,1,
9,13096,AT,,,,,,56,1,17,66,1,4,2,66,
9,13132,AT,,,,,,83,4,12,66,4,77,1,4,
9,13140,AT,,,,,,69,4,12,6,4,2,2,66,
9,13170,AT,,,,,,77,4,8,6,1,88,2,4,
9,13183,AT,,,,,,71,2,11,66,4,4,2,66,
9,13231,AT,,,,,,46,4,13,1,1,4,1,1,
9,13261,AT,,,,,,69,4,11,66,4,4,2,4,
9,13285,AT,,,,,,36,3,12,66,1,3,2,66,
9,13311,AT,,,,,,48,3,12,66,1,7,2,1,
9,13312,AT,,,,,,41,4,12,66,1,7,2,1,
9,13319,AT,,,,,,54,3,13,66,1,2,2,66,
9,13322,AT,,,,,,60,5,8,66,4,77,2,4,
9,13332,AT,,,,,,49,1,12,66,1,2,2,66,
9,13335,AT,,,,,,58,4,14,66,1,77,2,1,
9,13336,AT,,,,,,49,4,12,66,1,88,1,1,
9,13339,AT,,,,,,28,3,12,66,1,6,2,1,
9,13411,AT,,,,,,43,4,17,1,1,8,1,1,
9,13416,AT,,,,,,25,1,16,66,1,7,2,1,
9,13430,AT,,,,,,22,1,11,66,1,5,2,1,
9,13431,AT,,,,,,52,1,12,66,1,5,2,8,
9,13450,AT,,,,,,70,4,10,66,4,5,2,4,
9,13457,AT,,,,,,78,4,14,66,4,77,1,66,
9,13472,AT,,,,,,63,3,13,66,4,4,1,66,
9,13478,AT,,,,,,80,4,11,66,4,4,2,4,
9,13523,AT,,,,,,45,2,14,66,5,3,2,66,
9,13544,AT,,,,,,28,3,9,1,1,7,2,1,
9,13570,AT,,,,,,40,2,16,66,1,8,2,5,
9,13573,AT,,,,,,56,4,12,66,1,2,1,66,
9,13591,AT,,,,,,45,1,11,66,1,77,3,1,
9,13599,AT,,,,,,54,1,12,66,1,8,1,1,
9,13613,AT,,,,,,76,3,11,66,4,2,3,66,
9,13637,AT,,,,,,57,2,14,66,2,2,2,66,
9,13641,AT,,,,,,26,3,21,66,1,5,2,6,
9,13655,AT,,,,,,68,4,12,66,4,6,2,4,
9,13671,AT,,,,,,23,2,11,66,1,6,1,1,
9,13690,AT,,,,,,46,3,15,66,1,6,2,1,
9,13691,AT,,,,,,38,4,16,1,1,77,2,1,
9,13692,AT,,,,,,36,4,13,66,1,6,2,1,
9,13698,AT,,,,,,77,4,12,66,4,5,1,66,
9,13737,AT,,,,,,83,4,8,66,4,3,2,4,
9,13772,AT,,,,,,73,1,12,66,4,2,2,66,
9,13780,AT,,,,,,39,1,14,66,1,4,2,66,
9,13793,AT,,,,,,30,4,15,66,1,8,1,1,
9,13815,AT,,,,,,80,4,14,66,4,6,1,4,
9,13869,AT,,,,,,65,1,17,66,4,5,2,66,
9,13892,AT,,,,,,46,3,12,66,1,7,2,5,
9,13914,AT,,,,,,18,3,12,66,1,88,2,1,
9,13928,AT,,,,,,86,4,11,66,2,4,1,66,
9,13947,AT,,,,,,56,1,14,66,1,4,1,66,
9,14006,AT,,,,,,20,4,11,66,1,3,2,1,
9,14029,AT,,,,,,77,1,14,66,4,5,1,4,
9,14032,AT,,,,,,52,3,17,66,1,8,1,1,
9,14070,AT,,,,,,42,1,12,66,1,2,2,66,
9,14078,AT,,,,,,40,4,13,66,1,77,2,66,
9,14079,AT,,,,,,39,4,12,66,1,9,7,1,
9,14084,AT,,,,,,71,1,14,66,4,77,2,66,
9,14104,AT,,,,,,36,3,13,66,6,1,3,66,
9,14108,AT,,,,,,21,5,13,66,1,7,1,5,
9,14132,AT,,,,,,33,3,13,66,1,77,2,1,
9,14175,AT,,,,,,38,3,10,66,1,77,2,1,
9,14195,AT,,,,,,58,2,13,66,2,5,2,2,
9,14242,AT,,,,,,69,3,16,66,4,9,1,4,
9,14251,AT,,,,,,60,4,11,66,1,7,2,1,
9,14254,AT,,,,,,52,3,12,66,1,7,1,1,
9,14257,AT,,,,,,66,4,9,66,4,2,2,4,
9,14263,AT,,,,,,60,1,13,8,1,4,3,1,
9,14285,AT,,,,,,70,5,12,66,4,10,1,4,
9,14308,AT,,,,,,65,4,12,66,4,4,1,4,
9,14352,AT,,,,,,54,2,18,3,8,2,2,66,
9,14382,AT,,,,,,57,5,12,66,1,3,2,1,
9,14384,AT,,,,,,69,4,8,66,4,1,2,66,
9,14432,AT,,,,,,65,5,11,66,4,1,2,66,
9,14441,AT,,,,,,74,3,11,66,4,6,2,4,
9,14461,AT,,,,,,52,1,12,1,77,77,2,1,
9,14482,AT,,,,,,78,4,8,66,4,77,2,66,
9,14488,AT,,,,,,72,3,11,66,4,77,2,4,
9,14517,AT,,,,,,67,4,11,66,4,3,2,4,
9,14566,AT,,,,,,80,2,19,6,4,4,1,4,
9,14692,AT,,,,,,30,3,12,66,1,77,3,1,
9,14700,AT,,,,,,74,3,10,6,4,3,2,66,
9,14708,AT,,,,,,28,1,11,66,1,2,2,1,
9,14725,AT,,,,,,56,5,12,66,1,9,1,1,
9,14761,AT,,,,,,78,4,8,66,4,2,2,9,
9,14772,AT,,,,,,27,4,12,66,1,5,1,1,
9,14816,AT,,,,,,29,3,12,66,1,6,2,1,
9,14838,AT,,,,,,44,4,14,66,1,9,2,1,
9,14843,AT,,,,,,76,4,14,66,4,4,1,4,
9,14852,AT,,,,,,22,1,8,3,6,1,4,6,
9,14873,AT,,,,,,52,4,12,66,1,2,2,66,
9,14875,AT,,,,,,42,2,12,66,1,7,2,1,
9,14897,AT,,,,,,56,1,23,66,1,9,1,1,
9,14921,AT,,,,,,66,5,10,66,4,1,2,66,
9,14933,AT,,,,,,33,1,12,1,1,9,1,1,
9,14945,AT,,,,,,80,5,12,66,4,2,3,66,
9,14954,AT,,,,,,32,5,12,66,1,7,2,1,
9,14995,AT,,,,,,38,4,15,1,1,77,2,1,
9,15032,AT,,,,,,37,1,26,1,1,5,1,1,
9,15072,AT,,,,,,35,4,13,66,1,4,2,1,
9,15073,AT,,,,,,34,2,13,1,1,5,2,1,
9,15116,AT,,,,,,62,4,11,66,4,7,2,4,
9,15130,AT,,,,,,81,3,12,66,4,3,2,66,
9,15143,AT,,,,,,26,4,14,66,1,88,2,1,
9,15154,AT,,,,,,37,3,15,66,1,6,2,1,
9,15163,AT,,,,,,31,4,13,66,1,5,1,1,
9,15191,AT,,,,,,37,4,12,66,1,5,3,1,
9,15228,AT,,,,,,46,1,18,66,1,5,2,1,
9,15235,AT,,,,,,55,3,12,66,1,7,2,1,
9,15247,AT,,,,,,39,3,12,66,1,3,2,66,
9,15251,AT,,,,,,62,3,11,66,1,77,1,4,
9,15266,AT,,,,,,60,4,8,66,1,6,2,4,
9,15269,AT,,,,,,16,1,10,66,5,1,4,5,
9,15275,AT,,,,,,58,3,12,66,4,6,2,1,
9,15277,AT,,,,,,36,1,15,66,1,6,3,1,
9,15294,AT,,,,,,73,4,18,6,4,4,2,66,
9,15364,AT,,,,,,17,2,11,66,1,10,1,9,
9,15367,AT,,,,,,64,3,9,66,4,7,2,4,
9,15380,AT,,,,,,71,3,12,66,4,4,1,4,
9,15386,AT,,,,,,51,2,12,66,2,10,2,2,
9,15391,AT,,,,,,28,4,12,66,77,77,2,88,
9,15438,AT,,,,,,59,3,13,66,1,77,2,1,
9,15458,AT,,,,,,56,2,15,5,4,5,1,66,
9,15470,AT,,,,,,42,3,12,1,1,77,2,1,
9,15476,AT,,,,,,79,2,10,66,4,3,1,66,
9,15479,AT,,,,,,38,1,12,1,1,3,2,66,
9,15489,AT,,,,,,56,4,13,66,1,3,1,66,
9,15505,AT,,,,,,73,1,13,66,4,77,2,66,
9,15557,AT,,,,,,61,4,11,66,4,8,1,4,
9,15616,AT,,,,,,78,2,12,66,4,6,3,66,
9,15660,AT,,,,,,47,4,12,66,1,4,1,1,
9,15682,AT,,,,,,54,3,5,66,1,6,4,1,
9,15690,AT,,,,,,62,4,9,66,1,5,2,9,
9,15693,AT,,,,,,30,1,15,66,5,1,4,5,
9,15721,AT,,,,,,49,4,13,66,1,9,2,1,
9,15750,AT,,,,,,24,4,13,66,1,2,2,66,
9,15760,AT,,,,,,23,1,12,1,1,4,2,66,
9,15776,AT,,,,,,36,4,9,66,1,88,2,1,
9,15807,AT,,,,,,29,3,12,66,1,8,2,4,
9,15850,AT,,,,,,83,4,13,66,4,6,3,66,
9,15857,AT,,,,,,55,3,16,66,1,77,2,1,
9,15858,AT,,,,,,35,2,13,8,1,3,2,1,
9,15872,AT,,,,,,78,1,77,66,4,4,1,66,
9,15873,AT,,,,,,54,4,13,66,1,7,2,1,
9,15887,AT,,,,,,79,4,8,66,4,2,2,9,
9,15915,AT,,,,,,50,1,18,66,2,5,1,66,
9,15918,AT,,,,,,37,4,12,66,1,2,1,1,
9,15952,AT,,,,,,61,4,8,66,4,88,4,4,
9,15995,AT,,,,,,29,3,11,66,1,6,3,1,
9,16004,AT,,,,,,37,3,12,66,1,2,1,66,
9,16009,AT,,,,,,75,4,8,66,4,4,3,66,
9,16014,AT,,,,,,44,4,13,66,1,77,7,1,
9,16015,AT,,,,,,37,1,8,66,1,5,1,1,
9,16043,AT,,,,,,61,1,19,66,1,2,4,1,
9,16118,AT,,,,,,37,2,17,66,1,9,1,1,
9,16208,AT,,,,,,22,3,12,66,1,5,2,1,
9,16212,AT,,,,,,80,5,8,66,4,88,2,66,
9,16300,AT,,,,,,38,2,14,66,1,9,1,1,
9,16332,AT,,,,,,56,1,20,66,4,1,3,66,
9,16364,AT,,,,,,36,1,18,66,1,5,2,66,
9,16395,AT,,,,,,51,1,9,66,2,3,2,66,
9,16410,AT,,,,,,48,2,11,66,1,6,1,66,
9,16414,AT,,,,,,69,5,8,66,4,2,2,66,
9,16430,AT,,,,,,68,4,12,66,4,5,1,4,
9,16441,AT,,,,,,52,1,9,66,1,4,2,66,
9,16453,AT,,,,,,50,4,8,66,4,88,2,4,
9,16475,AT,,,,,,16,5,12,66,1,4,2,1,
9,16481,AT,,,,,,69,4,9,66,4,77,3,66,
9,16483,AT,,,,,,48,1,13,66,1,3,3,1,
9,16505,AT,,,,,,64,4,14,66,4,2,2,66,
9,16538,AT,,,,,,81,5,7,66,4,2,3,9,
9,16580,AT,,,,,,58,2,11,66,4,5,2,66,
9,16610,AT,,,,,,74,3,15,66,4,5,2,66,
9,16617,AT,,,,,,48,3,12,66,1,3,2,66,
9,16648,AT,,,,,,26,3,11,66,1,77,2,1,
9,16650,AT,,,,,,49,1,12,66,1,7,2,1,
9,16671,AT,,,,,,66,4,8,66,4,4,2,4,
9,16675,AT,,,,,,22,1,12,66,1,2,3,1,
9,16712,AT,,,,,,51,4,12,1,1,9,3,1,
9,16718,AT,,,,,,60,2,20,66,5,2,3,66,
9,16728,AT,,,,,,55,4,13,66,4,1,3,66,
9,16748,AT,,,,,,67,1,12,66,4,4,2,66,
9,16769,AT,,,,,,35,1,17,1,1,1,2,66,
9,16785,AT,,,,,,60,1,21,66,4,4,1,66,
9,16805,AT,,,,,,20,2,12,66,6,4,2,6,
9,16812,AT,,,,,,55,4,7,66,5,1,4,66,
9,16858,AT,,,,,,45,4,11,66,1,9,2,1,
9,16910,AT,,,,,,36,4,13,66,1,88,2,1,
9,16941,AT,,,,,,83,3,9,66,4,3,2,66,
9,16956,AT,,,,,,42,1,11,66,1,2,3,66,
9,16962,AT,,,,,,74,4,10,6,4,7,2,4,
9,16965,AT,,,,,,62,4,15,66,1,10,1,1,
9,16978,AT,,,,,,48,4,9,66,1,6,2,1,
9,16984,AT,,,,,,44,5,9,66,1,4,2,3,
9,16992,AT,,,,,,58,1,13,66,8,77,1,8,
9,17032,AT,,,,,,42,4,12,1,1,77,2,1,
9,17051,AT,,,,,,42,3,9,1,1,7,1,1,
9,17059,AT,,,,,,16,4,9,66,1,3,8,9,
9,17075,AT,,,,,,82,4,8,66,4,4,1,66,
9,17084,AT,,,,,,72,5,15,1,2,9,1,2,
9,17085,AT,,,,,,37,4,17,66,1,5,2,1,
9,17103,AT,,,,,,71,3,12,66,4,5,1,4,
9,17104,AT,,,,,,47,1,13,66,1,5,3,1,
9,17127,AT,,,,,,47,1,11,66,1,3,2,66,
9,17147,AT,,,,,,20,1,13,66,5,1,3,66,
9,17168,AT,,,,,,49,4,14,66,2,77,2,66,
9,17170,AT,,,,,,65,4,12,66,4,3,2,4,
9,17238,AT,,,,,,72,3,11,66,4,77,2,4,
9,17247,AT,,,,,,53,3,13,66,1,7,1,1,
9,17252,AT,,,,,,32,3,20,1,1,6,1,66,
9,17268,AT,,,,,,53,4,13,66,8,77,3,77,
9,17269,AT,,,,,,83,5,8,66,4,2,2,9,
9,17272,AT,,,,,,43,4,14,66,1,7,1,1,
9,17287,AT,,,,,,50,4,12,66,1,4,2,66,
9,17302,AT,,,,,,41,4,13,66,1,9,2,1,
9,17333,AT,,,,,,67,2,23,6,4,4,1,66,
9,17342,AT,,,,,,70,1,11,66,4,5,1,4,
9,17359,AT,,,,,,23,3,12,66,1,7,2,1,
9,17392,AT,,,,,,62,4,12,66,4,5,1,4,
9,17419,AT,,,,,,79,2,12,6,4,8,1,4,
9,17420,AT,,,,,,18,1,10,66,1,1,2,1,
9,17439,AT,,,,,,69,3,8,66,4,3,2,9,
9,17451,AT,,,,,,50,4,13,66,1,8,2,1,
9,17482,AT,,,,,,63,4,12,66,3,9,1,3,
9,17522,AT,,,,,,74,4,8,66,77,3,2,9,
9,17548,AT,,,,,,55,1,9,66,1,4,2,1,
9,17582,AT,,,,,,71,3,11,66,4,2,3,66,
9,17608,AT,,,,,,34,3,12,66,1,4,2,66,
9,17609,AT,,,,,,64,3,14,66,4,4,1,66,
9,17621,AT,,,,,,27,4,16,8,1,77,1,1,
9,17632,AT,,,,,,59,4,12,66,4,2,2,66,
9,17670,AT,,,,,,26,4,16,66,1,88,2,6,
9,17685,AT,,,,,,70,5,11,66,8,2,2,8,
9,17745,AT,,,,,,74,4,13,66,4,3,2,66,
9,17763,AT,,,,,,75,3,15,66,4,3,1,66,
9,17767,AT,,,,,,39,3,13,66,2,77,2,2,
9,17794,AT,,,,,,62,3,12,66,4,7,1,4,
9,17805,AT,,,,,,79,4,16,66,4,2,2,66,
9,17845,AT,,,,,,24,4,12,66,1,2,1,66,
9,17866,AT,,,,,,43,4,12,1,1,88,2,1,
9,17868,AT,,,,,,20,4,13,66,1,9,1,9,
9,17878,AT,,,,,,77,1,26,66,4,7,1,4,
9,17898,AT,,,,,,23,3,13,66,1,77,2,1,
9,17916,AT,,,,,,49,1,19,66,2,88,2,66,
9,17951,AT,,,,,,27,3,12,1,1,7,2,1,
9,17953,AT,,,,,,67,4,12,66,4,77,2,4,
9,17957,AT,,,,,,48,4,11,66,2,9,1,2,
9,18009,AT,,,,,,47,3,9,66,1,77,2,1,
9,18015,AT,,,,,,24,4,16,66,1,88,1,1,
9,18044,AT,,,,,,48,4,12,66,1,7,2,1,
9,18057,AT,,,,,,77,2,11,66,4,5,1,66,
9,18064,AT,,,,,,51,4,13,66,1,77,2,66,
